case,cores,status,makespan_cycles,added_copy_bytes,scheduled_copy_bytes,spill_added_copy_bytes,plan_sha256,seconds,error,speedup
case_084,2,ok,1255052,0,13236330,0,7fdb9354daf28f5ea7d4c41db2738885384b19ccd12595ac6fb54ce38be17c4e,3.491853400002583,,1.9978550689533183
case_084,3,ok,836220,0,13236330,0,a2ef46d2618ee30c36f5fa83579f4fad7ee9255edd5582da333f164404f1d54b,3.177599899994675,,2.998507569778288
case_084,4,ok,629028,0,13236330,0,6353fab7d8653edce0e5e1c04008ea261d8827569ed0704cf13d887e4d38726a,2.9950610999949276,,3.986169137144928
case_084,5,ok,503472,0,13236330,0,12ef9362db41cdb9f8dce1edbb75273564fd7ef206e671573781bf8a4c516cf8,2.8274206000060076,,4.98024120507198
case_085,2,ok,1662788,2148486,3838220,0,083e187e6aff98d9172d047bb063fadf4be8447ad0180091392134369c68b998,8.070879499995499,,1.917201110424179
case_085,3,ok,1126371,5683212,7372946,0,75a93c335578dc3a749028a8c1ba37dbe314845d0095398918000f9b75e0c85a,7.116653299992322,,2.83023888221554
case_085,4,ok,838581,5003666,6693400,0,8cece95d2e79e82e1d64dc409126568dbd694acec6c5883748ff6d78ed19789b,6.4793152999918675,,3.8015397439245584
case_085,5,ok,746292,10855448,12545182,0,a8e93b023e6d97f3119b454dabb3f879196b59721c4a090de056f54691f17e96,6.741676399993594,,4.271651042755383
case_086,2,ok,62866,418278,756300,0,35b4dc19fe6de0140349a30ac16fecc69b2281b416c9ed1a6b370b1e1fb0b490,1.0139502999954857,,1.8834187000922598
case_086,3,ok,48546,1081164,1419186,0,270189df897b9402eac4cd5208f327a5555f5f1225acead7d182265cc187dfbc,1.0315760999947088,,2.4389857042804763
case_086,4,ok,38996,952434,1290456,0,861855f6c09ec10488e4ec539762204e7a961c0e477ccb0e47746470b405658b,0.8858405000064522,,3.0362857728997845
case_086,5,ok,42073,1934424,2272446,0,bf78c2b76f26ba7531fb6b664722a9238828b2fad051ad9a87be4a28bd41ed9a,1.0895309999905294,,2.814227651938298
case_087,2,ok,1985234,9999360,15918458,7994880,6beba444ef8c1d4b320f2dfb75ee9180323b83ac61a0ddaa1f35c42a0f921731,13.507980299997143,,2.0018148994022873
case_087,3,ok,1385253,10722816,16641914,7059456,d94c99e59dd6b323a29d6e3b99f2764496a984e84327728b9c984a4cf4e160a9,11.981136400005198,,2.8688412874760063
case_087,4,ok,1069661,11796480,17715578,6612480,750c3dbb6c9a0e2fdac2b5f29d19bd0600e9d0484ebfbca97481bffcf353f376,11.530984400000307,,3.715262125103187
case_087,5,ok,888504,11773440,17692538,5483520,517fd09dc6ad790f6007ef378c1270e2cddb16d05bfd50f66086a91f2d3b6e34,10.70705490000546,,4.472766582930409
case_088,2,ok,135849,850054,2679852,0,ec9c72f07bc2d16c3909b622e25384f47039a8571fcdd2828ca8ab936b5983a4,0.6932754000008572,,1.7933367194458554
case_088,3,ok,96111,1473104,3302902,0,f6ff33b6b1872685d56ba097edf7aa72d30ccbbd550601986244315808d7f5b0,0.6394215999898734,,2.5348087107615154
case_088,4,ok,87538,2048310,3878108,0,c764181a7d11820a9ba8e1e639b5e9afb269114bfd966a1ae003d8d6a6d98aef,0.6574053000076674,,2.7830542164545684
case_088,5,ok,86863,2220472,4050270,0,828c99e849863ab9b9450f1a1659785d6c94d1bbb380ca6b3620e17fa424c455,0.6285089000011794,,2.804680934344888
case_089,2,ok,346832,238720,805120,0,ef08037fa81ee9cbd8676803cb34e011ba0ed17a7bae923fb7671ab3f2de5afd,0.9353798999945866,,1.998350786547954
case_089,3,ok,243614,477440,1043840,0,f9ec5c179c52c7372ac071437060c8e66932150560b472fccae0bfd87f4dd3f7,0.8209104999987176,,2.8450417463692563
case_089,4,ok,178160,716160,1282560,0,5e64d1009de8e7d60a6d7b6fd88d9beb7f27884a30f847e56b29081098346800,0.7237857000000076,,3.8902784014369107
case_089,5,ok,147432,954880,1521280,0,45b0caa8d33898a2d757622ef883c1457e7fda931febd7e5b77b4642ba444d1e,0.7149063000106253,,4.701096098540344
case_090,2,ok,482371,2171520,4399872,0,1c1bc8defe4e9b1acb01a9c63138095dbc3a783cde39b0294ade3d247d44e5b4,0.29675769999448676,,2.442856224773048
case_090,3,ok,345253,4596480,6824832,0,b6d55051a8afa9c7a1a9ab1fc370e4e2064d0eaa4e04455bd1d38380345ef157,0.28142379999917466,,3.41304203004753
case_090,4,ok,297117,6744960,8973312,0,df4d02e2be9053a9e77f6e42ef109ec8b2800a6dc597aa95711c990e889d6288,0.282447300007334,,3.9659898289226128
case_090,5,ok,285660,8893440,11121792,0,adadd18e3bc532ae60909b4b27eeb9105f9d33297943dea422caeac928440fc9,0.27056169998832047,,4.125054260309459
case_091,2,ok,4590046,57827296,64404952,51348960,9c368aba5d5070eee5494480552a3dedc940b7f3313941ff177be6885caf359f,16.106783299997915,,2.0014546695174733
case_091,3,ok,3070809,63099200,69676856,50142528,1a149f1746a4947c5bca06a505088300ccaac0bcd7125b3a9e80e884289f57e6,14.712509999997565,,2.9916445470884057
case_091,4,ok,2315529,67391136,73968792,47956128,3186406487aa55648dd1c11c9f81e982e1ebbb0e026db7a6da95ab831a30e83d,14.316580700004124,,3.967460135459327
case_091,5,ok,1876536,69999104,76576760,43844096,3e7021da51418403de4dba1f0fd54df9b135ab634c68c7fd76f5b210d53fa14f,13.044871100006276,,4.895599658093423
case_092,2,ok,2828252,66389088,69646016,65458688,7e60382137e6e41bd42ee975b1527966476fbdce03203d0e5b550fe4421300d5,7.921610999997938,,1.702660866146298
case_092,3,ok,1376516,10577088,13834016,8716288,d2fb3ab49ca4dcfab6dc59a47a9f7be5edd97ba0719c844f376279c4c51a6b0c,6.0841421999939485,,3.4983639855984237
case_092,4,ok,1028889,6657824,9914752,3866624,13916291dc3b1233bedb1e859ade4159a55c6a1c9820eb98ab89b4a47516fd5e,5.538333200005582,,4.680343555038493
case_092,5,ok,819820,4524416,7781344,802816,b70deca5eb8b14f4111ffca97bcbd8128aa40387d30496d70e38d1db378e6608,5.092201399995247,,5.873916225512917
case_093,2,ok,37827,8192,722944,0,1469376cc0cae5c34dfe2b96bb51cb4a7622e7a839eb29b6ac55960acadc677f,0.0975095999892801,,1.9616940280751844
case_093,3,ok,25103,16384,731136,0,d881d5b76b1d96eb7fa2e6e118e738073020ed1bb58fd1526ad5d9ad05a2f30a,0.08336219999182504,,2.956021192686133
case_093,4,ok,19779,24576,739328,0,d2ad824bd9839e8f80ed32db071c1d06ec76ecd2bb9accbaaa0d02c8f0932074,0.08833189999859314,,3.751706355225239
case_093,5,ok,15876,32768,747520,0,6d46bd5288ce6ae2cce27e74567a3e03b7ec6a87982c05048af6750615d14098,0.10030200000619516,,4.674036281179139
case_094,2,ok,53614,106272,632964,0,ba36c383632605f4491d8804f32d12b1078e6bc468b8183872779d5cacfccb26,0.07467070000711828,,1.7699108441824896
case_094,3,ok,39889,212544,739236,0,43cb0c72cef7388f5470b6896d93b0bf6eca67e34201def5227bd4af725fb2b9,0.08067150000715628,,2.37890145152799
case_094,4,ok,30709,318816,845508,0,deb28c457c1129a803c5ec739b97cba407da36a42629ab14f6c590ec6bdf4414,0.08514219999779016,,3.090038750854798
case_094,5,ok,25530,259200,785892,0,bcf34fcd33501d5fc6584f092393808aa00fd29cb0281aace3b0f16a530b3c28,0.08399939999799244,,3.716882099490795
case_095,2,ok,1042890,0,11355036,0,a78c5309ee7909d2dd6aaf73d97c6a981dcced7fb997b6b2a3c8c43b0645dfd7,1.0256954000069527,,1.9991111238960964
case_095,3,ok,695775,0,11355036,0,cad7a631465eb71b3464522c70dbcf0014a6d79f6f550fbe1509f959ac64e8f0,0.9440482000063639,,2.9964471273040854
case_095,4,ok,524422,0,11355036,0,fdfaea2ee55f85e27957b535630142b49bc1238bd49e55f3a705d7e12b5fa100,0.8816036999924108,,3.9755254356224565
case_095,5,ok,420852,0,11355036,0,23bc2a91e21be76a82a97af2665dea4c52e73e94e9b8e706d538df9e694f270c,0.8766497000033269,,4.953886401870491
case_096,2,ok,47175,67392,286950,0,f29c3714eac8a6260e88c1e4ce112ee66d18d9d38bbc9d9e330526f75f0b13e7,0.15577889999258332,,1.7847164811870695
case_096,3,ok,33662,67392,286950,0,9b05ab4ac3348211722ab390fd6de236036367f85d9ce2dcad73e024b28ffb60,0.15302699999301694,,2.5011585764363375
case_096,4,ok,26984,78336,297894,0,fa24e4ae4d75279843c888c55b02e0c9c7742a5dc41e6026a64037043af6b2ed,0.15360199999122415,,3.120145271271865
case_096,5,ok,27053,134784,354342,0,59faa9286047c84d12b631ef182c7e527b6ec1047efbf6cdbdec5949f7183b1f,0.1489410000067437,,3.112187188112224
case_097,2,ok,5617602,11796480,16842752,9240576,0d99921e12bf95f8aba82583e50cccfe25f948b3d0fb4167e2dd95f2ae8c074b,2.08147089999693,,2.045625339780212
case_097,3,ok,3660459,16031744,21078016,7512064,63b88706e014211fc1af4e0567241219be91bd037f6f6f473bb6304b0b0f2e31,2.1355442000058247,,3.1393628503966307
case_097,4,ok,2626908,14221312,19267584,6553600,6e68c3709190ede84c278739b920e4668ef1bc8404463bf9690e49319fe3583f,1.825905399993644,,4.37453805005733
case_097,5,ok,2102348,21311488,26357760,4272128,f01e347ec42e6bf5ab9006aa087cb62318aec498f22094d67c6eda897fda5c3e,2.229198900007759,,5.466035594487687
case_098,2,ok,89756,0,697994,0,b10ecdd3fe66c4dee5a978003f97a24682c7c4d9a740d4f170c2aabb800bf88d,0.20467430001008324,,1.9768037791345425
case_098,3,ok,85234,901280,1599274,20480,2c723bfcdef7e3a7b312f0ca4c8e43b86dcd7552bd718ca13e755af66a7c5e45,0.24890469999809284,,2.0816810193115423
case_098,4,ok,78025,1020112,1718106,0,1cb6ac9156d291c64276ddd8c7af10171f8e78bca1944c5eb2bad541d7fb84ed,0.23822470000595786,,2.2740147388657483
case_098,5,ok,70962,987336,1685330,0,c0a4e853de31d1af0939d0d2f8ec9b6cc55f837c917eae8ac86b1446683f9788,0.24888430000282824,,2.5003523012316453
case_099,2,ok,811392,7303168,9837204,5398528,910ed7186b373f0a680f2ded9292e1e21921a5a833f88c908ef3029cb40a3939,1.3722826000011992,,2.0002649767313456
case_099,3,ok,560542,7594740,10128776,2887680,417c9999b750b3c4a9f4b79f9be3b3080b2c7dd9e8ab0a38e1a6ee9c29176594,1.8498487000033492,,2.895410156598435
case_099,4,ok,427540,7745504,10279540,2117632,33fbbf9711e1b059484960fc313d21f8d8b792a8af72a41913cdd4c70a4e9f9b,1.8001192999945488,,3.796133695092857
case_099,5,ok,337221,10698752,13232788,3080192,75f2556e7ce450a26b050b8f8a536f583e5a71ccd4ffe792a333b74a015729d8,1.4629897999984678,,4.81286456062938
case_100,2,ok,90243,12288,466886,0,6b9f04cfdf97836d5287d486055a55283f8a879938d6ff925c9ce0c162d4074e,0.1821131000033347,,1.6757310816351407
case_100,3,ok,57811,72192,526790,0,86fe803ca22787694f3982325bb52a72e2dfea3696c949fc3f6445ec0f080a97,0.20087700001022313,,2.6158170590372074
case_100,4,ok,58086,144384,598982,0,681c112467a9b0589948715fa7a4a280b78894717abeb3169f7644b5358161e1,0.1806187000038335,,2.603432840959956
case_100,5,ok,58085,211968,666566,0,0559f888440b589988e5b3c984e8745037bb04a551dcc8b48ae062593793bcfc,0.16824949999863748,,2.603477662047
