case,cores,singlecore_cycles,baseline_cycles,makespan_cycles,speedup,reduction_percent,added_copy_bytes,spill_bytes,peak_l1_bytes,peak_ub_bytes,evaluations,bound_pruned,invalid_candidates,wall_seconds,stop_reason,selected
case_092,2,4815554,2828252,2011752,2.3937115509267546,28.869421819554976,10608224,9641984,524288,0,24,16,0,176.71339420000004,evaluation_budget,chain_s11_r177_d56_c0
case_092,3,4815554,2231804,1347012,3.5749896808640163,39.64469998261496,8471744,6381568,524288,0,17,22,0,184.8216864999995,time_budget,chain_s0_r427_d3_c1
case_092,4,4815554,1927728,998029,4.825064201541238,48.22770639841305,6264608,3473408,517120,0,24,12,0,185.59240900000077,evaluation_budget,data_w2_k4
case_092,5,4815554,1649430,788671,6.10590981537295,52.18523974948921,3950976,229376,517120,0,24,7,0,178.75377350000053,evaluation_budget,data_w2_k5
case_093,2,74205,37827,37827,1.9616940280751844,0.0,8192,0,20480,0,14,4,0,1.45349189999979,no_new_candidate,base_w0_k2
case_093,3,74205,25103,25103,2.956021192686133,0.0,16384,0,20480,0,24,8,0,2.347748300002422,evaluation_budget,base_w0_k3
case_093,4,74205,19779,19779,3.751706355225239,0.0,24576,0,20480,0,24,11,0,2.378182899999956,evaluation_budget,base_w0_k4
case_093,5,74205,15876,15876,4.674036281179139,0.0,32768,0,20480,0,24,14,0,2.400284199997259,evaluation_budget,base_w0_k5
case_094,2,94892,53614,45604,2.0807823875098674,14.940127578617524,247608,0,74496,104448,24,15,0,2.7305793999985326,evaluation_budget,eft_placement
case_094,3,94892,39889,36257,2.617204953526216,9.105267116247584,462404,0,87808,114688,24,12,0,4.0985729999993055,evaluation_budget,split_s3_d5_c0
case_094,4,94892,30709,30549,3.106222789616681,0.5210198964472945,318820,0,75776,40960,24,18,0,2.976479900000413,evaluation_budget,chain_s3_r1245_d7_c0
case_094,5,94892,25530,25370,3.7403232163973197,0.6267136701919362,259204,0,80640,40960,24,26,0,3.1618218000003253,evaluation_budget,chain_s3_r1245_d7_c0
case_095,2,2084853,1042890,573788,3.633490069503022,44.9809663531149,16588800,16588800,30720,129216,21,13,0,37.96163669999805,no_new_candidate,band_w4_k2
case_095,3,2084853,695775,474501,4.393779992033736,31.802522367144547,16367616,16367616,30720,129216,24,24,0,43.375873000000865,evaluation_budget,band_w4_k3
case_095,4,2084853,524422,468207,4.4528445751558605,10.719420619272269,16146432,16146432,30720,129216,24,10,0,42.76473040000201,evaluation_budget,band_w4_k4
case_095,5,2084853,420852,420852,4.953886401870491,0.0,0,0,36864,37056,24,12,0,36.85236789999908,evaluation_budget,base_w0_k5
case_096,2,84194,47175,46054,1.8281582490120294,2.3762586115527284,676784,0,109312,86016,24,8,0,6.228228299998591,evaluation_budget,band_w4_k2
case_096,3,84194,33662,33645,2.502422351017982,0.05050204978908068,67392,0,72576,69632,24,13,0,5.694082500001969,evaluation_budget,split_s2_d18_c2
case_096,4,84194,26984,26984,3.120145271271865,0.0,78336,0,72576,20480,24,13,0,5.077616000002308,evaluation_budget,base_w0_k4
case_096,5,84194,27053,26984,3.120145271271865,0.2550548922485518,78336,0,72576,20480,24,21,0,6.178695399998105,evaluation_budget,base_w0_k4
case_097,2,11491509,5617602,5562335,2.0659505405553604,0.983818362354616,12115968,9560064,524288,0,24,14,0,76.67888790000143,evaluation_budget,move_s2_c0
case_097,3,11491509,3660459,3635098,3.161265253371436,0.6928366087422422,16670720,7831552,524288,0,24,20,0,80.49431389999882,evaluation_budget,chain_s0_r833_d40_c1
case_097,4,11491509,2626908,2616285,4.392300150786325,0.4043917792324714,15790080,7163904,524288,0,24,44,0,60.96804989999873,evaluation_budget,chain_s0_r1657_d40_c1
case_097,5,11491509,2102348,2102204,5.466410015393368,0.006849484481163959,21950464,4591616,524288,0,24,33,0,62.659245900002134,evaluation_budget,chain_s1_r936_d40_c4
case_098,2,177430,89756,89756,1.9768037791345425,0.0,0,0,229376,110620,7,15,0,1.9345500999988872,no_new_candidate,base_w0_k2
case_098,3,177430,89825,79323,2.2368039534561226,11.69162259949903,1642916,20480,131072,122890,24,9,0,7.596819800000958,evaluation_budget,chain_s3_r374_d11_c1
case_098,4,177430,89894,60423,2.936464591298016,32.78416802011258,1991692,0,94208,126984,24,9,0,8.50596570000198,evaluation_budget,eft_placement
case_098,5,177430,90168,69570,2.5503809113123475,22.844024487623106,1396952,0,98304,65542,24,1,0,6.2812382000010984,evaluation_budget,move_s14_c4
case_099,2,1622999,811392,810820,2.0016760810044154,0.07049613503706809,7035800,5125248,524288,6962,24,11,0,40.80298880000191,evaluation_budget,chain_s3_r786_d13_c0
case_099,3,1622999,539533,539528,3.0081830785427264,0.0009267273734847592,8335688,4521984,524288,7696,24,14,0,40.05590220000158,evaluation_budget,data_w8_k3
case_099,4,1622999,406807,405524,4.002226748601809,0.31538297030286877,9269260,3555328,524288,6144,24,34,0,43.94957360000262,evaluation_budget,chain_s1_r2903_d11_c0
case_099,5,1622999,337221,337091,4.814720654066706,0.03855038683830969,10706048,3080192,524288,6144,24,31,0,42.30243039999914,evaluation_budget,split_s0_d15_c1
case_100,2,151223,90243,80490,1.8787799726674121,10.807486453242909,1833032,221184,253568,131072,24,6,0,8.074071700000786,evaluation_budget,chain_s0_r1004_d2_c1
case_100,3,151223,57811,57811,2.6158170590372074,0.0,72192,0,229376,81920,24,12,0,5.514364599999681,evaluation_budget,base_w0_k3
case_100,4,151223,58086,49225,3.0720771965464704,15.254966773404954,1605304,0,104192,65546,24,12,0,8.999762300001748,evaluation_budget,eft_placement
case_100,5,151223,58085,46089,3.28110829048146,20.6524920375312,1578556,0,97536,66050,24,13,0,10.88912369999889,evaluation_budget,move_s5_c2
