case,cores,status,makespan_cycles,added_copy_bytes,scheduled_copy_bytes,spill_added_copy_bytes,plan_sha256,seconds,error
case_010,2,ok,47199,575046,959196,0,ae0fa5e4c2869f7f522f4ea6e109f8cda12f4a2cbe440ba37c7156d44b79c909,0.12521950001246296,
case_010,3,ok,34792,627528,1011678,0,94622a0976e26c2cbd88ef31f5c179cdfcfaa675a22d503c14383a736b7f74c8,0.13620860000082757,
case_010,4,ok,32845,853738,1237888,0,a0872aa8cec120b7fc28e669aa77ad01a9efe5eb0507c800db79f7deaec72e75,0.1632951000065077,
case_010,5,ok,28622,716874,1101024,0,41533fc538b4a45158b1ed9e9025f914b927f08ab24058416ca235a087ec9690,0.12843250000150874,
case_011,2,ok,92646,180224,786432,0,dd85bbfff3f3136169313b512d6335441de960542e153517eb9de9743d101fa3,0.11890169999969658,
case_011,3,ok,76172,2502656,3108864,0,22461f6d74ac6d40c1582d132c16564b9ae36f106ec99685d320eef6dee02a62,0.2172901999874739,
case_011,4,ok,46880,540672,1146880,0,de8fa7c3d5a69aff0fc399972935ca452d9dd4ee376ec7d1effa8f7ed70c5a90,0.13850380000076257,
case_011,5,ok,47287,1622016,2228224,0,63f3bbe4a51929751b810e7a2f322a220f60fd65f93352358ea0ceeaa8c90511,0.17636250000214204,
case_012,2,ok,30094,28800,583698,0,8dab0436206aa0df418e8d884e9e3da31989be16a9379feb81a2ef7736f9f24a,0.2665720999939367,
case_012,3,ok,21894,20160,575058,0,ce4aa888b6ce9a66a32379cf84f4a82383825902c8e5422033887a26082092b1,0.26888030000554863,
case_012,4,ok,17236,39168,594066,0,a85439fbaeae342f5cd6fa62cee36297ba1c49260d2377c295917652ecc5ccc3,0.26649490000272635,
case_012,5,ok,14300,49536,604434,0,cd97ba94f38ff80ec19ae0a96478afb5189714ac4630b848af543a58d8aeac72,0.2624478999932762,
case_013,2,ok,132198,8192,2535424,0,1e53c296a600aed044668be3fc7f55cdf3f477a31b4e9f9de4c4e1098b54912a,0.9228815000096802,
case_013,3,ok,88351,16384,2543616,0,55efd77e51de13a1a870aa20893a094fe82ccfa4f7d781aac417ade89b306ac9,0.634120200003963,
case_013,4,ok,66982,24576,2551808,0,78ac79ccf69c9fae54d00e8815aa03504db9cadebcf71f6b0c1dbf8212c55870,0.5746307000081288,
case_013,5,ok,54363,32768,2560000,0,5ddfcd4283c7a16c47e466899301f1846a18d1695cde56169bb0025a7f578e3d,0.5099814999994123,
case_014,2,ok,8891974,71575992,81508732,61682784,9ff4823827d37c2c2bb523c8110d4d8bffe87c5c60d30685f2d60593a611d3cf,1126.863070300009,
case_014,3,ok,5980632,77640360,87573100,59581944,4c33385c792d9451f93daf49329d5ca5d60a48fd3361e8120d00a29868f3a165,1090.8726345000032,
case_014,4,ok,4526660,82469784,92402524,52790160,360a11ed7eb4f384bb1c1b66c871a9e5a86bf53a09be5b465a0348ae04a37b2d,1045.7325226000103,
case_014,5,ok,3694640,87765000,97697740,55180632,c57638a718f3afb047cce4dbfcc647c47eece03f2613552ce6ebccd8a41b625d,992.3243149000045,
case_015,2,ok,92411,224536,1109150,114712,d65a1abbc234a2dee6fd45c3d9bc41a90e2f42fcb66ac01e247af3f6fc597989,0.37793539999984205,
case_015,3,ok,60807,306448,1191062,98320,467868a1f690ebc819a9e083300fe62ac509653bc136026e732dbb19a8f83ce7,0.36839509999845177,
case_015,4,ok,53421,263936,1148550,32768,29eee5c1b10d56eaf7a6a323cc9c41a74872bde2e3b22188df3694c761bcfb23,0.37317869999969844,
case_015,5,ok,43437,321536,1206150,8192,22ad2e4fe016ef73cf9556ddc712d0323150fb36f78970d7b75faa8b71818672,0.36841850000200793,
case_016,2,ok,6708712,79041864,79435082,0,9a1bae53da2a997a547fc53ca6e0fc959a7b4ff4cfdb95fb4bc2ed0085b4418f,7.929365100004361,
case_016,3,ok,6748393,59379864,59773082,0,a50d5454468ef5663730ee481e4cd7b3ba63f2179d073882c4cae1b67e1d351f,7.673774599999888,
case_016,4,ok,6844852,47582664,47975882,0,45e2ced2a90f5448c245b7b0604895fd4cc8b59893b68212c5eef41debd5737b,7.557842400012305,
case_016,5,ok,6999523,38931372,39324590,0,b84a2cda329d6100fc9d9d5a9824fcfe5e450d52867846f7c50dfe4562f6f67f,7.650015100007295,
case_017,2,ok,87680,87552,731414,0,fb4234eb79cb9776f6809c25c23e0f6b1f25f9cd1626e4902b969545adc86e4f,0.5778302999970037,
case_017,3,ok,58579,175104,818966,0,939ff3a4d27d9ed90e96868e1cf7c3c897a7472719e5f9e7f62bcfd746bbb550,0.5410252999863587,
case_017,4,ok,42384,259200,903062,0,624c2650a99c8e5c86b66c7407c8e9304e3edb115ece711e95b2996112fc6618,0.532932099988102,
case_017,5,ok,35496,340992,984854,0,20dc89e18ca5224f0a2d7646898a26081d6c5c8d1c387c02dfbdc0d75d3e4764,0.5692074999969918,
case_018,2,ok,502105,3191808,4784656,1892352,d0a0e0a38ea976bc06fa5878f1ec8eab0e3e1e8782e5a3446d3f0532497886e8,2.813351500008139,
case_018,3,ok,338272,3867008,5459856,1392640,2c7ed5715fdf16fbde91f50ed023736e25d0c3ff196f929df585a02676d6f650,2.515731000006781,
case_018,4,ok,258133,4853504,6446352,1204224,7786ede4c26abf5267fa3c1723428c617faaf69053a51c51889ba51f97f416ae,2.354845000008936,
case_018,5,ok,203865,5693440,7286288,1064960,d71d2a1e4d48793f2e7cece2cbbd0ed53ea4cd83af2d3bb69c9bab39a2f964ce,2.328141699996195,
case_019,2,ok,43224,27168,214152,0,f46ac1d892c5d3fa5efb74b540f9de422c49853a56d2b27192698d99d756edae,0.1566576999903191,
case_019,3,ok,29121,24576,211560,0,305e3def02e2fae644f43b258f68b5da32d242e605546aadd739e4296f57073a,0.1572662999969907,
case_019,4,ok,27915,117320,304304,0,a6dbd2cd77ab10bb9f84b69dc35f83159ad59181a7eaef8156c5933c363501d2,0.13730699999723583,
case_019,5,ok,24228,97356,284340,0,495fde6dbef87dc6c6b675c91f7c15a1840132b7ada15082cbae9f7b02888bb2,0.14577010000357404,
case_020,2,ok,266580,0,2359296,0,d1fb4a5b486caa40baadebfaa21e02143d89cb3d98c603aa82206af6390eb8db,5.530892599999788,
case_020,3,ok,177950,0,2359296,0,1ea58429fc5576c78ca0aee8feaa45e4ad843ae064854985e72d1369d47d2731,3.8226339999964694,
case_020,4,ok,133704,0,2359296,0,ecdb20624ab0060d46c2c85f4c87cd9cbd121f607d4900b5fb4365313c1089ab,3.0836013999942224,
case_020,5,ok,107650,0,2359296,0,e7becef51f5bdcb7e86664b3eef600e7d40c2d4bcdaa6e90e581c1041c049385,2.84139130001131,
case_021,2,ok,3194570,3174400,6512640,1638400,0be340177f5f377cda896c89d88ea19d382086cf445d118d8bf680cbd14818b8,3.289898600007291,
case_021,3,ok,2144024,7766016,11104256,3055616,f4eddc713453efa036a0a2965bdace8e75b4918861c21a51b406437268ae0e97,6.47747199999867,
case_021,4,ok,1550324,4608000,7946240,0,3627b28e033f646e3523347cf3f03bca7a72f6a4003d5f00658deba474e54697,1.7582513999950606,
case_021,5,ok,1250168,11431936,14770176,2011136,d120d190005cf3010e5b717421fa4196509d94c730201d723ed9518ae7bc3158,6.129719899996417,
case_022,2,ok,28333,6912,220598,0,938f91a13ad4294df69d4a77208d378486f6d956c35624695c0958491de8e2bf,0.48826759999792557,
case_022,3,ok,19128,13824,227510,0,6b13adac102401ca8df5321eefbb61e01717af509bb2f9a3217cd5c068df1333,0.5034068999957526,
case_022,4,ok,14654,13824,227510,0,62dcd751b46882bf8775ee44cd1adcbc000fb8a90bd458be79721838065fdbc0,0.46913389999826904,
case_022,5,ok,11828,20736,234422,0,0607e249cf936a9dc341e62b189d8fa06e3f0646a76e6814bc0edcc4d8ababdb,0.42477539999526925,
case_023,2,ok,61227,84384,527828,0,be2d312414dd0f9f0211e4aa78f68c5671bb0a1d79b69b36d82d677423ab1557,0.3105414000019664,
case_023,3,ok,41662,196896,640340,0,4797038431414b70fa2643e5e9cbed83898f8d62b37a6fb7bdd284fa4541ca01,0.33453750000626314,
case_023,4,ok,31519,281280,724724,0,ec0cc7fd76769afeb024df148e9f2f492c8acf9e36b4da45f11e911ad0fe3720,0.3335408999992069,
case_023,5,ok,25191,280992,724436,0,87fe7e47b1da5f384331823dae640a2845e310bfcb7fa803ac0e99121fb4acc5,0.3287579000025289,
case_024,2,ok,1506718,39327048,39720266,0,441542cf18d7b6ea16229cc6b37185e5c4458bcdc467bcec164d2b8ca6e980c1,2.5865713999955915,
case_024,3,ok,1918543,38931176,39324394,0,4e6296c96161a3178a1f3b9f3718430b727b2b940a289bb0f66b37f3dbe5542e,1.9656840000097873,
case_024,4,ok,1841433,38931274,39324492,0,3450942c4c7155381d9209175e7e416fabc43f2b74e94b6da8a9c741a0f97007,2.2071428000053857,
case_024,5,ok,1839343,38931372,39324590,0,a9e5ed3fffab7c8134060c0824e881051617b35b6491f3eb2b63fbbbf7e5469d,2.4646750000101747,
case_025,2,ok,2431840,27648,8245248,0,a5fff6afbed8a85e01d1e635bb90448e13b96d5582558e42512d972ca9c86e9a,108.88928630000737,
case_025,3,ok,1622164,55296,8272896,0,49bb0fcd9b932f015165169092971b4e0dda3d3ca24621db4c814a276c7b2749,60.71679550000408,
case_025,4,ok,1217444,82944,8300544,0,8e00701890b2bf8478c92622d4a978ba4b15c8e9bdaa7149dc3aedde24377bb9,43.17256660001294,
case_025,5,ok,975282,110592,8328192,0,3863b182c24ce4f308900690c0c83e40425641ccc478f12574bce2d3ece14536,37.199620800005505,
case_026,2,ok,58112,288,529142,0,34354539ba516f2c32d64461fcc96374d844aecd54d6c407aa56ecd91e9e3539,0.1803222000016831,
case_026,3,ok,41655,95664,624518,0,09f8af6b4ddfd7d37a1f3ebb7e83e9e544ac3960aeec12d1b61f00608d4a6994,0.16236580000258982,
case_026,4,ok,42226,170832,699686,0,b4ba6597efc19017d0b02e4931e6f3812815b90d62722a35ecba1377982dbfc5,0.1688016999978572,
case_026,5,ok,44114,211680,740534,0,694c6a66d7bd505d9ca81992871424e4134c66b1d27fc21a43dce28e398d45b4,0.16350140000577085,
case_027,2,ok,1120962,1744896,3784704,638976,b4ca0d0c14a0533772084d009d82673e0db302a1eef0ee9437646c1b22ee65b8,0.6232624999975087,
case_027,3,ok,878130,15302656,17342464,0,05f8b84ed089165bf1423ef98e3c1f3eb745569b8683eb7bd6c1df8b90587815,0.6366752000030829,
case_027,4,ok,559196,3317760,5357568,0,62cd079b9653ca2fdbcaff4c339044ce050a8d1d84641ecd8bea5e5f0712a440,0.5044273999956204,
case_027,5,ok,638496,22044672,24084480,0,0796a1d77466232058b9d66398d1dc86dbcec2801183f213cabd66d9aa30bbf5,0.6909966000093846,
case_028,2,ok,23638628,277473600,283382208,275325120,b0face5d6ab48b0a8569ff6ef3a2aec571f19fe798241bf0495b48ce44983032,144.35706010001013,
case_028,3,ok,16770711,277369056,283277664,273072096,aacf6c0b2ab165c3fde6875e7ec5edb126b2e02eafa2fe835c7c55fcf86fb0e7,85.36172519999673,
case_028,4,ok,12659087,371649024,377557632,0,4c6c76254bfe51cc2edf5925b6c14b328e2f5b3b1bdc52aca1bd32deea103408,46.28821759999846,
case_028,5,ok,11491035,277818912,283727520,269224992,309bdc426e83a165238a69540053fc63e45c21662db3688640ed1f2c432067b1,46.87417419999838,
case_029,2,ok,19740,0,430164,0,fbe162170b9c9c62e09f3710309e8db082fa41697e4f918d3e1ef38c2b7da1ca,0.23842109998804517,
case_029,3,ok,12743,0,430164,0,8cfa07964f0606f9f8bad7dd5c29a916e3ae61c2b5581aaff84e5de32e0e15a4,0.20041070001025219,
case_029,4,ok,11028,0,430164,0,5b44a65da3d901be1efa843fa3fa50a4f56e8b5def1fac6ba4015071e8a2d8ff,0.1611103000032017,
case_029,5,ok,9383,0,430164,0,fe50dd6711824f67b6cdd8a164fa1c3f17ef9d224032948de3e75e0153b0f539,0.16542459999618586,
case_030,2,ok,1401423,6940672,9334732,4989952,f2e68b889358a52892e0c7b478b358132b8da92311b9d0aa66afca2869810e82,34.444108399999095,
case_030,3,ok,933969,9071616,11465676,5170176,a6cb61a4a7da4e36f2b09731d0bf7ff918c54a91d8111340524c1d556a0a2c21,32.73665730000357,
case_030,4,ok,699591,8632320,11026380,3377152,8a6d0039230e0805f64fc4d65bddd9bc6a100d1e11bb3aca6c19fde48087c40f,29.863435900013428,
case_030,5,ok,561192,11644416,14038476,3974656,41ab2f3cdbabc1030ec067aad6cb6fa699d1dd658ec420dfa82847895cb3cdbf,32.5551112999965,
case_031,2,ok,735345,5564928,7749968,3833856,311d17a40c3cb496863be4365ec489d2f87451643c5790ac0a5c6b5731cf07ff,10.136511199991219,
case_031,3,ok,486363,5018112,7203152,2231808,97abf64285759417889e9d0c6e4c87a9b358cee8e85832d69b4b0350be018e11,8.59938549999788,
case_031,4,ok,398198,7971840,10156880,2913792,fd99cf44818ad432c7e85f94e875afb94ea8eb98f26ba2f45488c0ca0f8ee53d,8.969008100000792,
case_031,5,ok,308135,8217600,10402640,1496064,eb856411e30dd5cb003861aede56738eaefaa359452970f1067f5fb875fc2315,8.924247000002651,
case_032,2,ok,21880,6216,299304,0,22d966270516baba81598370d6e1eae546e5d3e5235d331d34d8f0ff877d3f4b,0.174622399994405,
case_032,3,ok,15402,12360,305448,0,4288b347b73bf2580ff2ea29f4b1e533fb1e01fe68c0261b333cf14cc71feb08,0.18193609999434557,
case_032,4,ok,14274,12360,305448,0,8c2973cf844c9d49c1a3aa3921e913bb782fe8d3baa287b91f6b5c0daa6ef7b3,0.20352319999074098,
case_032,5,ok,10415,12360,305448,0,07f86d797d43e1bfed97cbc8ee174678f1e6da5926769783bb19e09ff9ea6aaa,0.19704790000105277,
case_033,2,ok,897883,6229536,9202446,4170240,a30b01d7bff37b20718e19a83c42076746890e4cb1bdf1a7b469a0e56756c351,4.237092800001847,
case_033,3,ok,604202,7803456,10776366,3684864,73311e2a14b3c65f8c73fc26c59b5637dcfab13728d87949e15c8ea51b72ba1a,4.0376240000041435,
case_033,4,ok,460454,7531104,10504014,1684992,e4dfaeab5581f38ebc5395b49a660d18acede709ba11cabf5a7b6fcc67c8b0d5,3.7107520999998087,
case_033,5,ok,376794,8297088,11269998,1290240,20af0383d0412e152e7ca77cc5f08989752b5a296bbec369539e564481c565e0,3.534586699999636,
case_034,2,ok,418129,1648128,3928514,581632,135538a2cfcc63967fdc3c449cf823b3462009a0e43aa16362a1a7cc7f91c311,3.9656978999992134,
case_034,3,ok,282515,2638336,4918722,201216,71f9506f18b728d92d1624108d2c9ea3306e4aff30d868f75357940202a044d3,3.83220610000717,
case_034,4,ok,213112,3176960,5457346,57344,44ece2a59f865bc31fe97da6687cb524b703bad8fed202621d3a2311cbd6eac0,3.7164991999889025,
case_034,5,ok,178096,3536896,5817282,49152,806c10d4431d08eb22870d06d30ee02f2ab1c0ae00a504ec0254644a536b3b26,3.589830799988704,
case_035,2,ok,95406,0,410854,0,936ef0ac00fed42fb30caae1cb2ef9c8be8bc8c7f0b2114d0c30a9183725ac93,2.557249999998021,
case_035,3,ok,96564,894876,1305730,0,b25ec192b04006e56bca49d32a898a0c769829acc6bf1433ee56794f8b51766e,0.9368422999978065,
case_035,4,ok,67898,583578,994432,0,cb3fc0dbc867ce329260567b7273df4a3bdbb7ced9695f40b351a06e23a80c5b,0.9243703999964055,
case_035,5,ok,62135,968258,1379112,0,4c30a676622cea49b00cd0d1eba140ec8c38b09273e88bf0e001b983b3ecb4c0,1.0775213000015356,
case_036,2,ok,466068,1152,6555904,0,1091950ace1db6366b0a8c01cec87a9da2f235d68013ad2a8c094b1d27116ae4,1.3014413999917451,
case_036,3,ok,311345,2304,6557056,0,b5bad51cacdc26bc9066743254ae34f5de87d8385198c90fc229eebb21ceb00d,0.9192935000028228,
case_036,4,ok,233584,3456,6558208,0,64c91dd4d1bfd63fa955f5c690411caf24d4c1071c32871d990ca064e6fba07a,0.7546176000032574,
case_036,5,ok,187182,4608,6559360,0,44eb0fd5643141ae77ce2094f9599928fea4c7cd89fc95841cadaf777e070f3e,0.6739338000043062,
case_037,2,ok,105374,204800,819200,0,f797354f61480b6e37404bfc8c2bad088a272a5b578d6e8ecc6359d93ae54745,0.16911580000305548,
case_037,3,ok,74038,1064960,1679360,0,81e7e255e81d45081e729167cb768995ab2c191d6931d47a9ac251bb73cebd7e,0.2000458999973489,
case_037,4,ok,53320,614400,1228800,0,4d24bd054771944e36e861948a03a253392ba949ba60895e107c389e3a2e7163,0.13675570000486914,
case_037,5,ok,43800,1925120,2539520,0,1ad208a64ddb749f70c404da479782c895281b4953ea5710fc8d40ac6ac88242,0.19466660000034608,
case_038,2,ok,683459,6094848,8897798,4240896,bf19ca8e2fe24ca92070b01686d2a8f88dd4fc7bced8487f3d7d38037bdd6dc9,13.754388100001961,
case_038,3,ok,462076,7942656,10745606,3323904,1b0bbb4a427c9a7486ec4e678bcd0ae9dc6a19ad6d797de86bd79126c91e2f09,14.230006800004048,
case_038,4,ok,346382,8761344,11564294,2565120,a3c8fa7c1c606f51fc8fd1e144a8d126536180d6131133276d9d027ffce766be,13.544024700007867,
case_038,5,ok,280919,9070080,11873030,1477632,0434423df29ca06c7aa213da205b7265f0bd1d410dcb4f20084ed7d8babcf021,14.202507100009825,
case_039,2,ok,708561,11067392,15556608,6864896,6fea3deddcf825b4f66905dc49e268dafa8b5013f52730ffb86ee33b9b7a57a0,10.376994299993385,
case_039,3,ok,485565,14323712,18812928,5918720,a98851b8b914e239a192e76ca7d1260b47596f9386f67bb8e50d37e74aafe3cc,10.897977100001299,
case_039,4,ok,395323,17604608,22093824,4997120,e6df6a6154f1e083b4b9761b6b9a5dc29347cfcb255e712d75b3099977c36a5f,9.9756456999894,
case_039,5,ok,431161,20480000,24969216,3670016,3114ed4362763ae1593a971bbdfa0dbf162e339a37908c1086c080f0cd915290,10.066901500002132,
case_040,2,ok,144027,12288,923526,0,5eebd00a6779e00fce3f090619e94376a721f04ce1e8271d80b0ddc9c8a90111,1.6006545999989612,
case_040,3,ok,110105,0,911238,0,9fc2c058fd63f818676217252253dff4922afc5ffe9218815718552327c7cc93,1.529682500011404,
case_040,4,ok,110202,53760,964998,0,c4e53d803de17d14991233eb73150c5e7eab1a7479f1c6ab05cdded9293bf4b2,1.4663223999959882,
case_040,5,ok,110337,66048,977286,0,bf9b5fff87f206f7257230e6c2e3f579be01b554e1a1b18eb1feddd150387b31,1.4044426000036765,
case_041,2,ok,3002984,30557184,35507164,25847808,2b24dd96bcc86bae3e62fbc299b129b3ee93cedcae51bbc547f4f33542f1fbaf,189.2805023999972,
case_041,3,ok,1998385,34762752,39712732,24975360,62c68dc84fef4266ebbd949c154ac9b5607bbf35bc8ca357ec9be9d42c7b787a,169.53095630000462,
case_041,4,ok,1501288,34759680,39709660,21055488,658c803a12254459d00d80fbfbc6dcdbba80d483b30cfcaf11fa0ec11a9be799,142.39575180000975,
case_041,5,ok,1213259,38200320,43150300,19897344,e229d0d25017b93d18c60b985779d7708576a7383123df32f27c9df6cc91e078,149.17329200000677,
case_042,2,ok,849537,6469920,8858884,4417536,6191242e23419a031356ffc91411a279afd05cb252394f39ddd73522b68327fb,7.302414099991438,
case_042,3,ok,567781,8368416,10757380,4263936,1ab3a3d313e3e1619bb00a15411d07187e674b53457b6b10066349853799fdfb,7.116618000000017,
case_042,4,ok,444517,8168736,10557700,2626560,a9a6df9d863cfd258b6265b5ac3a4b5cfca08b851b4c470fda6a7e16f5903b49,6.4615163999988,
case_042,5,ok,362266,10073088,12462052,2171904,16463ba3fdf7ad2083552e659007181f14c09f4f47bee4514bd7d5632f89303c,6.562512800010154,
case_043,2,ok,353177,385024,1816146,16384,7734b5436c71b0e65cdbd938d1056f5d3f076af32797243eb7dd638861ea8142,16.101590899997973,
case_043,3,ok,268777,279560,1710682,49160,37c0341953ab7be2cdb31afe88586f1bafdfe77cce1d121595051867d8d2184f,14.125423500008765,
case_043,4,ok,234320,6799890,8231012,33792,a36827bae6b8a4abf83273be204cec6440039b463c7e65b156894d2e41d4ae98,3.4501204999978654,
case_043,5,ok,215618,6880736,8311858,33792,56eb43044ba8a1743725d384dfb40bc92bdf1d3b6513e8bba1c73a27f66ec499,3.592631200008327,
case_044,2,ok,131105,4672992,5648448,3742592,3369699a52d25a94c7bfd96db578d4bcfe8a4af83934fbfe981f480c0f0e829f,0.3040981000085594,
case_044,3,ok,131105,4672992,5648448,3742592,baac5c3e44e11cf4b00a9fe7f56f13bdda87e1b413ca605bea4fd8a21db68d0c,0.2757824000000255,
case_044,4,ok,131105,4672992,5648448,3742592,5b7db921efd96504c57cc592bfe509be0cd5e89ad342769241def73034abbe97,0.3031918999913614,
case_044,5,ok,131105,4672992,5648448,3742592,008280bd0325cd8b04b5c0f6e4224f16db08fe29cd0d523f9c791018e4646726,0.3055143999954453,
case_045,2,ok,63059,0,557056,0,fd8a41237af35939cf7fc007017968c5630e206b0a9d13f0a2a3789f2afc6162,0.3063263000076404,
case_045,3,ok,42601,0,557056,0,0eb6b7af74988a025bde49f4851ea0c80e7c7376111fbbec34cab9a2ebbf6e81,0.2358447000005981,
case_045,4,ok,31878,0,557056,0,ecd749215e7197ecc8e0b63da20682d7e83a77823fbe809d5a12a3d4b4c737d3,0.22633820000919513,
case_045,5,ok,26164,0,557056,0,16c8ee2138dbbf5b3f98a086cfe11187e5ed434b81052b1a0fe1d3026ab8eda2,0.2123963000049116,
case_046,2,ok,166578,3521632,4583104,2591232,b32bb89e592dc4c5fff10a388bdad4b3735e7bc65eb366815d3c6e007a56d04c,0.20670540000719484,
case_046,3,ok,142176,4021280,5082752,2160480,70831c905928b93d1f0f75dedd5c16dc685fa8de0a3675460568baa17bed83fa,0.17807369999354705,
case_046,4,ok,124612,4513952,5575424,1722752,f672a3d4ddf8cf9e578b0ec2e952d4f95ae9aaa89ac5e096af2d6349561fbdd1,0.15685689999372698,
case_046,5,ok,124612,4513952,5575424,1722752,498a9256815741faa665cf26fdde1cc11d4a5abdae33b893c7c096e2fe44b682,0.15744270000141114,
case_047,2,ok,202068,1097622,1561564,0,df60ea269bd6d647a47b35430374888a906fb67db8f6933ccc512d4ed13afc95,3.4685007000080077,
case_047,3,ok,154800,1594560,2058502,0,d8bf9bb383496c891a90f3c1f48a5765e174a63dae205bcaa2fe7ab604637d84,3.4640145000012126,
