case,cores,status,no_l2_cycles,l2_cycles,no_l2_added_bytes,l2_added_bytes,cache_hit_rate,hit_bytes,miss_bytes,cache_gain,seconds,plan_sha256,error,l2_speedup,no_l2_speedup,q2_cycles,vs_q2_gain,selected,inference_seconds,candidate_count
case_055,4,ok,31297.0,31297.0,115712.0,115712.0,0.15607145362042826,115712.0,625692.0,1.0,0.4002989000000525,055850912e46e787a6c2bd488cfb83f901dc6eb101c91c5c3d6de526e782876f,,3.797009298015784,3.797009298015784,31367.0,1.0022366360993067,component_vector,0.2826542000002519,9
case_055,5,ok,26322.0,26322.0,198656.0,198656.0,0.22421598645232355,184832.0,639516.0,1.0,0.3315426999997726,21a11a5c22ad33a895d0410f7df20873c0ad33175dc0cf5f4815fdd5cae1ec20,,4.5146645391687565,4.5146645391687565,26781.0,1.0174378846592205,component_vector,0.21729499999992186,9
case_056,1,ok,277285.0,277285.0,0.0,0.0,0.0,0.0,221526.0,1.0,3.9736864999999852,06cd715d5dc996fab3c43e3272f58b7058d85def7a43f7aacb7ef58b19e0d983,,1.0,1.0,277285.0,1.0,single_core_fixed,0.1289238999997906,1
case_056,2,ok,153175.0,153175.0,2656954.0,2656954.0,0.04420484564017097,70182.0,1517472.0,1.0,4.628027600000223,abccff44eea16e3bb1295a68bd7cd4d40af62a4729e32587d0a5331674274b38,,1.8102497143789782,1.8102497143789782,187182.0,1.2220140362330667,valley,1.3354674000001978,7
case_056,3,ok,102094.0,101498.0,2598576.0,2598576.0,0.16286245677979855,260948.0,1341312.0,1.0058720368874263,4.169405500000266,6f81a0f922fa34fb9a95cccd8fb3dde3364a1ca718fc97f3a8d328decc6ee432,,2.731925752231571,2.7159774325621484,144637.0,1.4250231531655797,valley,1.3030561999999009,7
case_056,4,ok,114358.0,111073.0,4252382.0,4252382.0,0.2861453806801828,693918.0,1731136.0,1.029575144274486,4.86409599999979,b92d12d15566356dda9e64a86a1bcd0acbf9523ffffbd568fa00b0a41217502d,,2.4964212724964665,2.4247101208485633,121045.0,1.0897787941263855,valley,1.3044230999998945,7
case_056,5,ok,96721.0,93868.0,3976084.0,3976084.0,0.30292541793528865,704012.0,1620032.0,1.0303937444070397,4.655114699999558,d1fb33058fad0b747469a1cd4d7a91e30c61f261b7add26eceb51e19520372df,,2.9539885797076746,2.866854147496407,112895.0,1.2026995355179615,valley,1.3080469999999877,7
case_057,1,ok,59726.0,59726.0,94216.0,94216.0,0.21868152274837513,94208.0,336592.0,1.0,0.2505476000001181,bfcb5ca0791df41c0ee0440fe80b6c92900c9e7f9158d2947bbebc3da1bdbde6,,1.0,1.0,59726.0,1.0,single_core_fixed,0.013703499999792257,1
case_057,2,ok,33620.0,33620.0,327740.0,327740.0,0.18651640606598663,102944.0,448986.0,1.0,0.28219199999966804,ebc263d1db951fee418a61588f7459daa8b7e6c68f85199b6badb0d41547e135,,1.7765020820939916,1.7765020820939916,33730.0,1.0032718619869125,data_wide,0.12069910000036543,7
case_057,3,ok,25250.0,25250.0,288.0,288.0,0.0008549139742813379,288.0,336588.0,1.0,0.2387007000002086,acf61b387762714380990b4d4a1255b0de2ae88731c2575c48a4d43652d60b22,,2.3653861386138613,2.3653861386138613,25250.0,1.0,component_reuse_order,0.12302530000033585,7
case_057,4,ok,20957.0,20957.0,288.0,288.0,0.0008549139742813379,288.0,336588.0,1.0,0.2351690000000417,f0a9788f2c00f36bdb738a684f5b9ae664c101094fe5dc1c70c1325c3a33bf45,,2.8499308107076393,2.8499308107076393,20957.0,1.0,component_vector,0.11312249999991764,6
case_057,5,ok,16538.0,16538.0,27936.0,27936.0,0.0007900714356256378,288.0,364236.0,1.0,0.22260259999984555,a02ee1e7633ab38df913f29108c4479d0fbce24a1a5795a7c099f24bd16b97dd,,3.6114403192647235,3.6114403192647235,16538.0,1.0,component_vector,0.11219160000018746,6
case_058,1,ok,4539717.0,4539717.0,28696576.0,28696576.0,0.0,0.0,35319808.0,1.0,20.69012610000027,1902a0f2a2ac1a1f0db3b151ae0b2751905177deaf4a07b37c3937fa6d2d2b26,,1.0,1.0,4539717.0,1.0,single_core_fixed,0.3117082999997365,1
case_058,2,ok,2192730.0,2192400.0,29540352.0,29540352.0,0.3187223921168875,11526144.0,24637440.0,1.0001505199781062,11.22440400000005,fdb1124b942bda09532a163ebf5fbbadc90b7bbc28583026cb12f2364b16c4bf,,2.07066091954023,2.070349290610335,2316879.0,1.0567775041050904,component_reuse_order,4.559044000000085,7
case_058,3,ok,1468270.0,1466200.0,29638656.0,29638656.0,0.22365299898339547,8110080.0,28151808.0,1.001411812849543,12.016693900000064,e7687f9acb77bdd51b78feb90776143c95215c0e063ec36b5148cf42ee71bc54,,3.096246760332833,3.0918816021576414,1554831.0,1.0604494611921975,component_reuse_order,3.926913099999638,6
case_058,4,ok,1274373.0,1272300.0,27066368.0,27066368.0,0.02782462057335582,675840.0,23613440.0,1.001629332704551,11.273309500000323,b7c5f0b9fc2b701df3ed340b4df802866bf4c3434d606fc179d60fdeb4dd963b,,3.568118368309361,3.562314173322881,1274373.0,1.001629332704551,data_band,4.24215409999988,7
case_058,5,ok,902745.0,897570.0,30834688.0,30834688.0,0.4548933843630399,17039360.0,20418560.0,1.0057655670309837,9.632761200000004,aabab24b86e7a8e3b6e28cb3ad2d2603172ad91b77739bedcf7ed062f94e2554,,5.057786022260102,5.028792183839291,1004819.0,1.1194881736243414,component_reuse_order,3.61129770000025,6
case_059,1,ok,829473.0,815938.0,1691648.0,1691648.0,0.6100443131462334,1691648.0,1081344.0,1.0165882701871956,1.0991188999996666,0d4f6098dae77de7b3f17912f2fc7ad972bd3a06721644b23bf7527884f87a57,,1.0165882701871956,1.0,829473.0,1.0165882701871956,single_core_fixed,0.04662340000004406,1
case_059,2,ok,369318.0,369318.0,360448.0,360448.0,0.0,0.0,1441792.0,1.0,0.8444911999999931,a4e6a96742cbcae03080b2d6c8b222dc903cf2f8614c8f6def699a7f720770de,,2.2459587672412393,2.2459587672412393,369318.0,1.0,component_merged,0.5636263000001236,6
case_059,3,ok,254073.0,254073.0,1171456.0,1171456.0,0.4,901120.0,1351680.0,1.0,0.9056660999999622,cf0c73d172cf9614b873c66b7e7244cd30925d8bf56218ffad2e2a0d7dd7faeb,,3.2647034513702753,3.2647034513702753,266217.0,1.0477972866066052,component_affinity,0.5653463000003285,7
case_059,4,ok,185216.0,185216.0,1081344.0,1081344.0,0.0,0.0,2162688.0,1.0,0.8765475999998671,7a7c67cc5070dad2699e61bab51db2ea511a33c24b1dc94e9d306ffcef0b492f,,4.478408992743607,4.478408992743607,185216.0,1.0,component_merged,0.4469730000000709,6
case_059,5,ok,150782.0,150736.0,2072576.0,2072576.0,0.5441558441558442,1716224.0,1437696.0,1.0003051693026217,0.9687616999999591,ee975abc4d70a9fb4a5805922c30a2bb6196d26df48b5e22fb6e18812bcfa961,,5.502819498991615,5.501140719714555,150782.0,1.0003051693026217,component_affinity,0.6226125999996839,7
case_060,1,ok,888789.0,887801.0,2068520.0,2068520.0,0.4231432279268349,1763336.0,2403896.0,1.001112862003985,2.1933289999997214,74da768a6ecd33351d86916e06c9ca44f35b76d683f04cda1bb9acbf90a50b68,,1.001112862003985,1.0,888789.0,1.001112862003985,single_core_fixed,0.08505609999974695,1
case_060,2,ok,451811.0,451376.0,2879584.0,2879584.0,0.34063064452886466,1695752.0,3282520.0,1.0009637198255998,2.3129824000002372,5884f11454dc269d42c90d6b848d9cbaef848ec8f0c9050c01080cedec464b40,,1.9690657013221793,1.9671699006885623,469437.0,1.0400132040693346,shared_prefix,1.054774499999894,8
case_060,3,ok,339158.0,338364.0,2414720.0,2414720.0,0.42380725334600067,1912832.0,2600616.0,1.0023465853341371,2.163292399999591,953ef2ee094b36deda5d92b5805cb224c8f3efac054caffd03c43f7e02577a27,,2.6267244742348477,2.6205750712057507,334622.0,0.9889409038786632,component_reuse_order,1.0164985999999772,8
case_060,4,ok,229383.0,228970.0,3699968.0,3699968.0,0.513020168672405,2974848.0,2823848.0,1.001803729746255,2.213796099999854,3b1fab878d8311078f649190c886ea5e1c1c276161e004cbb3987513e8d4c8d8,,3.8816831899375464,3.8746942885915696,229383.0,1.001803729746255,component_merged,1.017098199999964,8
case_060,5,ok,183272.0,182846.0,4290944.0,4290944.0,0.5288935018886729,3379456.0,3010216.0,1.0023298294739835,2.259038000000146,f83edc0910763ec026efc64771a9170d73cedfbaf0f783d5bdd4bc7ad0700566,,4.860861052470385,4.849562399057139,183272.0,1.0023298294739835,component_merged,1.0455584000001181,8
case_061,1,ok,77191.0,77191.0,0.0,0.0,0.0,0.0,544036.0,1.0,0.3508741000000555,6f944a476ed16d7e315e08d390aa81dffb7d9d879fb495aed9e81d855dcc4e7d,,1.0,1.0,77191.0,1.0,single_core_fixed,0.019753200000195648,1
case_061,2,ok,42541.0,42541.0,73544.0,73544.0,0.11897451841488217,73472.0,544072.0,1.0,0.40134219999981724,e418fae5087d9e5ed744e72dba87d2380aa5873e6b2378560edd72e16d24ce9e,,1.8145083566441786,1.8145083566441786,39299.0,0.9237911661691075,shared_prefix,0.20249330000024202,8
case_061,3,ok,30435.0,30435.0,97384.0,97384.0,0.13174339848573674,84496.0,556872.0,1.0,0.38383070000008956,2ec9403dc6a6c78c7fdb30df9413f33487ef81ee01828d215433d8c5a77b734a,,2.536257598160013,2.536257598160013,28409.0,0.9334319040578282,shared_prefix,0.19657809999989695,9
case_061,4,ok,23892.0,23892.0,62208.0,62208.0,0.07094173303158464,43008.0,563236.0,1.0,0.35707519999959914,6871e8c731587968296652d1a24a05c05da3d95f9ae947c82bcff637208a6bd5,,3.230830403482337,3.230830403482337,27166.0,1.1370333165913276,component_vector,0.17332259999966482,7
case_061,5,ok,22283.0,22283.0,83712.0,83712.0,0.0721818309257855,45312.0,582436.0,1.0,0.375101099999938,e4ce62e76fe0dccea09f1d5a8b716e614289099044914b8f4e7eaf316a2241c6,,3.46412063007674,3.46412063007674,20949.0,0.9401337342368622,component_affinity,0.18880699999999706,8
case_062,1,ok,2854809.0,2854809.0,0.0,0.0,0.0,0.0,13400064.0,1.0,12.331861899999694,357b61b3792c63074981b67bd39cb2eb722fc424be80a5343cf0628ea54f3152,,1.0,1.0,2854809.0,1.0,single_core_fixed,0.41665400000010777,1
case_062,2,ok,1505864.0,1505864.0,6441984.0,6441984.0,0.0,0.0,16621056.0,1.0,17.013735200000156,98083dc456666bef4b591bc4857473d4b096ff3f6217f9a767bf6c5935233d98,,1.895794706560486,1.895794706560486,1625119.0,1.0791937386111894,join_tail,3.6334062000000813,4
case_062,3,ok,1031153.0,1031153.0,6445056.0,6445056.0,0.0,0.0,16622592.0,1.0,15.489784900000359,6fe273e69319c5a20e5a7e657cc6bf7fd142900e3b7607e7b071ca0902d59235,,2.7685600487997415,2.7685600487997415,1126037.0,1.0920173824834918,join_tail,3.3724342999998953,4
case_062,4,ok,885322.0,885322.0,14976000.0,14976000.0,0.00018518518518518518,4608.0,24878592.0,1.0,15.64809269999978,a3c3723248ccccc67b12831a70cb2b6656927b87f98a5300e4f07fcea4817f56,,3.2245996371941508,3.2245996371941508,885322.0,1.0,data_wide,3.4273979000004147,4
case_062,5,ok,567755.0,567755.0,15037440.0,15037440.0,0.0036957191253464737,92160.0,24844800.0,1.0,15.767627899999752,444c51f8c4a98cb7ba22795443c04834c3561f100731089f62d253e5486d3b79,,5.028241054680276,5.028241054680276,567755.0,1.0,data_wide,3.5579210000000785,4
case_063,1,ok,1070397.0,1070397.0,0.0,0.0,0.0,0.0,5019648.0,1.0,4.17336350000005,01550d52f82e8b8e22057604ee4d46c7a392e107419f1f7dc6e2c91b05b61295,,1.0,1.0,1070397.0,1.0,single_core_fixed,0.13206039999977293,1
case_063,2,ok,564704.0,564704.0,2251776.0,2251776.0,0.0,0.0,6145536.0,1.0,4.557032199999867,0004b5ef1e268370a5ebc51ca22ef18f109c21773c358fb8f8dc9eb4d4661418,,1.8955010058366861,1.8955010058366861,585524.0,1.036868872896243,join_tail,1.1439150000001064,4
case_063,3,ok,351019.0,350979.0,4792320.0,4792320.0,0.005816002819880155,50688.0,8664576.0,1.0001139669324945,4.312760499999968,95213bd40757de7cc3ac8e9dfa720a1c227ec1e07a11da844e5876600be33f13,,3.0497465660338654,3.0493990353798512,351019.0,1.0001139669324945,data_wide,1.0569295000000238,4
case_063,4,ok,263878.0,263878.0,5203968.0,5203968.0,0.004591836734693878,41472.0,8990208.0,1.0,4.120899199999712,4d808b41ce86f643b602cfd7d197202ff8ebe4babbdd4963f598ca80548e61a1,,4.056408643388233,4.056408643388233,263878.0,1.0,data_wide,0.9943537000003744,4
case_063,5,ok,212149.0,212149.0,5555712.0,5555712.0,0.0034676354029062086,32256.0,9269760.0,1.0,3.8873681000000033,4ef8f6050571f98d14762f0f2c15bd89028515f0436f85973efb9636b537459c,,5.04549632569562,5.04549632569562,373335.0,1.7597773263131102,data_wide,1.0062713000002077,4
case_064,1,ok,19116.0,19116.0,0.0,0.0,0.0,0.0,35622.0,1.0,0.2095595000000685,05a8f786c3f19190506f35dd668df254133d374df6019c0ef7b01c2e132a16a1,,1.0,1.0,19116.0,1.0,single_core_fixed,0.013645800000176678,1
case_064,2,ok,13194.0,13194.0,39718.0,39718.0,0.13809651654473454,8230.0,51366.0,1.0,0.2826231999997617,74a244d5b33fbaffa93509aafd1d437930ccfac0208769cc163d52845d2ad300,,1.4488403819918145,1.4488403819918145,13773.0,1.0438835834470215,data_band,0.10967799999980343,6
case_064,3,ok,12908.0,12859.0,124780.0,124780.0,0.31903028986294424,35242.0,75224.0,1.0038105606967882,0.2977413999997225,24aa1c7f2847ea52d628b0f5ff28fa03db73d9c3f59e5073a18b0061dd9460f2,,1.4865852710164087,1.4809420514409668,10681.0,0.8306244653550042,valley,0.12489019999975426,6
case_064,4,ok,13292.0,13287.0,125810.0,125810.0,0.31830479578978577,34354.0,73574.0,1.0003763076691503,0.31283180000036737,05c1d596683a830f7fd98ac24f9a3e474cafba5202fc8ee80588acd9b82b7a6c,,1.4386994806954165,1.4381582907011736,10465.0,0.7876119515315723,valley,0.10586790000024848,6
case_064,5,ok,12480.0,12478.0,150100.0,150100.0,0.3481722041801982,41812.0,78278.0,1.0001602820964899,0.3205771000002642,8529f11e048d620ac252002c1d39ff76aea518d2c0f69629f93b476907cd4396,,1.5319762782497195,1.5317307692307693,10292.0,0.8248116685366245,valley,0.11576349999995728,6
case_065,1,ok,53068.0,53068.0,0.0,0.0,0.0,0.0,299720.0,1.0,0.1909153999999944,2941fd949ede9695459a75fa7adc32ba5e433612cfc154fedb0a82f98e997836,,1.0,1.0,53068.0,1.0,single_core_fixed,0.011809500000254047,1
case_065,2,ok,26242.0,26242.0,13968.0,13968.0,0.015148810282828797,4752.0,308936.0,1.0,0.19921679999970365,74d7d46fb4ae7e1ff2ba0aa6470e3f8ac4f664d196aa3ccdfa32963ef55f4b1f,,2.0222544013413613,2.0222544013413613,26928.0,1.026141300205777,component_reuse_order,0.11240589999988515,8
case_065,3,ok,18061.0,18061.0,27792.0,27792.0,0.05671853245071936,18576.0,308936.0,1.0,0.19790119999970557,3bcc62fc28acacff687808678aa68d7325b626603986ce1d19a02258e43a8a7c,,2.938264769392614,2.938264769392614,18165.0,1.0057582636620341,component_reuse_order,0.11431100000027072,8
case_065,4,ok,14588.0,14588.0,41616.0,41616.0,0.10842102796071906,37008.0,304328.0,1.0,0.19840190000013536,4cfb403efd873e8ca2b683214fc9e6894d36433bd628d8eb21876d954ff1ce8a,,3.637784480394845,3.637784480394845,14502.0,0.9941047436248972,component_reuse_order,0.12006850000034319,8
case_065,5,ok,12156.0,12156.0,55584.0,55584.0,0.156440681782361,55584.0,299720.0,1.0,0.19931700000006458,ab305bc1e9330442f90a7ad5d3259be92e9a3e7672bc7c5591673629b812629c,,4.365580783152352,4.365580783152352,12156.0,1.0,component_merged,0.12206770000011602,8
case_066,1,ok,359070.0,359070.0,0.0,0.0,0.0,0.0,1027116.0,1.0,1.7436063999998623,f5e5dc3adf20485b6740be9944e184a198e0572c9a69d1e2314ba3a8e9b4e908,,1.0,1.0,359070.0,1.0,single_core_fixed,0.09020700000019133,1
case_066,2,ok,187136.0,187136.0,962412.0,962412.0,0.1746767643029678,288682.0,1363982.0,1.0,2.704722700000275,3c755967e9b6bdf630d80c3f502d5099174acbfaa8b376868a0617873474bfd8,,1.918764962380301,1.918764962380301,187136.0,1.0,valley,0.9866672000002836,8
case_066,3,ok,138900.0,138821.0,1875416.0,1875416.0,0.2773982761288381,649006.0,1690612.0,1.0005690781654073,2.639058400000067,118b06cd94192f122e949f936746ffc44c29ddd6d80b300f2e17a3c9a3830554,,2.5865683145921725,2.585097192224622,138900.0,1.0005690781654073,valley,1.075390999999854,8
case_066,4,ok,112071.0,111221.0,2276914.0,2276914.0,0.27067136917815887,686716.0,1850368.0,1.0076424416252328,2.7270809999999983,88cbf115810a4a1f460ef963968c1b61e2419e6caf4137ecd9daa58e57dc4827,,3.228437075732101,3.2039510667344806,112071.0,1.0076424416252328,valley,1.040113399999882,8
case_066,5,ok,94904.0,91753.0,2420166.0,2420166.0,0.34231322274020703,904638.0,1738082.0,1.034342201344915,2.6719176000001426,193f5f615d3336965a010c7ae89d66b98be7a2cb8635fbb6d65db45b5dd90eea,,3.913441522348043,3.7835075444659867,94904.0,1.034342201344915,valley,1.4141811999998026,8
case_067,1,ok,63834834.0,63834834.0,264449408.0,264449408.0,0.0,0.0,267185920.0,1.0,7.260368100000051,1ca36ac1f51b6b09aa1ccc024a1dd51434f3e73bd6f5de956da8d53d310d28e9,,1.0,1.0,63834834.0,1.0,single_core_fixed,0.13625239999964833,1
case_067,2,ok,32288466.0,31356535.0,181168512.0,181168512.0,0.8174267023993514,146095104.0,32630528.0,1.0297204713467225,5.367979000000105,005b6e6c1ead06d5b21567853bb5207bb1c315acd8f1a7907472429942d4419f,,2.0357744884758473,1.9770166225921046,32214746.0,1.0273694462733207,data_band,1.0762291999999434,5
case_067,3,ok,23277524.0,21390682.0,178494208.0,178494208.0,0.7332998363247024,130578432.0,47491200.0,1.0882085947516773,4.754039100000227,290b1102776725161c400d7c5f746cfe240136ac9aa7b7c4d218f86cf6fcd3da,,2.98423556574774,2.74233780190711,23139702.0,1.0817655089258023,data_band,1.1470948000001044,5
case_067,4,ok,18148768.0,16449722.0,176901248.0,176901248.0,0.6768248999473483,120443904.0,57510400.0,1.1032872166471872,4.247984199999792,76038a2611d422bd8bf238b8958993b273e5ced58f99c6ed368ec164042ae107,,3.88060260228106,3.5173094945067347,18057629.0,1.0977467582734832,data_band,1.1252714000002015,5
case_067,5,ok,15456614.0,13333990.0,176094720.0,176094720.0,0.7981793098297304,142261248.0,35970944.0,1.1591889599437228,4.404093000000103,d39cb3d42bb41e3a253b0adabfdd0937d0376fd726c3adec5c3b3d36bb70aa3b,,4.787376771693994,4.129936478972691,15329318.0,1.1496422301201665,data_band,1.1013756999996076,5
case_068,1,ok,362095.0,362095.0,0.0,0.0,0.0,0.0,2739974.0,1.0,2.488058899999942,5175cd95e43bb1c6a89ce1273bce9e50053f6fa4c02884e32d33090086698bd1,,1.0,1.0,362095.0,1.0,single_core_fixed,0.07767879999983052,1
case_068,2,ok,192023.0,191907.0,1290782.0,1290782.0,0.16033677855390085,602958.0,3157614.0,1.0006044594517136,2.3037178999998105,96b91decba6d69581ee7ca0835563f1b3f5e4537bd3a5a1ce5637b775b6ee953,,1.886825389381315,1.8856855689162235,192023.0,1.0006044594517136,valley,0.8856114000000161,7
case_068,3,ok,134975.0,134625.0,2190516.0,2190516.0,0.32570904441457105,1487166.0,3078768.0,1.0025998142989787,2.249587199999951,02b8b4946eca0582678e0ac09905c095764d8b9249e7932c995ce01646223489,,2.689656453110492,2.682681978144101,134975.0,1.0025998142989787,valley,0.915003600000091,7
case_068,4,ok,122595.0,113379.0,3057330.0,3057330.0,0.2494500677171517,1272352.0,3828276.0,1.0812848940279947,2.4554619000000457,07e45339ee1775168349cef0878be804b6b251fb6da2f2b7e5ae20caf8b14eff,,3.19366902160012,2.95358701415229,122595.0,1.0812848940279947,valley,0.8486114999996062,7
case_068,5,ok,123877.0,107948.0,3420288.0,3420288.0,0.3565161877012443,1921034.0,3467316.0,1.147561789009523,2.708150499999647,7d908de1a945c4cf20af3889faa51475a2607a918ab5c97d0caee92c47f15576,,3.354346537221625,2.923020415412062,123877.0,1.147561789009523,valley,0.9030103999998573,8
case_069,1,ok,25144.0,25144.0,0.0,0.0,0.0,0.0,113766.0,1.0,0.2146453999998812,407ae99fff927befce19051055f319758ed26395692f903e61b85fe40b17d3ae,,1.0,1.0,25144.0,1.0,single_core_fixed,0.022117900000012014,1
case_069,2,ok,13742.0,13742.0,111846.0,111846.0,0.09797419382267288,18436.0,169736.0,1.0,0.24931440000000293,69d4dacb5b989f6c1fd6fa7987089b19ac970e83fa611b1e86f814412cc93733,,1.8297191092999563,1.8297191092999563,13742.0,1.0,valley,0.13234259999990172,6
case_069,3,ok,10867.0,10389.0,293004.0,293004.0,0.40777120391113153,127780.0,185582.0,1.046010203099432,0.27879029999985505,9ec67522c9c2d0892b7134a3ff453b495be6b119b8e81c6d778c678287263d3a,,2.4202521898161518,2.3137940553970737,11864.0,1.1419770911541054,valley,0.12583970000014233,6
case_069,4,ok,10415.0,10267.0,273330.0,273330.0,0.2849524395559316,88912.0,223112.0,1.014415116392325,0.27272529999982,2e8f3663e26e20c5d658bd1ac21a6ac8e2a7b131807f70809a2e26064f6e4fc1,,2.449011395733905,2.414210273643783,9592.0,0.9342553813187884,valley,0.1297921000000315,6
case_069,5,ok,11229.0,10312.0,310288.0,310288.0,0.3160104254523086,99664.0,215718.0,1.0889255236617532,0.3612289999996392,37d9f9d238d0cba325fa5592d2b4be01daf973273abee959e03af444f1f916f4,,2.4383242823894493,2.239202066078903,14614.0,1.4171838634600467,shared_prefix,0.12459320000016305,6
case_070,1,ok,117300.0,117300.0,0.0,0.0,0.0,0.0,419858.0,1.0,0.32386929999984204,35ce7023ce09f4f259830a2b287d1f610f990f5e0c5df54380ad9a72d89fc08b,,1.0,1.0,117300.0,1.0,single_core_fixed,0.020571100000324805,1
case_070,2,ok,58525.0,58525.0,129536.0,129536.0,0.235779786455622,129536.0,419858.0,1.0,0.3255189000001337,0a4682dc7509a24a0d28a236791ed5b83ab405debaa2ff2380162c4c7f605832,,2.0042716787697565,2.0042716787697565,58525.0,1.0,component_merged,0.19112140000015643,9
case_070,3,ok,41388.0,41388.0,259072.0,259072.0,0.14630079684208977,99328.0,579602.0,1.0,0.33645030000025145,13b2303f89ccf825b17476c35876791cbf2c106504b76af5c4b11909b5d61792,,2.834154827486228,2.834154827486228,45661.0,1.1032424857446603,component_vector,0.20077829999991081,9
case_070,4,ok,32437.0,32437.0,347136.0,347136.0,0.13083805088436154,100352.0,666642.0,1.0,0.3417163999997683,2021b76b16145758d58045098141ad8e9edc6f9e2871b37373cc46fdcbcae123,,3.6162407127662854,3.6162407127662854,36336.0,1.120202238184789,component_affinity,0.22147290000020803,10
case_070,5,ok,28228.0,27536.0,462848.0,462848.0,0.15486923165810587,136704.0,746002.0,1.0251307379430563,0.3860998000000109,abc6cbd944f423ae1b0f3a00fc9de51ad246d0e81d128d3811cdfd2df946b6a6,,4.259877977919814,4.155448490860139,27664.0,1.0046484601975596,component_vector,0.23010810000005222,10
case_071,1,ok,18919.0,18919.0,0.0,0.0,0.0,0.0,111462.0,1.0,0.152886700000181,a7c073cf325d95737aeb07d2a60a98d91a29202419d62a1be4965e019039c4f1,,1.0,1.0,18919.0,1.0,single_core_fixed,0.011495400000057998,1
case_071,2,ok,12223.0,12223.0,84100.0,84100.0,0.19425264371331444,33028.0,136998.0,1.0,0.18783710000025167,0f16f89bc2c3b24b8bf7cace439a744b1cd58d557477d194195e2b7e1ee2e3d9,,1.5478196842019145,1.5478196842019145,11417.0,0.9340587417164362,shared_prefix,0.0832762999998522,6
case_071,3,ok,9654.0,9654.0,181832.0,181832.0,0.3612094311656124,89192.0,157734.0,1.0,0.20906809999996767,583e1ec24328c096e0f3e7a141f34938945dc728272811da7b767b68c0039ba0,,1.9597058214211727,1.9597058214211727,10829.0,1.1217112077895173,shared_prefix,0.09010089999992488,6
case_071,4,ok,8966.0,8884.0,198732.0,198732.0,0.2999480030702949,72684.0,169638.0,1.009230076542098,0.208828899999844,f6ac94af8c495206bf345c9f4474e901c04011dfb6bc148eb73fa0b8626e2434,,2.129558757316524,2.110082534017399,8514.0,0.9583520936515083,shared_prefix,0.09537700000009863,6
case_071,5,ok,7648.0,7455.0,266512.0,266512.0,0.2810666188568394,81520.0,208518.0,1.025888665325285,0.25756120000005467,51c7c4a5e986532787533012e628063fc6b2e54485f3713558f53275948955c8,,2.53775989268947,2.473718619246862,11906.0,1.5970489604292422,shared_prefix,0.09216419999984282,6
case_072,1,ok,23897828.0,23890756.0,108613680.0,108613680.0,0.026210198484652728,3137536.0,116569150.0,1.000296014073393,41.841429699999935,37c06b0e48200c61307762f2dcc1c88e96c3f935c6e17eab4b29797a85ee5161,,1.000296014073393,1.0,23897828.0,1.000296014073393,single_core_fixed,0.6839979000001222,1
case_072,2,ok,11775417.0,11771317.0,76696352.0,76696352.0,0.1427293727333101,12530120.0,75259238.0,1.0003483042721557,31.63755839999976,546210eb108e644ea0ea91597c600a59cc5ef0d83562e0f30e6d4fd8ce82b187,,2.030174533571732,2.029467661315094,11888724.0,1.009973990166096,component_reuse_order,8.969035000000076,9
case_072,3,ok,7847572.0,7840667.0,76991264.0,76991264.0,0.12167393792330912,10717560.0,77366710.0,1.0008806648720063,25.136682599999858,308ed609b43db7d6cc76a935673231c4bbff3d2ee2a42661914d7b7aa87fdd44,,3.0479330393702475,3.045251193617593,7926170.0,1.0109050671326814,component_reuse_order,8.568443099999968,9
case_072,4,ok,5955979.0,5948021.0,78629664.0,78629664.0,0.1513813175644461,13582336.0,76140334.0,1.0013379239918623,22.59302519999983,3035df7bc947a2bb37e20241a75a727e97411ee1b2b0055462d1c0b47d179954,,4.017778013897395,4.012409714674951,5994354.0,1.0077896497002952,component_reuse_order,9.011837700000342,9
case_072,5,ok,4721276.0,4719933.0,79266480.0,79266480.0,0.10881894569431261,9832824.0,80526662.0,1.0002845379372969,19.06954399999995,10573c10f700be602a1abe1d75f08a41d3005015d64196744b00d78a1a285603,,5.063171023825974,5.061730769393698,4863110.0,1.030334540765727,component_reuse_order,9.195233400000234,9
case_073,1,ok,10081626.0,10081626.0,141570432.0,141570432.0,0.0,0.0,145160448.0,1.0,2.941906800000197,3d2046d0044f93d10f04fec7c73b216ead6dc688936ebed47eca937db385dc8c,,1.0,1.0,10081626.0,1.0,single_core_fixed,0.0658144999997603,1
case_073,2,ok,5329133.0,4661261.0,91771264.0,91771264.0,0.8299822391560778,79076352.0,16198400.0,1.1432813996040985,2.364471599999888,a1c829dd4ac62b5ea3e6c03dff15cef8132864111d2d715350f56418c8d5796a,,2.1628537857030534,1.8917947816277056,5306906.0,1.138512947462071,data_band,0.6428093999998055,5
case_073,3,ok,4365877.0,3288649.0,93132032.0,93132032.0,0.8789105806713106,84934656.0,11701632.0,1.3275594324599553,2.1225217999999586,3fcfcae236fd3f88044966f78b1c8d437685aa31b2f25567c7b9786d0a696dfc,,3.0655828578848032,2.3091869056320187,4347939.0,1.3221049129901064,data_band,0.5719205000000329,5
case_073,4,ok,3670429.0,2708423.0,94492800.0,94492800.0,0.7192401333319401,70483968.0,27513856.0,1.3551904558482926,2.0791583000000173,55f05e51c5819b8a911d31433372e2c57bb50105ce6d69de0d6cf6b85b3855f1,,3.7223232855429154,2.7467159833360077,3640418.0,1.3441098380865915,data_band,0.575637899999947,5
