case,cores,singlecore_cycles,baseline_cycles,selected_cycles,speedup,added_copy_bytes,partition_added_copy_bytes,spill_added_copy_bytes,peak_l1_bytes,peak_ub_bytes,strategy,source_plan,source_result
case_058,5,4539717,1004819,977119,4.646022644120112,30605312,25067520,5537792,524288,0,band_w4_k5,q2_optimization/band/case_058/n5/band_w4_k5/case_058_multicore_res.json,q2_optimization/band/case_058/n5/band_w4_k5/result.json.gz
case_059,2,829473,369318,369318,2.2459587672412393,360448,360448,0,421888,0,baseline,baseline_results_56_100/case_059/q2_n2/case_059_multicore_res.json,baseline_results_56_100/case_059/q2_n2/result.json.gz
case_059,3,829473,266217,266217,3.1157777301975456,2998272,2162688,835584,524288,0,baseline,baseline_results_56_100/case_059/q2_n3/case_059_multicore_res.json,baseline_results_56_100/case_059/q2_n3/result.json.gz
case_059,4,829473,185216,185216,4.478408992743607,1081344,1081344,0,241664,0,baseline,baseline_results_56_100/case_059/q2_n4/case_059_multicore_res.json,baseline_results_56_100/case_059/q2_n4/result.json.gz
case_059,5,829473,150782,150782,5.501140719714555,4325376,4325376,0,520192,0,baseline,baseline_results_56_100/case_059/q2_n5/case_059_multicore_res.json,baseline_results_56_100/case_059/q2_n5/result.json.gz
case_060,2,888789,469437,469437,1.8933083672569482,2768912,1198080,1570832,524288,122908,baseline,baseline_results_56_100/case_060/q2_n2/case_060_multicore_res.json,baseline_results_56_100/case_060/q2_n2/result.json.gz
case_060,3,888789,334622,334622,2.656098523109658,3439756,2406528,1033228,524288,122904,baseline,baseline_results_56_100/case_060/q2_n3/case_060_multicore_res.json,baseline_results_56_100/case_060/q2_n3/result.json.gz
case_060,4,888789,229383,229383,3.8746942885915696,3699968,3553536,146432,524288,122894,baseline,baseline_results_56_100/case_060/q2_n4/case_060_multicore_res.json,baseline_results_56_100/case_060/q2_n4/result.json.gz
case_060,5,888789,183272,183272,4.849562399057139,4290944,4209024,81920,452608,122894,baseline,baseline_results_56_100/case_060/q2_n5/case_060_multicore_res.json,baseline_results_56_100/case_060/q2_n5/result.json.gz
case_061,2,77191,39299,39299,1.9641975622789385,34560,34560,0,46848,47136,baseline,baseline_results_56_100/case_061/q2_n2/case_061_multicore_res.json,baseline_results_56_100/case_061/q2_n2/result.json.gz
case_061,3,77191,28409,28409,2.7171318948220633,43008,43008,0,44544,52260,baseline,baseline_results_56_100/case_061/q2_n3/case_061_multicore_res.json,baseline_results_56_100/case_061/q2_n3/result.json.gz
case_061,4,77191,27166,27166,2.8414562320547745,62208,62208,0,44544,34840,baseline,baseline_results_56_100/case_061/q2_n4/case_061_multicore_res.json,baseline_results_56_100/case_061/q2_n4/result.json.gz
case_061,5,77191,22283,18732,4.120809310271194,104192,104192,0,46848,25616,component0_cut23_to4,q2_optimization/component_split/case_061/n5/component0_cut23_to4/case_061_multicore_res.json,q2_optimization/component_split/case_061/n5/component0_cut23_to4/result.json.gz
case_062,2,2854809,2854809,1505864,1.895794706560486,6441984,3351552,3090432,7680,130560,q1_selected,q2_optimization/case_062/n2/q1_selected/case_062_multicore_res.json,q2_optimization/case_062/n2/q1_selected/result.json.gz
case_062,3,2854809,2854809,1031153,2.7685600487997415,6445056,4466688,1978368,7680,130560,q1_selected,q2_optimization/case_062/n3/q1_selected/case_062_multicore_res.json,q2_optimization/case_062/n3/q1_selected/result.json.gz
case_062,4,2854809,2854809,793258,3.5988404781294356,6445056,5025792,1419264,7680,130560,q1_selected,q2_optimization/case_062/n4/q1_selected/case_062_multicore_res.json,q2_optimization/case_062/n4/q1_selected/result.json.gz
case_062,5,2854809,2854809,578617,4.9338491610167,360960,360960,0,7680,29184,band_w12_k5,q2_optimization/band/case_062/n5/band_w12_k5/case_062_multicore_res.json,q2_optimization/band/case_062/n5/band_w12_k5/result.json.gz
case_063,2,1070397,1070397,564704,1.8955010058366861,2251776,1256448,995328,7680,130560,q1_selected,q2_optimization/case_063/n2/q1_selected/case_063_multicore_res.json,q2_optimization/case_063/n2/q1_selected/result.json.gz
case_063,3,1070397,1070397,386935,2.766348353082559,2254848,1674240,580608,7680,130560,q1_selected,q2_optimization/case_063/n3/q1_selected/case_063_multicore_res.json,q2_optimization/case_063/n3/q1_selected/result.json.gz
case_063,4,1070397,1070397,298152,3.590105047090075,2254848,1883136,371712,7680,130560,q1_selected,q2_optimization/case_063/n4/q1_selected/case_063_multicore_res.json,q2_optimization/case_063/n4/q1_selected/result.json.gz
case_063,5,1070397,1070397,221945,4.822802946675978,148992,148992,0,7680,15360,band_w12_k5,q2_optimization/band/case_063/n5/band_w12_k5/case_063_multicore_res.json,q2_optimization/band/case_063/n5/band_w12_k5/result.json.gz
case_064,2,19116,19116,11444,1.670394966794827,38438,38438,0,8256,4036,q1_selected,q2_optimization/case_064/n2/q1_selected/case_064_multicore_res.json,q2_optimization/case_064/n2/q1_selected/result.json.gz
case_064,3,19116,19116,9338,2.04711929749411,74892,74892,0,5664,3396,q1_selected,q2_optimization/case_064/n3/q1_selected/case_064_multicore_res.json,q2_optimization/case_064/n3/q1_selected/result.json.gz
case_064,4,19116,19116,7736,2.471044467425026,98802,98802,0,4640,2948,q1_selected,q2_optimization/case_064/n4/q1_selected/case_064_multicore_res.json,q2_optimization/case_064/n4/q1_selected/result.json.gz
case_064,5,19116,19116,7307,2.6161215273025866,100564,100564,0,3616,2916,valley_merge_8_heft,q2_optimization/replay/case_064/n5/valley_merge_8_heft/case_064_multicore_res.json,q2_optimization/replay/case_064/n5/valley_merge_8_heft/result.json.gz
case_065,2,53068,26928,26928,1.970736779560309,13968,13968,0,36864,53330,baseline,baseline_results_56_100/case_065/q2_n2/case_065_multicore_res.json,baseline_results_56_100/case_065/q2_n2/result.json.gz
case_065,3,53068,18165,18165,2.921442334159097,27792,27792,0,36864,40968,baseline,baseline_results_56_100/case_065/q2_n3/case_065_multicore_res.json,baseline_results_56_100/case_065/q2_n3/result.json.gz
case_065,4,53068,14502,14502,3.659357330023445,41616,41616,0,36864,40968,baseline,baseline_results_56_100/case_065/q2_n4/case_065_multicore_res.json,baseline_results_56_100/case_065/q2_n4/result.json.gz
case_065,5,53068,12156,11645,4.557148990983254,175696,175696,0,32256,36872,band_w12_k5,q2_optimization/band/case_065/n5/band_w12_k5/case_065_multicore_res.json,q2_optimization/band/case_065/n5/band_w12_k5/result.json.gz
case_066,2,359070,248146,192837,1.8620389240654023,707578,707578,0,182784,52426,q1_selected,q2_optimization/case_066/n2/q1_selected/case_066_multicore_res.json,q2_optimization/case_066/n2/q1_selected/result.json.gz
case_066,3,359070,248976,138681,2.589179483851429,1711128,1711128,0,101376,37062,q1_selected,q2_optimization/case_066/n3/q1_selected/case_066_multicore_res.json,q2_optimization/case_066/n3/q1_selected/result.json.gz
case_066,4,359070,249811,110060,3.2624931855351624,1896230,1896230,0,165888,33224,q1_selected,q2_optimization/case_066/n4/q1_selected/case_066_multicore_res.json,q2_optimization/case_066/n4/q1_selected/result.json.gz
case_066,5,359070,250449,97018,3.7010657816075367,2263674,2263674,0,58368,31012,q1_selected,q2_optimization/case_066/n5/q1_selected/case_066_multicore_res.json,q2_optimization/case_066/n5/q1_selected/result.json.gz
case_067,2,63834834,33768704,31850916,2.004175766875904,259629440,8341888,251287552,515072,0,q1_selected,q2_optimization/case_067/n2/q1_selected/case_067_multicore_res.json,q2_optimization/case_067/n2/q1_selected/result.json.gz
case_067,3,63834834,23568859,22518138,2.834818491653262,259615488,14422784,245192704,506880,0,q1_selected,q2_optimization/case_067/n3/q1_selected/case_067_multicore_res.json,q2_optimization/case_067/n3/q1_selected/result.json.gz
case_067,4,63834834,18473155,17577539,3.6316138453739173,263066752,16440448,246626304,506880,0,q1_selected,q2_optimization/case_067/n4/q1_selected/case_067_multicore_res.json,q2_optimization/case_067/n4/q1_selected/result.json.gz
case_067,5,63834834,15931687,14379259,4.439368815875699,259423744,20538880,238884864,506880,0,q1_selected,q2_optimization/case_067/n5/q1_selected/case_067_multicore_res.json,q2_optimization/case_067/n5/q1_selected/result.json.gz
case_068,2,362095,302408,198145,1.8274243609477907,1288478,1288478,0,142080,124190,q1_selected,q2_optimization/case_068/n2/q1_selected/case_068_multicore_res.json,q2_optimization/case_068/n2/q1_selected/result.json.gz
case_068,3,362095,303144,150264,2.4097255496991963,2631348,2631348,0,69504,111254,q1_selected,q2_optimization/case_068/n3/q1_selected/case_068_multicore_res.json,q2_optimization/case_068/n3/q1_selected/result.json.gz
case_068,4,362095,303921,112595,3.215906567787202,2803642,2803642,0,67776,105038,q1_selected,q2_optimization/case_068/n4/q1_selected/case_068_multicore_res.json,q2_optimization/case_068/n4/q1_selected/result.json.gz
case_068,5,362095,304058,116294,3.113617211550037,3076416,3076416,0,58752,105038,q1_selected,q2_optimization/case_068/n5/q1_selected/case_068_multicore_res.json,q2_optimization/case_068/n5/q1_selected/result.json.gz
case_069,2,25144,25144,14728,1.7072243346007605,123268,123268,0,60864,15460,q1_selected,q2_optimization/case_069/n2/q1_selected/case_069_multicore_res.json,q2_optimization/case_069/n2/q1_selected/result.json.gz
case_069,3,25144,25144,11338,2.2176750749691303,205064,205064,0,59232,13924,q1_selected,q2_optimization/case_069/n3/q1_selected/case_069_multicore_res.json,q2_optimization/case_069/n3/q1_selected/result.json.gz
case_069,4,25144,25144,10947,2.296884991321823,284172,284172,0,40032,13922,q1_selected,q2_optimization/case_069/n4/q1_selected/case_069_multicore_res.json,q2_optimization/case_069/n4/q1_selected/result.json.gz
case_069,5,25144,25144,9385,2.6791688865210443,307984,307984,0,56928,13922,q1_selected,q2_optimization/case_069/n5/q1_selected/case_069_multicore_res.json,q2_optimization/case_069/n5/q1_selected/result.json.gz
case_070,2,117300,58525,58525,2.0042716787697565,129536,129536,0,114176,16392,baseline,baseline_results_56_100/case_070/q2_n2/case_070_multicore_res.json,baseline_results_56_100/case_070/q2_n2/result.json.gz
case_070,3,117300,45661,45661,2.568931911259061,259072,259072,0,118016,12290,baseline,baseline_results_56_100/case_070/q2_n3/case_070_multicore_res.json,baseline_results_56_100/case_070/q2_n3/result.json.gz
case_070,4,117300,36336,36336,3.228203434610304,360960,360960,0,102400,16392,baseline,baseline_results_56_100/case_070/q2_n4/case_070_multicore_res.json,baseline_results_56_100/case_070/q2_n4/result.json.gz
case_070,5,117300,27664,26584,4.412428528438158,491524,491524,0,104192,16392,component0_cut27_to1,q2_optimization/component_split/case_070/n5/component0_cut27_to1/case_070_multicore_res.json,q2_optimization/component_split/case_070/n5/component0_cut27_to1/result.json.gz
case_071,2,18919,18919,12223,1.5478196842019145,84100,84100,0,54624,13924,q1_selected,q2_optimization/case_071/n2/q1_selected/case_071_multicore_res.json,q2_optimization/case_071/n2/q1_selected/result.json.gz
case_071,3,18919,18919,9654,1.9597058214211727,181832,181832,0,35424,13156,q1_selected,q2_optimization/case_071/n3/q1_selected/case_071_multicore_res.json,q2_optimization/case_071/n3/q1_selected/result.json.gz
case_071,4,18919,18919,8966,2.110082534017399,198732,198732,0,50784,11618,q1_selected,q2_optimization/case_071/n4/q1_selected/case_071_multicore_res.json,q2_optimization/case_071/n4/q1_selected/result.json.gz
case_071,5,18919,18919,7554,2.5045009266613714,252402,252402,0,23040,11616,mask_band_32,q2_optimization/replay/case_071/n5/mask_band_32/case_071_multicore_res.json,q2_optimization/replay/case_071/n5/mask_band_32/result.json.gz
case_072,2,23897828,11833111,11833111,2.0195727057745,113945376,10948952,102996424,524288,30198,baseline,baseline_results_71_78/case_072/q2_n2/case_072_multicore_res.json,baseline_results_71_78/case_072/q2_n2/result.json.gz
case_072,3,23897828,7945629,7945629,3.007669751507401,114002720,19804504,94198216,524288,30198,baseline,baseline_results_71_78/case_072/q2_n3/case_072_multicore_res.json,baseline_results_71_78/case_072/q2_n3/result.json.gz
case_072,4,23897828,5994354,5994354,3.9867228395253265,122293024,28660056,93632968,524288,30198,baseline,baseline_results_71_78/case_072/q2_n4/case_072_multicore_res.json,baseline_results_71_78/case_072/q2_n4/result.json.gz
case_072,5,23897828,4863110,4863110,4.9141039376037146,121488048,39609008,81879040,524288,30198,baseline,baseline_results_71_78/case_072/q2_n5/case_072_multicore_res.json,baseline_results_71_78/case_072/q2_n5/result.json.gz
case_073,2,10081626,5980423,5110707,1.9726480113221125,69960576,3721600,66238976,443904,0,data_band_w4_k2_trimmed,q2_optimization/transfer_data_band/case_073/n2/data_band_w4_k2_trimmed/case_073_multicore_res.json,q2_optimization/transfer_data_band/case_073/n2/data_band_w4_k2_trimmed/result.json.gz
case_073,3,10081626,4515227,3998716,2.5212158102750983,71907584,7443200,64464384,443904,0,data_band_w4_k3_trimmed,q2_optimization/transfer_data_band/case_073/n3/data_band_w4_k3_trimmed/case_073_multicore_res.json,q2_optimization/transfer_data_band/case_073/n3/data_band_w4_k3_trimmed/result.json.gz
case_073,4,10081626,3903787,3256669,3.095686420695502,73854592,11164800,62689792,443904,0,data_band_w4_k4_trimmed,q2_optimization/transfer_data_band/case_073/n4/data_band_w4_k4_trimmed/case_073_multicore_res.json,q2_optimization/transfer_data_band/case_073/n4/data_band_w4_k4_trimmed/result.json.gz
case_073,5,10081626,3517515,2877163,3.504016282706263,75801600,14886400,60915200,443904,0,data_band_w4_k5,q2_optimization/data_band/case_073/n5/data_band_w4_k5/case_073_multicore_res.json,q2_optimization/data_band/case_073/n5/data_band_w4_k5/result.json.gz
case_074,2,1682239,822510,822510,2.0452505136715664,7077888,2285568,4792320,524288,122892,baseline,baseline_results_71_78/case_074/q2_n2/case_074_multicore_res.json,baseline_results_71_78/case_074/q2_n2/result.json.gz
case_074,3,1682239,553814,553814,3.0375523190096314,7614464,4571136,3043328,524288,122892,baseline,baseline_results_71_78/case_074/q2_n3/case_074_multicore_res.json,baseline_results_71_78/case_074/q2_n3/result.json.gz
case_074,4,1682239,423088,423088,3.9760971712740614,8429568,6643712,1785856,524288,122892,baseline,baseline_results_71_78/case_074/q2_n4/case_074_multicore_res.json,baseline_results_71_78/case_074/q2_n4/result.json.gz
case_074,5,1682239,347042,347042,4.847364295964177,9035776,7757824,1277952,524288,122896,baseline,baseline_results_71_78/case_074/q2_n5/case_074_multicore_res.json,baseline_results_71_78/case_074/q2_n5/result.json.gz
case_075,2,1441809,1441809,800955,1.8001123658632507,1861510,1861510,0,96512,34308,q1_selected,q2_optimization/case_075/n2/q1_selected/case_075_multicore_res.json,q2_optimization/case_075/n2/q1_selected/result.json.gz
case_075,3,1441809,1441809,639714,2.2538337444545533,3325964,3325964,0,96384,28806,q1_selected,q2_optimization/case_075/n3/q1_selected/case_075_multicore_res.json,q2_optimization/case_075/n3/q1_selected/result.json.gz
case_075,4,1441809,1441809,429207,3.359239248194927,4516242,4516242,0,60032,22660,q1_selected,q2_optimization/case_075/n4/q1_selected/case_075_multicore_res.json,q2_optimization/case_075/n4/q1_selected/result.json.gz
case_075,5,1441809,1441809,360593,3.9984386829472562,5792024,5792024,0,45184,20614,q1_selected,q2_optimization/case_075/n5/q1_selected/case_075_multicore_res.json,q2_optimization/case_075/n5/q1_selected/result.json.gz
case_076,2,6185113,3069464,3069464,2.015046600970072,30744576,4074496,26670080,524288,8192,baseline,baseline_results_71_78/case_076/q2_n2/case_076_multicore_res.json,baseline_results_71_78/case_076/q2_n2/result.json.gz
case_076,3,6185113,2061609,2061609,3.0001387265965564,35117056,8148992,26968064,524288,8192,baseline,baseline_results_71_78/case_076/q2_n3/case_076_multicore_res.json,baseline_results_71_78/case_076/q2_n3/result.json.gz
case_076,4,6185113,1550155,1550155,3.9899964842225453,35703808,12223488,23480320,524288,8192,baseline,baseline_results_71_78/case_076/q2_n4/case_076_multicore_res.json,baseline_results_71_78/case_076/q2_n4/result.json.gz
case_076,5,6185113,1238120,1238120,4.995568280942074,37194752,16297984,20896768,524288,8192,baseline,baseline_results_71_78/case_076/q2_n5/case_076_multicore_res.json,baseline_results_71_78/case_076/q2_n5/result.json.gz
case_077,2,495320,250735,250735,1.9754721119907472,57344,57344,0,106496,36864,baseline,baseline_results_71_78/case_077/q2_n2/case_077_multicore_res.json,baseline_results_71_78/case_077/q2_n2/result.json.gz
case_077,3,495320,178739,178739,2.771191513883372,114688,114688,0,106496,36864,baseline,baseline_results_71_78/case_077/q2_n3/case_077_multicore_res.json,baseline_results_71_78/case_077/q2_n3/result.json.gz
case_077,4,495320,144734,144734,3.4222781101883455,172032,172032,0,106496,36864,baseline,baseline_results_71_78/case_077/q2_n4/case_077_multicore_res.json,baseline_results_71_78/case_077/q2_n4/result.json.gz
case_077,5,495320,121081,121081,4.090815239385205,172032,172032,0,106496,36864,baseline,baseline_results_71_78/case_077/q2_n5/case_077_multicore_res.json,baseline_results_71_78/case_077/q2_n5/result.json.gz
case_078,2,2296143,1260358,1182594,1.9416156347825204,9891456,2148480,7742976,523008,0,q1_selected,q2_optimization/case_078/n2/q1_selected/case_078_multicore_res.json,q2_optimization/case_078/n2/q1_selected/result.json.gz
case_078,3,2296143,993959,823972,2.7866760035535187,12293376,4493568,7799808,524160,0,q1_selected,q2_optimization/case_078/n3/q1_selected/case_078_multicore_res.json,q2_optimization/case_078/n3/q1_selected/result.json.gz
case_078,4,2296143,690924,665620,3.4496304197590217,11079552,6445440,4634112,523392,0,q1_selected,q2_optimization/case_078/n4/q1_selected/case_078_multicore_res.json,q2_optimization/case_078/n4/q1_selected/result.json.gz
case_078,5,2296143,663941,534221,4.298114450761014,11932800,8432640,3500160,524160,0,q1_selected,q2_optimization/case_078/n5/q1_selected/case_078_multicore_res.json,q2_optimization/case_078/n5/q1_selected/result.json.gz
case_079,2,31052251,15446486,15446486,2.010311665708304,31780864,3649536,28131328,524288,0,baseline,baseline_results_79_85/case_079/q2_n2/case_079_multicore_res.json,baseline_results_79_85/case_079/q2_n2/result.json.gz
case_079,3,31052251,10181692,10181692,3.049812447675691,39960576,11624448,28336128,524288,0,baseline,baseline_results_79_85/case_079/q2_n3/case_079_multicore_res.json,baseline_results_79_85/case_079/q2_n3/result.json.gz
case_079,4,31052251,7635624,7635624,4.066760097144647,30445568,10948608,19496960,524288,0,baseline,baseline_results_79_85/case_079/q2_n4/case_079_multicore_res.json,baseline_results_79_85/case_079/q2_n4/result.json.gz
case_079,5,31052251,6075976,6075976,5.110660575354478,47677440,23248896,24428544,524288,0,baseline,baseline_results_79_85/case_079/q2_n5/case_079_multicore_res.json,baseline_results_79_85/case_079/q2_n5/result.json.gz
case_080,2,292138,145926,145926,2.0019598974822856,2191360,1904640,286720,524288,0,baseline,baseline_results_79_85/case_080/q2_n2/case_080_multicore_res.json,baseline_results_79_85/case_080/q2_n2/result.json.gz
case_080,3,292138,100325,100098,2.9185198505464647,983040,983040,0,491520,0,data_band_w4_k3_trimmed,q2_optimization/transfer_data_band/case_080/n3/data_band_w4_k3_trimmed/case_080_multicore_res.json,q2_optimization/transfer_data_band/case_080/n3/data_band_w4_k3_trimmed/result.json.gz
case_080,4,292138,111314,100098,2.9185198505464647,983040,983040,0,491520,0,data_band_w4_k3_trimmed,q2_optimization/transfer_data_band/case_080/n4/data_band_w4_k3_trimmed/case_080_multicore_res.json,q2_optimization/transfer_data_band/case_080/n4/data_band_w4_k3_trimmed/result.json.gz
case_080,5,292138,113455,100098,2.9185198505464647,983040,983040,0,491520,0,data_band_w4_k3,q2_optimization/data_band/case_080/n5/data_band_w4_k3/case_080_multicore_res.json,q2_optimization/data_band/case_080/n5/data_band_w4_k3/result.json.gz
case_081,2,151795,76860,76860,1.9749544626593807,0,0,0,0,14340,baseline,baseline_results_79_85/case_081/q2_n2/case_081_multicore_res.json,baseline_results_79_85/case_081/q2_n2/result.json.gz
case_081,3,151795,51943,51943,2.9223379473653814,0,0,0,0,14340,baseline,baseline_results_79_85/case_081/q2_n3/case_081_multicore_res.json,baseline_results_79_85/case_081/q2_n3/result.json.gz
case_081,4,151795,39588,39588,3.834369000707285,0,0,0,0,14340,baseline,baseline_results_79_85/case_081/q2_n4/case_081_multicore_res.json,baseline_results_79_85/case_081/q2_n4/result.json.gz
case_081,5,151795,30943,30943,4.905632937982743,0,0,0,0,14340,baseline,baseline_results_79_85/case_081/q2_n5/case_081_multicore_res.json,baseline_results_79_85/case_081/q2_n5/result.json.gz
case_082,2,721041,721041,364558,1.977849889455176,593798,593798,0,53760,50372,q1_selected,q2_optimization/case_082/n2/q1_selected/case_082_multicore_res.json,q2_optimization/case_082/n2/q1_selected/result.json.gz
case_082,3,721041,721041,250314,2.8805460341810685,1430284,1430284,0,59392,36804,q1_selected,q2_optimization/case_082/n3/q1_selected/case_082_multicore_res.json,q2_optimization/case_082/n3/q1_selected/result.json.gz
case_082,4,721041,721041,199865,3.607640157106047,1224850,1224850,0,54272,32452,q1_selected,q2_optimization/case_082/n4/q1_selected/case_082_multicore_res.json,q2_optimization/case_082/n4/q1_selected/result.json.gz
case_082,5,721041,721041,184992,3.8976874675661652,2697752,2697752,0,55296,31428,q1_selected,q2_optimization/case_082/n5/q1_selected/case_082_multicore_res.json,q2_optimization/case_082/n5/q1_selected/result.json.gz
case_083,2,1057993,644672,451436,2.343616813900531,1323616,930400,393216,517632,0,q1_selected,q2_optimization/case_083/n2/q1_selected/case_083_multicore_res.json,q2_optimization/case_083/n2/q1_selected/result.json.gz
case_083,3,1057993,512623,311028,3.4016004989904447,1942720,1860800,81920,520192,0,q1_selected,q2_optimization/case_083/n3/q1_selected/case_083_multicore_res.json,q2_optimization/case_083/n3/q1_selected/result.json.gz
case_083,4,1057993,450029,242608,4.360915551012333,2791200,2791200,0,499712,0,q1_selected,q2_optimization/case_083/n4/q1_selected/case_083_multicore_res.json,q2_optimization/case_083/n4/q1_selected/result.json.gz
case_083,5,1057993,442480,214373,4.935290358394014,3721600,3721600,0,483328,0,q1_selected,q2_optimization/case_083/n5/q1_selected/case_083_multicore_res.json,q2_optimization/case_083/n5/q1_selected/result.json.gz
case_084,2,2507412,1255052,1255052,1.9978550689533183,0,0,0,13824,9312,baseline,baseline_results_79_85/case_084/q2_n2/case_084_multicore_res.json,baseline_results_79_85/case_084/q2_n2/result.json.gz
case_084,3,2507412,836220,836220,2.998507569778288,0,0,0,13824,9312,baseline,baseline_results_79_85/case_084/q2_n3/case_084_multicore_res.json,baseline_results_79_85/case_084/q2_n3/result.json.gz
case_084,4,2507412,629028,629028,3.986169137144928,0,0,0,13824,9312,baseline,baseline_results_79_85/case_084/q2_n4/case_084_multicore_res.json,baseline_results_79_85/case_084/q2_n4/result.json.gz
case_084,5,2507412,503472,503472,4.98024120507198,0,0,0,13824,9312,baseline,baseline_results_79_85/case_084/q2_n5/case_084_multicore_res.json,baseline_results_79_85/case_084/q2_n5/result.json.gz
case_085,2,3187899,3187899,1660638,1.9196832783544637,2179718,2179718,0,67328,71684,q1_selected,q2_optimization/case_085/n2/q1_selected/case_085_multicore_res.json,q2_optimization/case_085/n2/q1_selected/result.json.gz
case_085,3,3187899,3187899,1121541,2.8424275171393645,5678092,5678092,0,74752,53892,q1_selected,q2_optimization/case_085/n3/q1_selected/case_085_multicore_res.json,q2_optimization/case_085/n3/q1_selected/result.json.gz
case_085,4,3187899,3187899,849039,3.7547144477462164,4356242,4356242,0,66560,43524,q1_selected,q2_optimization/case_085/n4/q1_selected/case_085_multicore_res.json,q2_optimization/case_085/n4/q1_selected/result.json.gz
case_085,5,3187899,3187899,744387,4.2825828500497725,9371160,9371160,0,64768,40196,q1_selected,q2_optimization/case_085/n5/q1_selected/case_085_multicore_res.json,q2_optimization/case_085/n5/q1_selected/result.json.gz
case_086,2,118403,118403,61451,1.9267871963027452,466662,466662,0,72192,27796,q1_selected,q2_optimization/case_086/n2/q1_selected/case_086_multicore_res.json,q2_optimization/case_086/n2/q1_selected/result.json.gz
case_086,3,118403,118403,47796,2.477257511088794,846924,846924,0,76320,23044,q1_selected,q2_optimization/case_086/n3/q1_selected/case_086_multicore_res.json,q2_optimization/case_086/n3/q1_selected/result.json.gz
case_086,4,118403,118403,38218,3.098095138416453,1160946,1160946,0,68448,18004,q1_selected,q2_optimization/case_086/n4/q1_selected/case_086_multicore_res.json,q2_optimization/case_086/n4/q1_selected/result.json.gz
case_086,5,118403,118403,39990,2.96081520380095,1583256,1583256,0,68448,17668,q1_selected,q2_optimization/case_086/n5/q1_selected/case_086_multicore_res.json,q2_optimization/case_086/n5/q1_selected/result.json.gz
case_087,2,3974071,1985234,1985234,2.0018148994022873,9999360,2004480,7994880,520704,59414,baseline,baseline_results_86_92/case_087/q2_n2/case_087_multicore_res.json,baseline_results_86_92/case_087/q2_n2/result.json.gz
case_087,3,3974071,1385253,1385253,2.8688412874760063,10722816,3663360,7059456,520704,59414,baseline,baseline_results_86_92/case_087/q2_n3/case_087_multicore_res.json,baseline_results_86_92/case_087/q2_n3/result.json.gz
case_087,4,3974071,1069661,1069661,3.715262125103187,11796480,5184000,6612480,520704,59414,baseline,baseline_results_86_92/case_087/q2_n4/case_087_multicore_res.json,baseline_results_86_92/case_087/q2_n4/result.json.gz
case_087,5,3974071,888504,888504,4.472766582930409,11773440,6289920,5483520,520704,59414,baseline,baseline_results_86_92/case_087/q2_n5/case_087_multicore_res.json,baseline_results_86_92/case_087/q2_n5/result.json.gz
case_088,2,243623,202290,142850,1.7054462723136157,832714,832714,0,141696,43398,q1_selected,q2_optimization/case_088/n2/q1_selected/case_088_multicore_res.json,q2_optimization/case_088/n2/q1_selected/result.json.gz
case_088,3,243623,202428,104238,2.3371802989312918,1725712,1725712,0,81280,39942,q1_selected,q2_optimization/case_088/n3/q1_selected/case_088_multicore_res.json,q2_optimization/case_088/n3/q1_selected/result.json.gz
case_088,4,243623,202670,80851,3.0132342209743848,1908310,1908310,0,78400,40324,q1_selected,q2_optimization/case_088/n4/q1_selected/case_088_multicore_res.json,q2_optimization/case_088/n4/q1_selected/result.json.gz
case_088,5,243623,202791,78740,3.094018288036576,2062102,2062102,0,78400,40134,q1_selected,q2_optimization/case_088/n5/q1_selected/case_088_multicore_res.json,q2_optimization/case_088/n5/q1_selected/result.json.gz
case_089,2,693092,346832,346832,1.998350786547954,238720,238720,0,259200,0,baseline,baseline_results_86_92/case_089/q2_n2/case_089_multicore_res.json,baseline_results_86_92/case_089/q2_n2/result.json.gz
case_089,3,693092,243614,243614,2.8450417463692563,477440,477440,0,259200,0,baseline,baseline_results_86_92/case_089/q2_n3/case_089_multicore_res.json,baseline_results_86_92/case_089/q2_n3/result.json.gz
case_089,4,693092,178160,178160,3.8902784014369107,716160,716160,0,259200,0,baseline,baseline_results_86_92/case_089/q2_n4/case_089_multicore_res.json,baseline_results_86_92/case_089/q2_n4/result.json.gz
case_089,5,693092,147432,147432,4.701096098540344,954880,954880,0,259200,0,baseline,baseline_results_86_92/case_089/q2_n5/case_089_multicore_res.json,baseline_results_86_92/case_089/q2_n5/result.json.gz
case_090,2,1178363,769224,473953,2.4862444166404685,2424960,2424960,0,505728,0,q1_selected,q2_optimization/case_090/n2/q1_selected/case_090_multicore_res.json,q2_optimization/case_090/n2/q1_selected/result.json.gz
case_090,3,1178363,657430,356824,3.302364751249916,4389120,4389120,0,516864,0,q1_selected,q2_optimization/case_090/n3/q1_selected/case_090_multicore_res.json,q2_optimization/case_090/n3/q1_selected/result.json.gz
case_090,4,1178363,608275,304033,3.875773353550437,6744960,6744960,0,499200,0,q1_selected,q2_optimization/case_090/n4/q1_selected/case_090_multicore_res.json,q2_optimization/case_090/n4/q1_selected/result.json.gz
case_090,5,1178363,542638,287918,4.092703478073618,8893440,8893440,0,498816,0,q1_selected,q2_optimization/case_090/n5/q1_selected/case_090_multicore_res.json,q2_optimization/case_090/n5/q1_selected/result.json.gz
