case,cores,evaluation_budget,completed_evaluations,best_cycles,speedup,elapsed_seconds_at_last_evaluation,stopped_before_budget
case_018,4,1,1,258133,3.89088958017766,2.024292800000694,False
case_018,4,2,2,258133,3.89088958017766,3.753865400001814,False
case_018,4,3,3,258133,3.89088958017766,4.839019499995629,False
case_018,4,4,3,258133,3.89088958017766,4.839019499995629,True
case_018,4,5,3,258133,3.89088958017766,4.839019499995629,True
case_018,4,6,3,258133,3.89088958017766,4.839019499995629,True
case_018,5,1,1,203865,4.926627915532338,1.9278721000009682,False
case_018,5,2,2,203865,4.926627915532338,3.638137599999027,False
case_018,5,3,3,203865,4.926627915532338,4.978129499999341,False
case_018,5,4,3,203865,4.926627915532338,4.978129499999341,True
case_018,5,5,3,203865,4.926627915532338,4.978129499999341,True
case_018,5,6,3,203865,4.926627915532338,4.978129499999341,True
case_019,2,1,1,43224,1.8772903942254304,0.155249499999627,False
case_019,2,2,2,43224,1.8772903942254304,0.3019464999961201,False
case_019,2,3,2,43224,1.8772903942254304,0.3019464999961201,True
case_019,2,4,2,43224,1.8772903942254304,0.3019464999961201,True
case_019,2,5,2,43224,1.8772903942254304,0.3019464999961201,True
case_019,2,6,2,43224,1.8772903942254304,0.3019464999961201,True
case_019,3,1,1,29121,2.7864427732564128,0.15267529999982798,False
case_019,3,2,2,29121,2.7864427732564128,0.26297820000036154,False
case_019,3,3,3,29121,2.7864427732564128,0.39416000000346685,False
case_019,3,4,3,29121,2.7864427732564128,0.39416000000346685,True
case_019,3,5,3,29121,2.7864427732564128,0.39416000000346685,True
case_019,3,6,3,29121,2.7864427732564128,0.39416000000346685,True
case_019,4,1,1,24099,3.3671106684924688,0.16009820000181207,False
case_019,4,2,2,24099,3.3671106684924688,0.29354109999985667,False
case_019,4,3,3,24099,3.3671106684924688,0.42630949999875156,False
case_019,4,4,3,24099,3.3671106684924688,0.42630949999875156,True
case_019,4,5,3,24099,3.3671106684924688,0.42630949999875156,True
case_019,4,6,3,24099,3.3671106684924688,0.42630949999875156,True
case_019,5,1,1,30768,2.637285491419657,0.1682615999961854,False
case_019,5,2,2,24169,3.357358599859324,0.2731008999980986,False
case_019,5,3,3,24169,3.357358599859324,0.3846540999948047,False
case_019,5,4,3,24169,3.357358599859324,0.3846540999948047,True
case_019,5,5,3,24169,3.357358599859324,0.3846540999948047,True
case_019,5,6,3,24169,3.357358599859324,0.3846540999948047,True
case_020,2,1,1,266580,1.9984469952734638,4.530430399994657,False
case_020,2,2,1,266580,1.9984469952734638,4.530430399994657,True
case_020,2,3,1,266580,1.9984469952734638,4.530430399994657,True
case_020,2,4,1,266580,1.9984469952734638,4.530430399994657,True
case_020,2,5,1,266580,1.9984469952734638,4.530430399994657,True
case_020,2,6,1,266580,1.9984469952734638,4.530430399994657,True
case_020,3,1,1,177950,2.993796010115201,3.3088782000049832,False
case_020,3,2,1,177950,2.993796010115201,3.3088782000049832,True
case_020,3,3,1,177950,2.993796010115201,3.3088782000049832,True
case_020,3,4,1,177950,2.993796010115201,3.3088782000049832,True
case_020,3,5,1,177950,2.993796010115201,3.3088782000049832,True
case_020,3,6,1,177950,2.993796010115201,3.3088782000049832,True
case_020,4,1,1,133704,3.984518039849219,2.709617000000435,False
case_020,4,2,1,133704,3.984518039849219,2.709617000000435,True
case_020,4,3,1,133704,3.984518039849219,2.709617000000435,True
case_020,4,4,1,133704,3.984518039849219,2.709617000000435,True
case_020,4,5,1,133704,3.984518039849219,2.709617000000435,True
case_020,4,6,1,133704,3.984518039849219,2.709617000000435,True
case_020,5,1,1,107650,4.948871342313051,2.508672399999341,False
case_020,5,2,1,107650,4.948871342313051,2.508672399999341,True
case_020,5,3,1,107650,4.948871342313051,2.508672399999341,True
case_020,5,4,1,107650,4.948871342313051,2.508672399999341,True
case_020,5,5,1,107650,4.948871342313051,2.508672399999341,True
case_020,5,6,1,107650,4.948871342313051,2.508672399999341,True
case_021,2,1,1,3194570,2.0559690349561914,2.3699346000066726,False
case_021,2,2,2,3194570,2.0559690349561914,4.449705900005938,False
case_021,2,3,2,3194570,2.0559690349561914,4.449705900005938,True
case_021,2,4,2,3194570,2.0559690349561914,4.449705900005938,True
case_021,2,5,2,3194570,2.0559690349561914,4.449705900005938,True
case_021,2,6,2,3194570,2.0559690349561914,4.449705900005938,True
case_021,3,1,1,2144024,3.063369160046716,4.651166799994826,False
case_021,3,2,2,2144024,3.063369160046716,6.413686699997925,False
case_021,3,3,2,2144024,3.063369160046716,6.413686699997925,True
case_021,3,4,2,2144024,3.063369160046716,6.413686699997925,True
case_021,3,5,2,2144024,3.063369160046716,6.413686699997925,True
case_021,3,6,2,2144024,3.063369160046716,6.413686699997925,True
case_021,4,1,1,1550324,4.236493145948847,1.4681295000045793,False
case_021,4,2,1,1550324,4.236493145948847,1.4681295000045793,True
case_021,4,3,1,1550324,4.236493145948847,1.4681295000045793,True
case_021,4,4,1,1550324,4.236493145948847,1.4681295000045793,True
case_021,4,5,1,1550324,4.236493145948847,1.4681295000045793,True
case_021,4,6,1,1550324,4.236493145948847,1.4681295000045793,True
case_021,5,1,1,1250168,5.253643510312214,4.546414599994023,False
case_021,5,2,1,1250168,5.253643510312214,4.546414599994023,True
case_021,5,3,1,1250168,5.253643510312214,4.546414599994023,True
case_021,5,4,1,1250168,5.253643510312214,4.546414599994023,True
case_021,5,5,1,1250168,5.253643510312214,4.546414599994023,True
case_021,5,6,1,1250168,5.253643510312214,4.546414599994023,True
case_022,2,1,1,28333,2.004023576747962,0.42327340000338154,False
case_022,2,2,2,28333,2.004023576747962,0.7204732000027434,False
case_022,2,3,2,28333,2.004023576747962,0.7204732000027434,True
case_022,2,4,2,28333,2.004023576747962,0.7204732000027434,True
case_022,2,5,2,28333,2.004023576747962,0.7204732000027434,True
case_022,2,6,2,28333,2.004023576747962,0.7204732000027434,True
case_022,3,1,1,19128,2.968423253868674,0.46235600000363775,False
case_022,3,2,2,19128,2.968423253868674,0.7666038000024855,False
case_022,3,3,2,19128,2.968423253868674,0.7666038000024855,True
case_022,3,4,2,19128,2.968423253868674,0.7666038000024855,True
case_022,3,5,2,19128,2.968423253868674,0.7666038000024855,True
case_022,3,6,2,19128,2.968423253868674,0.7666038000024855,True
case_022,4,1,1,14654,3.874709976798144,0.4418957000016235,False
case_022,4,2,2,14654,3.874709976798144,0.7531935000006342,False
case_022,4,3,2,14654,3.874709976798144,0.7531935000006342,True
case_022,4,4,2,14654,3.874709976798144,0.7531935000006342,True
case_022,4,5,2,14654,3.874709976798144,0.7531935000006342,True
case_022,4,6,2,14654,3.874709976798144,0.7531935000006342,True
case_022,5,1,1,11828,4.800473452823808,0.45141469999362016,False
case_022,5,2,2,11828,4.800473452823808,0.7528265000000829,False
case_022,5,3,2,11828,4.800473452823808,0.7528265000000829,True
case_022,5,4,2,11828,4.800473452823808,0.7528265000000829,True
case_022,5,5,2,11828,4.800473452823808,0.7528265000000829,True
case_022,5,6,2,11828,4.800473452823808,0.7528265000000829,True
case_023,2,1,1,61227,2.0026132261910594,0.3304913999963901,False
case_023,2,2,2,61227,2.0026132261910594,0.551479499998095,False
case_023,2,3,3,61227,2.0026132261910594,0.7676706999991438,False
case_023,2,4,4,61227,2.0026132261910594,1.024490899995726,False
case_023,2,5,4,61227,2.0026132261910594,1.024490899995726,True
case_023,2,6,4,61227,2.0026132261910594,1.024490899995726,True
case_023,3,1,1,41662,2.943065623349815,0.3101762000005692,False
case_023,3,2,2,41662,2.943065623349815,0.5153453000020818,False
case_023,3,3,3,41662,2.943065623349815,0.7326700999983586,False
case_023,3,4,4,41662,2.943065623349815,0.9716091000009328,False
case_023,3,5,4,41662,2.943065623349815,0.9716091000009328,True
case_023,3,6,4,41662,2.943065623349815,0.9716091000009328,True
case_023,4,1,1,31519,3.890161489894984,0.29777630000171484,False
case_023,4,2,2,31519,3.890161489894984,0.5088450999974157,False
case_023,4,3,3,31519,3.890161489894984,0.7258010000005015,False
case_023,4,4,4,31519,3.890161489894984,0.951858499996888,False
case_023,4,5,4,31519,3.890161489894984,0.951858499996888,True
case_023,4,6,4,31519,3.890161489894984,0.951858499996888,True
case_023,5,1,1,25191,4.867373268230717,0.36375650000263704,False
case_023,5,2,2,25191,4.867373268230717,0.5840591000014683,False
case_023,5,3,3,25191,4.867373268230717,0.810570400004508,False
case_023,5,4,4,25191,4.867373268230717,1.0222625000023982,False
case_023,5,5,4,25191,4.867373268230717,1.0222625000023982,True
case_023,5,6,4,25191,4.867373268230717,1.0222625000023982,True
case_024,2,1,1,2100694,1.2164279995087337,1.8526005000021541,False
case_024,2,2,2,2056594,1.2425121341402339,3.4133438000062597,False
case_024,2,3,2,2056594,1.2425121341402339,3.4133438000062597,True
case_024,2,4,2,2056594,1.2425121341402339,3.4133438000062597,True
case_024,2,5,2,2056594,1.2425121341402339,3.4133438000062597,True
case_024,2,6,2,2056594,1.2425121341402339,3.4133438000062597,True
case_024,3,1,1,1918543,1.3319185444371067,2.012913099999423,False
case_024,3,2,2,1918543,1.3319185444371067,3.6685415000029025,False
case_024,3,3,2,1918543,1.3319185444371067,3.6685415000029025,True
case_024,3,4,2,1918543,1.3319185444371067,3.6685415000029025,True
case_024,3,5,2,1918543,1.3319185444371067,3.6685415000029025,True
case_024,3,6,2,1918543,1.3319185444371067,3.6685415000029025,True
case_024,4,1,1,1841433,1.3876926285126856,2.112201700001606,False
case_024,4,2,2,1841433,1.3876926285126856,3.878277200004959,False
case_024,4,3,2,1841433,1.3876926285126856,3.878277200004959,True
case_024,4,4,2,1841433,1.3876926285126856,3.878277200004959,True
case_024,4,5,2,1841433,1.3876926285126856,3.878277200004959,True
case_024,4,6,2,1841433,1.3876926285126856,3.878277200004959,True
case_024,5,1,1,2218793,1.15168156741075,1.7620825999983936,False
case_024,5,2,2,2197193,1.1630034321063283,3.1508824999982608,False
case_024,5,3,2,2197193,1.1630034321063283,3.1508824999982608,True
case_024,5,4,2,2197193,1.1630034321063283,3.1508824999982608,True
case_024,5,5,2,2197193,1.1630034321063283,3.1508824999982608,True
case_024,5,6,2,2197193,1.1630034321063283,3.1508824999982608,True
case_025,2,1,1,2431840,1.9997310678334101,77.84134790000098,False
case_025,2,2,2,2431840,1.9997310678334101,150.8520148000025,False
case_025,2,3,2,2431840,1.9997310678334101,150.8520148000025,True
case_025,2,4,2,2431840,1.9997310678334101,150.8520148000025,True
case_025,2,5,2,2431840,1.9997310678334101,150.8520148000025,True
case_025,2,6,2,2431840,1.9997310678334101,150.8520148000025,True
case_025,3,1,1,1622164,2.9978633479722148,44.49523629999749,False
case_025,3,2,2,1622164,2.9978633479722148,109.76312389999657,False
case_025,3,3,2,1622164,2.9978633479722148,109.76312389999657,True
case_025,3,4,2,1622164,2.9978633479722148,109.76312389999657,True
case_025,3,5,2,1622164,2.9978633479722148,109.76312389999657,True
case_025,3,6,2,1622164,2.9978633479722148,109.76312389999657,True
case_025,4,1,1,1217444,3.9944555971362954,31.333211699995445,False
case_025,4,2,2,1217444,3.9944555971362954,67.29905249999865,False
case_025,4,3,2,1217444,3.9944555971362954,67.29905249999865,True
case_025,4,4,2,1217444,3.9944555971362954,67.29905249999865,True
case_025,4,5,2,1217444,3.9944555971362954,67.29905249999865,True
case_025,4,6,2,1217444,3.9944555971362954,67.29905249999865,True
case_025,5,1,1,975282,4.986276789687495,25.821380799992767,False
case_025,5,2,2,975282,4.986276789687495,62.53301589999319,False
case_025,5,3,2,975282,4.986276789687495,62.53301589999319,True
case_025,5,4,2,975282,4.986276789687495,62.53301589999319,True
case_025,5,5,2,975282,4.986276789687495,62.53301589999319,True
case_025,5,6,2,975282,4.986276789687495,62.53301589999319,True
case_026,2,1,1,58112,1.707100082599119,0.15097070000047097,False
case_026,2,2,2,58112,1.707100082599119,0.2946527000021888,False
case_026,2,3,2,58112,1.707100082599119,0.2946527000021888,True
case_026,2,4,2,58112,1.707100082599119,0.2946527000021888,True
case_026,2,5,2,58112,1.707100082599119,0.2946527000021888,True
case_026,2,6,2,58112,1.707100082599119,0.2946527000021888,True
case_026,3,1,1,41655,2.3815388308726444,0.1554474999938975,False
case_026,3,2,2,41655,2.3815388308726444,0.2917447999934666,False
case_026,3,3,2,41655,2.3815388308726444,0.2917447999934666,True
case_026,3,4,2,41655,2.3815388308726444,0.2917447999934666,True
case_026,3,5,2,41655,2.3815388308726444,0.2917447999934666,True
case_026,3,6,2,41655,2.3815388308726444,0.2917447999934666,True
case_026,4,1,1,42226,2.3493345332259743,0.1737303999980213,False
case_026,4,2,2,41655,2.3815388308726444,0.28549999999813735,False
case_026,4,3,2,41655,2.3815388308726444,0.28549999999813735,True
case_026,4,4,2,41655,2.3815388308726444,0.28549999999813735,True
case_026,4,5,2,41655,2.3815388308726444,0.28549999999813735,True
case_026,4,6,2,41655,2.3815388308726444,0.28549999999813735,True
case_026,5,1,1,44114,2.2487872330779344,0.16672549999930197,False
case_026,5,2,2,41655,2.3815388308726444,0.2803700000004028,False
case_026,5,3,3,41655,2.3815388308726444,0.4195971000008285,False
case_026,5,4,3,41655,2.3815388308726444,0.4195971000008285,True
case_026,5,5,3,41655,2.3815388308726444,0.4195971000008285,True
case_026,5,6,3,41655,2.3815388308726444,0.4195971000008285,True
case_027,2,1,1,1120962,2.10886006840553,0.5065173000039067,False
case_027,2,2,1,1120962,2.10886006840553,0.5065173000039067,True
case_027,2,3,1,1120962,2.10886006840553,0.5065173000039067,True
case_027,2,4,1,1120962,2.10886006840553,0.5065173000039067,True
case_027,2,5,1,1120962,2.10886006840553,0.5065173000039067,True
case_027,2,6,1,1120962,2.10886006840553,0.5065173000039067,True
case_027,3,1,1,837049,2.8241500796249683,0.6089971000037622,False
case_027,3,2,2,837049,2.8241500796249683,1.0883267000026535,False
case_027,3,3,2,837049,2.8241500796249683,1.0883267000026535,True
case_027,3,4,2,837049,2.8241500796249683,1.0883267000026535,True
case_027,3,5,2,837049,2.8241500796249683,1.0883267000026535,True
case_027,3,6,2,837049,2.8241500796249683,1.0883267000026535,True
case_027,4,1,1,559196,4.227412213249022,0.4595816000000923,False
case_027,4,2,1,559196,4.227412213249022,0.4595816000000923,True
case_027,4,3,1,559196,4.227412213249022,0.4595816000000923,True
case_027,4,4,1,559196,4.227412213249022,0.4595816000000923,True
case_027,4,5,1,559196,4.227412213249022,0.4595816000000923,True
case_027,4,6,1,559196,4.227412213249022,0.4595816000000923,True
case_027,5,1,1,681447,3.469018133471862,0.9138032000046223,False
case_027,5,2,2,558753,4.230763861670542,1.354644200000621,False
case_027,5,3,3,558753,4.230763861670542,1.7132167000017944,False
case_027,5,4,3,558753,4.230763861670542,1.7132167000017944,True
case_027,5,5,3,558753,4.230763861670542,1.7132167000017944,True
case_027,5,6,3,558753,4.230763861670542,1.7132167000017944,True
case_028,2,1,1,21935178,1.998435572303083,51.82984579999902,False
case_028,2,2,2,21935178,1.998435572303083,158.7506255000044,False
case_028,2,3,3,20232039,2.1666644671849435,167.58457179999823,False
case_028,2,4,3,20232039,2.1666644671849435,167.58457179999823,True
case_028,2,5,3,20232039,2.1666644671849435,167.58457179999823,True
case_028,2,6,3,20232039,2.1666644671849435,167.58457179999823,True
case_028,3,1,1,16770711,2.613845054034978,55.49131820000184,False
case_028,3,2,2,16652689,2.632370063477436,74.15526540000428,False
case_028,3,3,3,13752644,3.1874627162602334,80.94098350000422,False
case_028,3,4,3,13752644,3.1874627162602334,80.94098350000422,True
case_028,3,5,3,13752644,3.1874627162602334,80.94098350000422,True
case_028,3,6,3,13752644,3.1874627162602334,80.94098350000422,True
case_028,4,1,1,12928802,3.3905724598458544,24.802882800002408,False
case_028,4,2,2,12928802,3.3905724598458544,64.4676643999992,False
case_028,4,3,3,10332290,4.2426257877005,72.93683299999975,False
case_028,4,4,3,10332290,4.2426257877005,72.93683299999975,True
case_028,4,5,3,10332290,4.2426257877005,72.93683299999975,True
case_028,4,6,3,10332290,4.2426257877005,72.93683299999975,True
case_028,5,1,1,10637370,4.120947189013826,22.02700349999941,False
case_028,5,2,2,10637370,4.120947189013826,55.384589499997674,False
case_028,5,3,3,8377037,5.232881268162,62.264826300001005,False
case_028,5,4,3,8377037,5.232881268162,62.264826300001005,True
case_028,5,5,3,8377037,5.232881268162,62.264826300001005,True
case_028,5,6,3,8377037,5.232881268162,62.264826300001005,True
case_029,2,1,1,19740,1.9024822695035462,0.2531107000031625,False
case_029,2,2,2,19740,1.9024822695035462,0.5147828999979538,False
case_029,2,3,2,19740,1.9024822695035462,0.5147828999979538,True
case_029,2,4,2,19740,1.9024822695035462,0.5147828999979538,True
case_029,2,5,2,19740,1.9024822695035462,0.5147828999979538,True
case_029,2,6,2,19740,1.9024822695035462,0.5147828999979538,True
case_029,3,1,1,12743,2.9471082162756024,0.21819780000078026,False
case_029,3,2,1,12743,2.9471082162756024,0.21819780000078026,True
case_029,3,3,1,12743,2.9471082162756024,0.21819780000078026,True
case_029,3,4,1,12743,2.9471082162756024,0.21819780000078026,True
case_029,3,5,1,12743,2.9471082162756024,0.21819780000078026,True
case_029,3,6,1,12743,2.9471082162756024,0.21819780000078026,True
case_029,4,1,1,11028,3.405422560754443,0.22668020000128308,False
case_029,4,2,1,11028,3.405422560754443,0.22668020000128308,True
case_029,4,3,1,11028,3.405422560754443,0.22668020000128308,True
case_029,4,4,1,11028,3.405422560754443,0.22668020000128308,True
case_029,4,5,1,11028,3.405422560754443,0.22668020000128308,True
case_029,4,6,1,11028,3.405422560754443,0.22668020000128308,True
case_029,5,1,1,9383,4.002451241607162,0.21847430000343593,False
case_029,5,2,1,9383,4.002451241607162,0.21847430000343593,True
case_029,5,3,1,9383,4.002451241607162,0.21847430000343593,True
case_029,5,4,1,9383,4.002451241607162,0.21847430000343593,True
case_029,5,5,1,9383,4.002451241607162,0.21847430000343593,True
case_029,5,6,1,9383,4.002451241607162,0.21847430000343593,True
case_030,2,1,1,1401423,2.003701951516423,26.826692800001183,False
case_030,2,2,1,1401423,2.003701951516423,26.826692800001183,True
case_030,2,3,1,1401423,2.003701951516423,26.826692800001183,True
case_030,2,4,1,1401423,2.003701951516423,26.826692800001183,True
case_030,2,5,1,1401423,2.003701951516423,26.826692800001183,True
case_030,2,6,1,1401423,2.003701951516423,26.826692800001183,True
case_030,3,1,1,933969,3.0065601749094455,26.791403700000956,False
case_030,3,2,1,933969,3.0065601749094455,26.791403700000956,True
case_030,3,3,1,933969,3.0065601749094455,26.791403700000956,True
case_030,3,4,1,933969,3.0065601749094455,26.791403700000956,True
case_030,3,5,1,933969,3.0065601749094455,26.791403700000956,True
case_030,3,6,1,933969,3.0065601749094455,26.791403700000956,True
case_030,4,1,1,699591,4.0138223619228945,25.256824700001744,False
case_030,4,2,1,699591,4.0138223619228945,25.256824700001744,True
case_030,4,3,1,699591,4.0138223619228945,25.256824700001744,True
case_030,4,4,1,699591,4.0138223619228945,25.256824700001744,True
case_030,4,5,1,699591,4.0138223619228945,25.256824700001744,True
case_030,4,6,1,699591,4.0138223619228945,25.256824700001744,True
case_030,5,1,1,561192,5.0036957048568045,27.056687699994654,False
case_030,5,2,1,561192,5.0036957048568045,27.056687699994654,True
case_030,5,3,1,561192,5.0036957048568045,27.056687699994654,True
case_030,5,4,1,561192,5.0036957048568045,27.056687699994654,True
case_030,5,5,1,561192,5.0036957048568045,27.056687699994654,True
case_030,5,6,1,561192,5.0036957048568045,27.056687699994654,True
case_031,2,1,1,735345,1.923408740115184,9.1408792000002,False
case_031,2,2,2,728285,1.9420542782015282,14.924832700002298,False
case_031,2,3,3,728285,1.9420542782015282,20.997872499996447,False
case_031,2,4,4,728285,1.9420542782015282,24.245781899997382,False
case_031,2,5,5,728285,1.9420542782015282,29.914483699998527,False
case_031,2,6,5,728285,1.9420542782015282,29.914483699998527,True
case_031,3,1,1,486363,2.9080522161430866,8.095638800004963,False
case_031,3,2,2,486363,2.9080522161430866,13.885573999999906,False
case_031,3,3,3,486363,2.9080522161430866,19.985514400003012,False
case_031,3,4,4,486363,2.9080522161430866,22.632797300000675,False
case_031,3,5,4,486363,2.9080522161430866,22.632797300000675,True
case_031,3,6,4,486363,2.9080522161430866,22.632797300000675,True
case_031,4,1,1,398198,3.5519239172471986,8.805261099994823,False
case_031,4,2,2,391604,3.611732770860359,14.902877699998498,False
case_031,4,3,3,391604,3.611732770860359,20.797192799996992,False
case_031,4,4,4,391604,3.611732770860359,23.33108219999849,False
case_031,4,5,5,390820,3.618978046159357,29.613131300000532,False
case_031,4,6,5,390820,3.618978046159357,29.613131300000532,True
case_031,5,1,1,308135,4.590095250458403,8.698699799999304,False
case_031,5,2,2,305628,4.627746803303363,14.548430199996801,False
case_031,5,3,3,305628,4.627746803303363,20.510987900001055,False
case_031,5,4,4,305628,4.627746803303363,24.124655100000382,False
case_031,5,5,5,303368,4.66222211966984,29.958425700002408,False
case_031,5,6,5,303368,4.66222211966984,29.958425700002408,True
case_032,2,1,1,21880,1.8941042047531993,0.22999559999880148,False
case_032,2,2,2,21880,1.8941042047531993,0.3845581999994465,False
case_032,2,3,3,21880,1.8941042047531993,0.5791221000035875,False
case_032,2,4,3,21880,1.8941042047531993,0.5791221000035875,True
case_032,2,5,3,21880,1.8941042047531993,0.5791221000035875,True
case_032,2,6,3,21880,1.8941042047531993,0.5791221000035875,True
case_032,3,1,1,15402,2.690754447474354,0.24882689999503782,False
case_032,3,2,1,15402,2.690754447474354,0.24882689999503782,True
case_032,3,3,1,15402,2.690754447474354,0.24882689999503782,True
case_032,3,4,1,15402,2.690754447474354,0.24882689999503782,True
case_032,3,5,1,15402,2.690754447474354,0.24882689999503782,True
case_032,3,6,1,15402,2.690754447474354,0.24882689999503782,True
case_032,4,1,1,14274,2.9033907804399606,0.2505228999943938,False
case_032,4,2,2,14274,2.9033907804399606,0.4268792000002577,False
case_032,4,3,2,14274,2.9033907804399606,0.4268792000002577,True
case_032,4,4,2,14274,2.9033907804399606,0.4268792000002577,True
case_032,4,5,2,14274,2.9033907804399606,0.4268792000002577,True
case_032,4,6,2,14274,2.9033907804399606,0.4268792000002577,True
case_032,5,1,1,10415,3.9791646663466156,0.23246159999689553,False
case_032,5,2,2,10415,3.9791646663466156,0.39962129999912577,False
case_032,5,3,2,10415,3.9791646663466156,0.39962129999912577,True
case_032,5,4,2,10415,3.9791646663466156,0.39962129999912577,True
case_032,5,5,2,10415,3.9791646663466156,0.39962129999912577,True
case_032,5,6,2,10415,3.9791646663466156,0.39962129999912577,True
case_033,2,1,1,897883,1.975976825488399,4.144109499997285,False
case_033,2,2,2,897883,1.975976825488399,7.787787399996887,False
case_033,2,3,3,897883,1.975976825488399,11.286935099997208,False
case_033,2,4,4,897883,1.975976825488399,13.406417300000612,False
case_033,2,5,4,897883,1.975976825488399,13.406417300000612,True
case_033,2,6,4,897883,1.975976825488399,13.406417300000612,True
case_033,3,1,1,604202,2.9364285454202403,3.8950961000009556,False
case_033,3,2,2,603183,2.9413892632915717,7.396701100005885,False
case_033,3,3,3,601626,2.9490015391622038,10.744709200000216,False
case_033,3,4,4,601626,2.9490015391622038,12.450700500005041,False
case_033,3,5,5,600594,2.954068805216169,15.829560199999833,False
case_033,3,6,6,600373,2.9551562112220235,19.26233019999927,False
case_033,4,1,1,460454,3.853144939559652,3.7481267000039225,False
case_033,4,2,2,460454,3.853144939559652,7.031028800003696,False
case_033,4,3,3,455815,3.8923598389697576,10.400055099999008,False
case_033,4,4,4,455815,3.8923598389697576,12.538719399999536,False
case_033,4,5,5,453882,3.908936683983943,15.721708600001875,False
case_033,4,6,6,453882,3.908936683983943,18.92844309999782,False
case_033,5,1,1,376794,4.708663089115007,3.5896063999971375,False
case_033,5,2,2,367123,4.832701846520104,6.697056600001815,False
case_033,5,3,3,367123,4.832701846520104,9.771992699999828,False
case_033,5,4,4,367123,4.832701846520104,12.576966300002823,False
case_033,5,5,5,361866,4.902908811549026,15.771755100002338,False
case_033,5,6,6,361866,4.902908811549026,19.00546739999845,False
case_034,2,1,1,418129,2.016114644045259,3.775411600006919,False
case_034,2,2,2,418129,2.016114644045259,6.916143200003717,False
case_034,2,3,3,418129,2.016114644045259,9.915939400001662,False
case_034,2,4,4,418129,2.016114644045259,12.330271200000425,False
case_034,2,5,4,418129,2.016114644045259,12.330271200000425,True
case_034,2,6,4,418129,2.016114644045259,12.330271200000425,True
case_034,3,1,1,282515,2.9838982000955703,3.940959200001089,False
case_034,3,2,2,282515,2.9838982000955703,6.9851905000032275,False
case_034,3,3,3,282515,2.9838982000955703,10.106337999997777,False
case_034,3,4,4,282515,2.9838982000955703,12.66106750000472,False
case_034,3,5,4,282515,2.9838982000955703,12.66106750000472,True
case_034,3,6,4,282515,2.9838982000955703,12.66106750000472,True
case_034,4,1,1,213112,3.955647734524569,3.763619799996377,False
case_034,4,2,2,213112,3.955647734524569,6.539295000002312,False
case_034,4,3,3,213112,3.955647734524569,9.29559159999917,False
case_034,4,4,3,213112,3.955647734524569,9.29559159999917,True
case_034,4,5,3,213112,3.955647734524569,9.29559159999917,True
case_034,4,6,3,213112,3.955647734524569,9.29559159999917,True
case_034,5,1,1,178096,4.733379750247058,3.6831755000021076,False
case_034,5,2,2,178096,4.733379750247058,6.543069700004708,False
case_034,5,3,3,178096,4.733379750247058,9.439654500005418,False
case_034,5,4,3,178096,4.733379750247058,9.439654500005418,True
case_034,5,5,3,178096,4.733379750247058,9.439654500005418,True
case_034,5,6,3,178096,4.733379750247058,9.439654500005418,True
case_035,2,1,1,95406,1.7773620107750037,2.5707076999970013,False
case_035,2,2,2,95406,1.7773620107750037,3.5541649000006146,False
case_035,2,3,3,95406,1.7773620107750037,4.611854399998265,False
case_035,2,4,3,95406,1.7773620107750037,4.611854399998265,True
case_035,2,5,3,95406,1.7773620107750037,4.611854399998265,True
case_035,2,6,3,95406,1.7773620107750037,4.611854399998265,True
case_035,3,1,1,95424,1.77702674379611,2.2397381999981008,False
case_035,3,2,2,95406,1.7773620107750037,4.620926800002053,False
case_035,3,3,3,95406,1.7773620107750037,5.728170299997146,False
case_035,3,4,4,95406,1.7773620107750037,6.746531299999333,False
case_035,3,5,4,95406,1.7773620107750037,6.746531299999333,True
case_035,3,6,4,95406,1.7773620107750037,6.746531299999333,True
case_035,4,1,1,95442,1.7766916032773832,2.242064699996263,False
case_035,4,2,2,95406,1.7773620107750037,4.551008999995247,False
case_035,4,3,3,95406,1.7773620107750037,5.674004000000423,False
case_035,4,4,4,95406,1.7773620107750037,6.781582399999024,False
case_035,4,5,4,95406,1.7773620107750037,6.781582399999024,True
case_035,4,6,4,95406,1.7773620107750037,6.781582399999024,True
case_035,5,1,1,69979,2.423169808085283,1.4016090000004624,False
case_035,5,2,2,69979,2.423169808085283,2.4145783999993,False
case_035,5,3,3,62135,2.729073790939084,3.336136500001885,False
case_035,5,4,3,62135,2.729073790939084,3.336136500001885,True
case_035,5,5,3,62135,2.729073790939084,3.336136500001885,True
case_035,5,6,3,62135,2.729073790939084,3.336136500001885,True
case_036,2,1,1,466068,1.998656848356892,1.307065100001637,False
case_036,2,2,1,466068,1.998656848356892,1.307065100001637,True
case_036,2,3,1,466068,1.998656848356892,1.307065100001637,True
case_036,2,4,1,466068,1.998656848356892,1.307065100001637,True
case_036,2,5,1,466068,1.998656848356892,1.307065100001637,True
case_036,2,6,1,466068,1.998656848356892,1.307065100001637,True
case_036,3,1,1,311345,2.991890025534375,1.0485900999992737,False
case_036,3,2,1,311345,2.991890025534375,1.0485900999992737,True
case_036,3,3,1,311345,2.991890025534375,1.0485900999992737,True
case_036,3,4,1,311345,2.991890025534375,1.0485900999992737,True
case_036,3,5,1,311345,2.991890025534375,1.0485900999992737,True
case_036,3,6,1,311345,2.991890025534375,1.0485900999992737,True
case_036,4,1,1,233584,3.987901568600589,0.9278438000037568,False
