case,cores,singlecore_cycles,initial_cycles,makespan_cycles,initial_speedup,speedup,reduction_percent,added_copy_bytes,spill_bytes,peak_l1_bytes,peak_ub_bytes,locality_ratio,internalized_bytes,buffer85_ok,evaluations,wall_seconds,selected
case_082,3,721041,721041,247965,1.0,2.9078337668622587,65.61013867449978,1538572,0,82944,57060,0.8631118491355121,7185344,True,8,14.870202255027834,split_s13_d20_c1
case_082,4,721041,721041,200407,1.0,3.5978833074693,72.20588010945286,1373330,0,46080,32452,0.8447842431790401,7032768,True,8,15.100746613985393,valley_w6_k4
case_082,5,721041,721041,185479,1.0,3.887453566171912,74.27622007625087,2773528,0,52352,31556,0.8372963706112533,6970432,True,8,16.567261422984302,valley_w6_k5
case_083,2,1057993,644672,412089,1.6411337858631987,2.5673895687582053,36.077726347662065,1192256,0,410112,0,0.9818902093944539,14213120,True,8,18.92720511200605,move_s0_c1
case_083,3,1057993,512623,284785,2.0638812538649263,3.7150587285144936,44.44552819518437,2040736,0,328192,0,0.987549518958687,14295040,True,8,18.1678810629528,move_s0_c1
case_083,4,1057993,450029,211087,2.350944050272316,5.012118226134248,53.09480055729742,2791200,0,279040,0,1.0,14475264,True,8,21.3403152290266,band_w2_k4
case_083,5,1057993,442480,183487,2.3910527029470257,5.766037920942628,58.53213704574218,3836000,0,262656,0,0.9920769666100736,14360576,True,8,18.5826257840381,move_s0_c1
case_084,2,2507412,1255052,686924,1.9978550689533183,3.650202933657872,45.26728772991079,9427968,9427968,10752,129120,1.0,34946496,False,8,75.25938272697385,band_w4_k2
case_084,3,2507412,836220,458172,2.998507569778288,5.472643461407507,45.20915548539858,9179136,9179136,10752,129120,1.0,34946496,False,8,85.16082706901943,band_w4_k3
case_084,4,2507412,629028,384788,3.986169137144928,6.516346663617369,38.828160272674666,8930304,8930304,10752,129120,1.0,34946496,False,8,73.74697086698143,band_w4_k4
case_084,5,2507412,503472,375094,4.98024120507198,6.6847563544071615,25.498538151078908,8681472,8681472,10752,129120,1.0,34946496,False,8,75.76370617299108,band_w4_k5
case_085,2,3187899,3187899,1660638,1.0,1.9196832783544637,47.90807362466628,2179718,0,67328,71684,0.900372220542671,36024512,True,8,139.3038952309871,valley_w6_k2
case_085,3,3187899,3187899,1126371,1.0,2.83023888221554,64.66729341174234,5683212,0,102784,55748,0.8667747977740348,34680256,True,8,133.5396109079593,valley_w1_k3
case_085,4,3187899,3187899,835931,1.0,3.813591073904425,73.77799610338973,4919442,0,57344,44292,0.851185363270934,34056512,True,8,125.87419222900644,valley_w6_k4
case_085,5,3187899,3187899,744164,1.0,4.283866190785902,76.65660047573652,9417240,0,67328,40452,0.8476375112569922,33914560,True,8,146.3841169049847,eft_placement
case_086,2,118403,118403,62533,1.0,1.8934482593190796,47.18630440107092,418278,0,46656,33940,0.9001441735096847,5514240,True,8,18.893939362023957,valley_w6_k2
case_086,3,118403,118403,47689,1.0,2.482815743672545,59.7231489067,1096140,0,46464,25348,0.866200714599135,5306304,True,8,20.027560196002014,valley_w6_k3
case_086,4,118403,118403,35706,1.0,3.316053324371254,69.84366950161736,971058,0,28800,20596,0.8494170375477966,5203488,True,8,19.901442258036695,valley_w6_k4
case_086,5,118403,118403,37360,1.0,3.169245182012848,68.44674543719331,992750,0,33216,21076,0.8503886416348022,5209440,True,8,29.888979625015054,eft_placement
case_087,2,3974071,1985234,1985234,2.0018148994022873,2.0018148994022873,0.0,9999360,7994880,520704,59414,1.0,53538484,False,6,199.22714862797875,base_w0_k2
case_087,3,3974071,1385253,1358472,2.8688412874760063,2.925397799881043,1.9332930518829412,16394342,6784848,520704,63992,0.9226422623397406,49396868,False,5,186.71174492896535,valley_w1_k3
case_087,4,3974071,1069661,1025060,3.715262125103187,3.876915497629407,4.169638792103292,22413298,6674976,520704,42632,0.9138859441742878,48928068,False,5,186.86822244600626,valley_w1_k4
case_087,5,3974071,888504,885740,4.472766582930409,4.486724095106916,0.3110846996749593,25908378,5434800,520704,41432,0.9061391428266815,48513316,False,5,191.54432704800274,valley_w1_k5
case_088,2,243623,202290,135849,1.2043254733303672,1.7933367194458554,32.84443126204953,850054,0,97152,43638,0.9163960270679221,4163134,True,8,11.713512883987278,valley_w1_k2
case_088,3,243623,202428,96111,1.2035044559053096,2.5348087107615154,52.52089631869109,1473104,0,84672,40932,0.8814015235061332,4004156,True,8,13.017292645003181,valley_w1_k3
case_088,4,243623,202670,87538,1.2020674002072333,2.7830542164545684,56.807618295751716,2048310,0,85248,37060,0.8638868821129567,3924588,True,8,13.574276485014707,valley_w1_k4
case_088,5,243623,202791,84993,1.2013501585376076,2.866388996740908,58.088376703108125,2165946,0,78592,37058,0.8644856130674792,3927308,True,8,17.14790235395776,eft_placement
case_089,2,693092,346832,295856,1.998350786547954,2.3426667027202424,14.697605757254232,238720,0,249928,0,1.0,9646080,True,8,21.14284777303692,band_w2_k2
case_089,3,693092,243614,234570,2.8450417463692563,2.9547341944835233,3.712430320096546,866560,0,145408,0,0.9798301486199575,9451520,True,8,26.87864918599371,band_w8_k3
case_089,4,693092,178160,148856,3.8902784014369107,4.656124039340034,16.448136506511002,716160,0,127048,0,1.0,9646080,True,8,21.21362036600476,band_w2_k4
case_089,5,693092,147432,120170,4.701096098540344,5.767595905800117,18.491236637907644,954880,0,102656,0,1.0,9646080,True,8,21.261289665999357,band_w2_k5
case_090,2,1178363,769224,469913,1.5318853805913493,2.5076194955236395,38.91077241479725,2128128,0,369024,0,0.9866078719581904,2319744,True,8,6.205484836013056,move_s18_c1
case_090,3,1178363,657430,331451,1.7923778957455547,3.555165016850153,49.58383402035198,4610664,0,342912,0,0.924546790788829,2173824,True,8,6.979807670984883,move_s18_c2
case_090,4,1178363,608275,294508,1.9372208293945994,4.0011239083488395,51.58308330935843,6759552,0,350400,0,0.913849420218847,2148672,True,8,6.4728153989999555,eft_placement
case_090,5,1178363,542638,283224,2.171545302761694,4.160533711832331,47.80608803659161,8873472,0,343680,0,0.940552016985138,2211456,True,8,7.668784235953353,eft_placement
case_091,2,9186769,4590046,4578985,2.0014546695174733,2.0062893850929844,0.24097797712702662,57363840,50750336,523776,4100,0.9992428148861167,91892028,False,5,198.37948735099053,valley_w6_k2
case_091,3,9186769,3070809,3070809,2.9916445470884057,2.9916445470884057,0.0,63099200,50142528,523776,4100,1.0,91961660,False,5,195.11189496400766,base_w0_k3
case_091,4,9186769,2315529,2311660,3.967460135459327,3.97410042999403,0.16708924828840407,65431968,45944128,523776,4100,0.9988864924795834,91859260,False,5,199.3117533979821,valley_w6_k4
case_091,5,9186769,1874503,1874503,4.900909200998878,4.900909200998878,0.0,71279104,45365760,523776,4100,1.0,91961660,False,5,189.64488216902828,base_w0_k5
case_092,2,4815554,2828252,2016618,1.702660866146298,2.3879356427444365,28.697372087070036,10588768,9658368,524288,0,1.0,66306048,False,8,131.9994118710165,split_s20_d105_c0
case_092,3,4815554,2231804,1350406,2.157695747476033,3.5660045941739003,39.492625696521735,8324288,6365184,522240,0,0.9992587101556709,66256896,False,8,180.81922008702531,chain_s30_r1177_d103_c1
case_092,4,4815554,1927728,994547,2.4980464048869964,4.8419571925710905,48.408333540831485,6297376,3473408,524288,0,0.9997529033852236,66289664,False,8,166.6809074729681,chain_s4_r52_d3_c2
case_092,5,4815554,1649430,798228,2.919526139332982,6.032805163437013,51.60582746767065,3983744,229376,517120,0,0.9997529033852236,66289664,False,8,144.4678693379974,chain_s5_r52_d3_c2
case_093,2,74205,37827,37827,1.9616940280751844,1.9616940280751844,0.0,8192,0,20480,0,1.0,989184,True,8,1.576836441992782,base_w0_k2
case_093,3,74205,25103,25103,2.956021192686133,2.956021192686133,0.0,16384,0,20480,0,1.0,989184,True,8,1.801758452958893,base_w0_k3
case_093,4,74205,19779,19779,3.751706355225239,3.751706355225239,0.0,24576,0,20480,0,1.0,989184,True,8,1.785345506039448,base_w0_k4
case_093,5,74205,15876,15876,4.674036281179139,4.674036281179139,0.0,32768,0,20480,0,1.0,989184,True,8,1.944257044000551,base_w0_k5
case_094,2,94892,53614,45604,1.7699108441824896,2.0807823875098674,14.940127578617526,247608,0,74496,104448,0.9705982634196324,2197648,True,8,2.500693485024385,eft_placement
case_094,3,94892,39889,36263,2.37890145152799,2.6167719162783003,9.090225375416782,462404,0,80640,114688,0.9457287719391225,2141338,False,8,3.6664637710200623,move_s1_c2
case_094,4,94892,30709,30709,3.090038750854798,3.090038750854798,0.0,318816,0,75776,40960,1.0,2264220,True,8,2.25443329999689,base_w0_k4
case_094,5,94892,25530,25370,3.716882099490795,3.7403232163973197,0.626713670191931,259204,0,80640,40960,0.9999991166936075,2264218,True,8,2.398016937018838,chain_s3_r1245_d7_c0
case_095,2,2084853,1042890,573788,1.9991111238960964,3.633490069503022,44.9809663531149,16588800,16588800,30720,129216,1.0,59786496,False,8,26.160664687980898,band_w4_k2
case_095,3,2084853,695775,474501,2.9964471273040854,4.393779992033736,31.80252236714455,16367616,16367616,30720,129216,1.0,59786496,False,8,28.8391743079992,band_w4_k3
case_095,4,2084853,524422,468207,3.9755254356224565,4.4528445751558605,10.719420619272265,16146432,16146432,30720,129216,1.0,59786496,False,8,26.370270510029513,band_w4_k4
case_095,5,2084853,420852,420852,4.953886401870491,4.953886401870491,0.0,0,0,36864,37056,1.0,59786496,True,8,21.065925576956943,base_w0_k5
case_096,2,84194,47175,46054,1.7847164811870695,1.8281582490120294,2.3762586115527293,676784,0,109312,86016,0.878911366119477,2072248,True,8,4.0382306079845876,band_w4_k2
case_096,3,84194,33662,33662,2.5011585764363375,2.5011585764363375,0.0,67392,0,72576,20480,1.0,2357744,True,8,3.526581555022858,base_w0_k3
case_096,4,84194,26984,26984,3.120145271271865,3.120145271271865,0.0,78336,0,72576,20480,1.0,2357744,True,8,3.71021591196768,base_w0_k4
case_096,5,84194,27053,26984,3.112187188112224,3.120145271271865,0.25505489224854916,78336,0,72576,20480,1.0,2357744,True,8,4.888750135025475,base_w0_k4
case_097,2,11491509,5617602,5569334,2.045625339780212,2.0633542538479466,0.859227834225351,12435456,9560064,524288,0,0.9980085784313726,80056320,False,8,38.77681764902081,chain_s0_r1039_d40_c1
case_097,3,11491509,3660459,3660459,3.1393628503966307,3.1393628503966307,0.0,16031744,7512064,524288,0,1.0,80216064,False,8,43.0502509479993,base_w0_k3
case_097,4,11491509,2626908,2626303,4.37453805005733,4.375545776705887,0.02303087888879245,14602240,6615040,524288,0,0.9980085784313726,80056320,False,8,38.010632284975145,chain_s0_r1245_d40_c1
case_097,5,11491509,2102348,2102348,5.466035594487687,5.466035594487687,0.0,21311488,4272128,524288,0,1.0,80216064,False,8,45.48030402697623,base_w0_k5
case_098,2,177430,89756,89756,1.9768037791345425,1.9768037791345425,0.0,0,0,229376,110620,1.0,7222982,True,7,3.1634032459696755,base_w0_k2
case_098,3,177430,89825,79326,1.9752852769273588,2.236719360613166,11.688282772056777,1605796,20480,131072,122890,0.9296575846374807,6714900,False,8,4.4705771210137755,chain_s20_r1173_d43_c1
case_098,4,177430,89894,60423,1.973769105835762,2.936464591298016,32.784168020112574,1991692,0,94208,126984,0.8896198273787751,6425708,False,8,7.86939246597467,eft_placement
case_098,5,177430,90168,69570,1.9677712714044895,2.5503809113123475,22.844024487623102,1396952,0,98304,65542,0.9443963725785278,6821358,True,8,4.801567938993685,move_s14_c4
case_099,2,1622999,811392,810994,2.0002649767313456,2.0012466183473614,0.04905150654677394,7031572,5125248,524288,8490,0.9999310941947268,12218738,False,8,31.54089882603148,data_w8_k2
case_099,3,1622999,539533,539528,3.008155200886693,3.0081830785427264,0.0009267273734878126,8335688,4521984,524288,7696,0.9998661165113695,12217944,False,8,35.87587101000827,data_w8_k3
case_099,4,1622999,406807,406807,3.989604407003813,3.989604407003813,0.0,9322496,3608576,524288,6144,1.0,12219580,False,8,32.572762413998134,base_w0_k4
case_099,5,1622999,337221,337091,4.81286456062938,4.814720654066706,0.03855038683830485,10706048,3080192,524288,6144,0.9997486001973881,12216508,False,8,41.797595538024325,split_s0_d15_c1
case_100,2,151223,90243,81499,1.6757310816351407,1.8555196996282164,9.68939419123921,1337472,221184,253568,131072,0.8942328848024457,3706674,False,8,5.926570890005678,band_w4_k2
case_100,3,151223,57811,57811,2.6158170590372074,2.6158170590372074,0.0,72192,0,229376,81920,1.0,4145088,True,8,4.506121108017396,base_w0_k3
case_100,4,151223,58086,49225,2.603432840959956,3.0720771965464704,15.254966773404952,1605304,0,104192,65546,0.8707419480599689,3609302,True,8,8.383945139998104,eft_placement
case_100,5,151223,58085,46722,2.603477662047,3.236655108942254,19.56270982181286,1633852,0,109056,66050,0.8773391541988976,3636648,True,8,8.180511671002023,eft_placement
