case,cores,makespan_cycles,added_copy_bytes,scheduled_copy_bytes,spill_bytes,peak_l1_bytes,peak_ub_bytes,evaluations,wall_seconds,selected,bound_pruned,invalid_candidates,stop_reason,global_lower_bound_cycles,certified_gap,singlecore_cycles,baseline_cycles,speedup,baseline_speedup,reduction_percent
case_069,3,11285,218794,344848,0,56928,13920,2,0.6524381000053836,terminal_w5,2,0,fixed_candidate_budget,5558.0,1.0304066210867218,25144,25144,2.2280903854674348,1.0,55.118517340120896
case_069,4,11326,271118,397172,0,38400,13920,2,0.6392899000056786,terminal_w6,2,0,fixed_candidate_budget,4168.5,1.7170445004198154,25144,25144,2.220024721878863,1.0,54.9554565701559
case_069,5,9133,267954,394008,0,55392,13920,4,0.9701662999941618,greedy_schedule,1,0,fixed_candidate_budget,3334.8,1.7386949742113469,25144,25144,2.75309317858316,1.0,63.67721921730831
case_070,2,58525,129536,549500,0,114176,16392,4,1.4553409000000102,component_baseline,0,0,fixed_candidate_budget,45916.0,0.27461015767924035,117300,58525,2.0042716787697565,2.0042716787697565,0.0
case_070,3,45661,259072,679036,0,118016,12290,3,1.1831338000047253,component_baseline,1,0,fixed_candidate_budget,30610.666666666668,0.49166957052008,117300,45661,2.568931911259061,2.568931911259061,0.0
case_070,4,36336,360960,780924,0,102400,16392,4,1.4595736999981455,component_baseline,0,0,fixed_candidate_budget,22958.0,0.5827162644829689,117300,36336,3.228203434610304,3.228203434610304,0.0
case_070,5,27664,462848,882812,0,104192,16392,4,1.5869560999999521,component_baseline,0,0,fixed_candidate_budget,18366.4,0.5062287655719138,117300,27664,4.240167727009832,4.240167727009832,0.0
case_071,2,11671,117990,239436,0,52320,11620,4,0.722343200002797,greedy_schedule,0,0,fixed_candidate_budget,6267.0,0.8622945588000639,18919,18919,1.6210264758803872,1.0,38.31069295417306
case_071,3,10106,193450,314896,0,33792,11620,2,0.4955296000043745,terminal_w6,1,0,fixed_candidate_budget,4178.0,1.4188606988989947,18919,18919,1.8720562042351079,1.0,46.58280035942703
case_071,4,8078,185678,307124,0,50784,11616,4,0.763180599999032,greedy_schedule,1,0,fixed_candidate_budget,3133.5,1.5779479814903463,18919,18919,2.342040108937856,1.0,57.302182990644326
case_071,5,7854,233394,354840,0,13824,11616,3,0.6413385999985621,terminal_w10,1,0,fixed_candidate_budget,2506.8,2.1330780277644803,18919,18919,2.4088362617774384,1.0,58.486177916380356
case_072,2,11833111,113945376,125048560,102996424,524288,30198,4,1411.235754100002,component_baseline,0,0,fixed_candidate_budget,11464047.0,0.032193168782368,23897828,11833111,2.0195727057745,2.0195727057745,0.0
case_072,3,7945629,114002720,125105904,94198216,524288,30198,4,1199.9639966000032,component_baseline,0,0,fixed_candidate_budget,7642698.0,0.03963665710721531,23897828,7945629,3.007669751507401,3.007669751507401,0.0
case_072,4,5994354,122293024,133396208,93632968,524288,30198,4,1200.6978865000056,component_baseline,0,0,fixed_candidate_budget,5732023.5,0.04576577538455662,23897828,5994354,3.9867228395253265,3.9867228395253265,0.0
case_072,5,4834146,127210712,138313896,87506944,524288,30198,5,1447.1235895999998,terminal_w5,0,0,fixed_candidate_budget,4585618.8,0.05419709113195381,23897828,4863110,4.943547009130465,4.9141039376037146,0.5955859521993179
case_073,2,4334657,13286272,17327360,0,300800,0,2,6.327857700001914,data_band_w2,1,0,fixed_candidate_budget,4080336.0,0.0623284455005666,10081626,5980423,2.3258186287865454,1.6857713910872192,27.519223974625206
case_073,3,2982076,17007872,21048960,0,299008,0,2,5.047956399997929,data_band_w2,1,0,fixed_candidate_budget,2720224.0,0.09626119025492019,10081626,4515227,3.3807407993625915,2.232806013961203,33.95512562269848
case_073,4,2351066,20729472,24770560,0,298240,0,2,4.550828500003263,data_band_w2,1,0,fixed_candidate_budget,2040168.0,0.15238843075668274,10081626,3903787,4.288108458035632,2.5825246100773427,39.77473668517263
case_073,5,2297647,42358528,46399616,20054016,362496,0,3,6.130141700006789,data_band_w3,0,0,fixed_candidate_budget,1632134.4,0.4077560034271688,10081626,3517515,4.387804567020086,2.8661216796516857,34.67982368234392
case_074,2,822510,7077888,10854616,4792320,524288,122892,4,13.931625699995493,component_baseline,0,0,fixed_candidate_budget,789712.0,0.04153159632878811,1682239,822510,2.0452505136715664,2.0452505136715664,0.0
case_074,3,553814,7614464,11391192,3043328,524288,122892,4,13.003086999997322,component_baseline,0,0,fixed_candidate_budget,526474.6666666666,0.051929057681787905,1682239,553814,3.0375523190096314,3.0375523190096314,0.0
case_074,4,423088,8429568,12206296,1785856,524288,122892,3,10.686064800000167,component_baseline,1,0,fixed_candidate_budget,394856.0,0.07149948335595768,1682239,423088,3.9760971712740614,3.9760971712740614,0.0
case_074,5,347042,9035776,12812504,1277952,524288,122896,3,9.551607699999295,component_baseline,1,0,fixed_candidate_budget,315884.8,0.09863469214093246,1682239,347042,4.847364295964177,4.847364295964177,0.0
case_075,2,781291,2960082,4797272,0,41088,24706,2,4.328097600002366,valley_w4,3,0,fixed_candidate_budget,553760.0,0.41088377636521245,1441809,1441809,1.845418672428071,1.0,45.81175453891604
case_075,3,621902,4795646,6632836,0,47104,24706,2,4.440462200000184,greedy_schedule,3,0,fixed_candidate_budget,369173.3333333333,0.6845799624386018,1441809,1441809,2.3183861766001717,1.0,56.86654751080067
case_075,4,457594,4319402,6156592,0,31744,20610,2,4.546206599996367,valley_w8,3,0,fixed_candidate_budget,276880.0,0.6526798613117597,1441809,1441809,3.1508476946813113,1.0,68.26250911181717
case_075,5,395938,6346198,8183388,0,24576,20610,2,5.13587820000248,greedy_schedule,3,0,fixed_candidate_budget,221504.0,0.7874981941635366,1441809,1441809,3.641501952325869,1.0,72.53880368342824
case_076,2,3069464,30744576,35015250,26670080,524288,8192,1,698.6261068000022,component_baseline,0,0,certified_gap,3030822.0,0.01274967649040426,6185113,3069464,2.015046600970072,2.015046600970072,0.0
case_076,3,2061609,35117056,39387730,26968064,524288,8192,1,638.4398807999969,component_baseline,0,0,certified_gap,2020548.0,0.020321714703140037,6185113,2061609,3.0001387265965564,3.0001387265965564,0.0
case_076,4,1550155,35703808,39974482,23480320,524288,8192,1,569.9508016999971,component_baseline,0,0,certified_gap,1515411.0,0.022927113502541507,6185113,1550155,3.9899964842225453,3.9899964842225453,0.0
case_076,5,1238120,37194752,41465426,20896768,524288,8192,1,516.033127900002,component_baseline,0,0,certified_gap,1212328.8,0.021274096598216552,6185113,1238120,4.995568280942074,4.995568280942074,0.0
case_077,2,250735,57344,2198704,0,106496,36864,4,8.331012100003136,component_baseline,0,0,fixed_candidate_budget,207703.0,0.20718044515486045,495320,250735,1.9754721119907472,1.9754721119907472,0.0
case_077,3,178739,114688,2256048,0,106496,36864,2,4.798317400003725,component_baseline,2,0,fixed_candidate_budget,138468.66666666666,0.2908263241262765,495320,178739,2.771191513883372,2.771191513883372,0.0
case_077,4,144734,172032,2313392,0,106496,36864,3,7.3202163000023575,component_baseline,1,0,fixed_candidate_budget,103851.5,0.39366306697544085,495320,144734,3.4222781101883455,3.4222781101883455,0.0
case_077,5,121081,172032,2313392,0,106496,36864,3,7.369457600005262,component_baseline,1,0,fixed_candidate_budget,83081.2,0.45738145332518076,495320,121081,4.090815239385205,4.090815239385205,0.0
case_078,2,1151684,8034432,10379520,0,171264,0,3,0.9725226999944425,data_band_w2,1,0,fixed_candidate_budget,1018944.0,0.1302721248665284,2296143,1260358,1.993726577776543,1.8218180866071385,8.622470758308353
case_078,3,893942,10182912,12528000,0,170496,0,3,1.0498857999991742,data_band_w2,1,0,fixed_candidate_budget,679296.0,0.3159830177124552,2296143,993959,2.568559257759452,2.3100983038535796,10.062487486908411
case_078,4,690924,13146912,15492000,6701472,522360,0,3,0.9285868999941158,component_baseline,1,0,fixed_candidate_budget,509472.0,0.3561569625023553,2296143,690924,3.3232931552529656,3.3232931552529656,0.0
case_078,5,663941,13620024,15965112,5026104,522360,0,4,1.1422305000014603,component_baseline,0,0,fixed_candidate_budget,407577.6,0.6289928592739151,2296143,663941,3.458353980248245,3.458353980248245,0.0
case_079,2,15446486,31780864,41132032,28131328,524288,0,2,148.0543514000019,component_baseline,1,0,fixed_candidate_budget,14712192.0,0.049910577567231273,31052251,15446486,2.010311665708304,2.010311665708304,0.0
case_079,3,10181692,39960576,49311744,28336128,524288,0,2,235.84013620000042,component_baseline,1,0,fixed_candidate_budget,9808128.0,0.038087186464124345,31052251,10181692,3.049812447675691,3.049812447675691,0.0
case_079,4,7635624,30445568,39796736,19496960,524288,0,2,61.369057600000815,component_baseline,1,0,fixed_candidate_budget,7356096.0,0.03799950408477537,31052251,7635624,4.066760097144647,4.066760097144647,0.0
case_079,5,6075976,47677440,57028608,24428544,524288,0,2,281.16250549999677,component_baseline,1,0,fixed_candidate_budget,5884876.8,0.03247293129399065,31052251,6075976,5.110660575354478,5.110660575354478,0.0
case_080,2,145926,2191360,4169728,286720,524288,0,1,0.7407592000017758,component_baseline,0,0,certified_gap,144522.0,0.009714783908332247,292138,145926,2.0019598974822856,2.0019598974822856,0.0
case_080,3,100325,3047424,5025792,0,159744,0,1,0.6933105999996769,component_baseline,2,0,fixed_candidate_budget,96348.0,0.04127745256777504,292138,100325,2.9119162721156244,2.9119162721156244,0.0
case_080,4,100325,3047424,5025792,0,159744,0,2,0.8855611999970279,reuse_pack_k3,1,0,fixed_candidate_budget,72261.0,0.38836993675703346,292138,111314,2.9119162721156244,2.6244497547478303,9.872073593618058
case_080,5,100325,3047424,5025792,0,159744,0,1,0.6172039000011864,reuse_pack_k3,2,0,fixed_candidate_budget,57808.8,0.7354624209462919,292138,113455,2.9119162721156244,2.574923978669957,11.572870301000393
case_081,2,76860,0,1741140,0,0,14340,1,2.468657899997197,component_baseline,0,0,certified_gap,75862.5,0.01314878892733562,151795,76860,1.9749544626593807,1.9749544626593807,0.0
case_081,3,51943,0,1741140,0,0,14340,1,1.9335320000027423,component_baseline,0,0,certified_gap,50575.0,0.027048937221947567,151795,51943,2.9223379473653814,2.9223379473653814,0.0
case_081,4,39588,0,1741140,0,0,14340,1,1.81474739999976,component_baseline,3,0,fixed_candidate_budget,37931.25,0.043677706376668235,151795,39588,3.834369000707285,3.834369000707285,0.0
case_081,5,30943,0,1741140,0,0,14340,1,1.6703111000024364,component_baseline,0,0,certified_gap,30345.0,0.01970670621189652,151795,30943,4.905632937982743,4.905632937982743,0.0
case_082,2,381109,1291290,1883296,0,41088,28802,3,3.7728375000006054,valley_w2,2,0,fixed_candidate_budget,283968.0,0.3420843193599279,721041,721041,1.8919547950848707,1.0,47.144614522613836
case_082,3,270408,1897770,2489776,0,73728,24706,3,3.743706300003396,greedy_schedule,2,0,fixed_candidate_budget,189312.0,0.42837221095334677,721041,721041,2.666492855240969,1.0,62.49755561750303
case_082,4,216662,1693882,2285888,0,41088,24706,3,3.682570199998736,greedy_schedule,2,0,fixed_candidate_budget,141984.0,0.5259606716249718,721041,721041,3.3279532174539144,1.0,69.95150067749267
case_082,5,206645,2687818,3279824,0,46080,24706,3,3.7065342999994755,greedy_schedule,2,0,fixed_candidate_budget,113587.2,0.8192630859815191,721041,721041,3.4892738754869463,1.0,71.34074206598515
case_083,2,519948,16135776,17574080,0,152128,0,2,3.9931607999969856,data_band_w2,1,0,fixed_candidate_budget,405418.0,0.28249855704482774,1057993,644672,2.034805403617285,1.6411337858631987,19.3468926834111
case_083,3,424902,17066176,18504480,0,111168,0,3,5.467251900001429,data_band_w2,0,0,fixed_candidate_budget,270278.6666666667,0.572088560448722,1057993,512623,2.4899694517794693,2.0638812538649263,17.112185758344822
case_083,4,400514,17996576,19434880,0,86592,0,3,4.525390299997525,data_band_w2,0,0,fixed_candidate_budget,202709.0,0.9758076849079222,1057993,450029,2.6415880593437433,2.350944050272316,11.002624275324479
case_083,5,347213,15514496,16952800,0,148992,0,3,3.8165690999958315,data_band_w3,0,0,fixed_candidate_budget,162167.2,1.141080317104815,1057993,442480,3.0471007709964777,2.3910527029470257,21.53023865485446
case_084,2,1255052,0,13236330,0,13824,9312,2,33.151377199996205,component_baseline,1,0,fixed_candidate_budget,633276.0,0.9818404613470273,2507412,1255052,1.9978550689533183,1.9978550689533183,0.0
case_084,3,836220,0,13236330,0,13824,9312,3,36.65149800000654,component_baseline,0,0,fixed_candidate_budget,422184.0,0.9807003581376841,2507412,836220,2.998507569778288,2.998507569778288,0.0
case_084,4,629028,0,13236330,0,13824,9312,2,21.317659399996046,component_baseline,1,0,fixed_candidate_budget,316638.0,0.9865840486612472,2507412,629028,3.986169137144928,3.986169137144928,0.0
case_084,5,503472,0,13236330,0,13824,9312,2,17.31821879999916,component_baseline,1,0,fixed_candidate_budget,253310.4,0.9875694010194607,2507412,503472,4.98024120507198,4.98024120507198,0.0
case_085,2,1649858,4875082,6564816,0,48128,33792,2,16.07908710000629,greedy_schedule,3,0,fixed_candidate_budget,1282608.0,0.28633066377256333,3187899,3187899,1.9322262885654402,1.0,48.246227374204764
case_085,3,1188808,7265394,8955128,0,90112,28802,2,14.242118699999992,valley_w6,3,0,fixed_candidate_budget,855072.0,0.39030163541783613,3187899,3187899,2.681592822390159,1.0,62.70873073456844
case_085,4,891725,6393754,8083488,0,48128,24706,2,14.196932499995455,greedy_schedule,3,0,fixed_candidate_budget,641304.0,0.3904871948405124,3187899,3187899,3.5749799545824104,1.0,72.02781518485999
case_085,5,799811,9685570,11375304,0,90112,24706,2,14.369676100002835,greedy_schedule,3,0,fixed_candidate_budget,513043.2,0.558954489602435,3187899,3187899,3.985815398887987,1.0,74.91103074470051
case_086,2,76068,902522,1240544,0,24960,16896,2,4.21433529999922,valley_w2,1,0,fixed_candidate_budget,39591.0,0.921345760400091,118403,118403,1.556541515486144,1.0,35.75500620761298
case_086,3,58291,1300650,1638672,0,46464,13922,2,3.157327200002328,greedy_schedule,2,0,fixed_candidate_budget,26394.0,1.208494354777601,118403,118403,2.0312398140364722,1.0,50.76898389398917
case_086,4,49131,1191514,1529536,0,24960,13922,1,1.7936581000030856,valley_w4,3,0,fixed_candidate_budget,19795.5,1.4819277108433737,118403,118403,2.4099448413425333,1.0,58.505274359602375
case_086,5,51776,1808714,2146736,0,40704,13922,3,4.332825600002252,greedy_schedule,3,0,fixed_candidate_budget,15836.4,2.2694299209416284,118403,118403,2.28683173671199,1.0,56.27137825899682
case_087,2,1985234,9999360,15918458,7994880,520704,59414,3,290.3337434999994,component_baseline,1,0,fixed_candidate_budget,1796640.0,0.10497038917089685,3974071,1985234,2.0018148994022873,2.0018148994022873,0.0
case_087,3,1385253,10722816,16641914,7059456,520704,59414,3,299.4704944999976,component_baseline,1,0,fixed_candidate_budget,1197760.0,0.15653636788672198,3974071,1385253,2.8688412874760063,2.8688412874760063,0.0
case_087,4,1069661,11796480,17715578,6612480,520704,59414,3,246.07180060000246,component_baseline,1,0,fixed_candidate_budget,898320.0,0.19073492742007292,3974071,1069661,3.715262125103187,3.715262125103187,0.0
case_087,5,888504,11773440,17692538,5483520,520704,59414,3,229.73630779999803,component_baseline,1,0,fixed_candidate_budget,718656.0,0.23634117018434408,3974071,888504,4.472766582930409,4.472766582930409,0.0
case_088,2,146889,1265738,3095536,0,84672,36864,2,2.1030481999987387,greedy_schedule,3,0,fixed_candidate_budget,86804.0,0.692191604073545,243623,202290,1.658551695497961,1.2043254733303672,27.386919768648966
case_088,3,117618,1740380,3570178,0,84480,36864,3,3.006045499998436,greedy_schedule,2,0,fixed_candidate_budget,57869.333333333336,1.0324754619602783,243623,202428,2.071307112856876,1.2035044559053096,41.89637797142688
case_088,4,104484,2142060,3971858,0,84480,36864,3,3.2525749999986147,greedy_schedule,2,0,fixed_candidate_budget,43402.0,1.4073544997926364,243623,202670,2.331677577428123,1.2020674002072333,48.446242660482554
case_088,5,99239,2205234,4035032,0,77824,36864,3,2.97357799999736,greedy_schedule,2,0,fixed_candidate_budget,34721.6,1.8581344177687664,243623,202791,2.454911879402251,1.2013501585376076,51.063410111888594
case_089,2,344500,1426560,1992960,0,226016,0,3,5.690163300001586,valley_w2,1,0,fixed_candidate_budget,294560.0,0.16954101032047797,693092,346832,2.011878084179971,1.998350786547954,0.672371638141811
case_089,3,243614,477440,1043840,0,259200,0,3,5.007391200000711,component_baseline,1,0,fixed_candidate_budget,196373.33333333334,0.24056558935361205,693092,243614,2.8450417463692563,2.8450417463692563,0.0
case_089,4,178160,716160,1282560,0,259200,0,2,3.0250700999968103,component_baseline,2,0,fixed_candidate_budget,147280.0,0.20966865833785975,693092,178160,3.8902784014369107,3.8902784014369107,0.0
case_089,5,147432,954880,1521280,0,259200,0,3,4.174556999998458,component_baseline,1,0,fixed_candidate_budget,117824.0,0.25129005975013574,693092,147432,4.701096098540344,4.701096098540344,0.0
case_090,2,518935,4539648,6768000,0,167808,0,3,1.9742379000017536,data_band_w2,1,0,fixed_candidate_budget,420264.0,0.23478337425998896,1178363,769224,2.2707333288369447,1.5318853805913493,32.53785633313573
case_090,3,405128,6688128,8916480,0,167424,0,3,1.5719938999973238,data_band_w2,1,0,fixed_candidate_budget,280176.0,0.4459768145736964,1178363,657430,2.908619004364053,1.7923778957455547,38.377013522352186
case_090,4,366328,8836608,11064960,0,167232,0,4,2.1048993000003975,data_band_w2,0,0,fixed_candidate_budget,210132.0,0.7433232444368303,1178363,608275,3.21668832303291,1.9372208293945994,39.77592371871276
case_090,5,353945,10448448,12676800,0,332352,0,4,1.8444690000033006,data_band_w3,0,0,fixed_candidate_budget,168105.6,1.1054920240610664,1178363,542638,3.3292262922205427,2.171545302761694,34.77327426387389
case_091,2,4590046,57827296,64404952,51348960,523776,4100,1,754.0141788000037,component_baseline,0,0,certified_gap,4490680.0,0.022127161142633245,9186769,4590046,2.0014546695174733,2.0014546695174733,0.0
case_091,3,3070809,63099200,69676856,50142528,523776,4100,1,700.5422012999989,component_baseline,0,0,certified_gap,2993786.6666666665,0.025727395405595654,9186769,3070809,2.9916445470884057,2.9916445470884057,0.0
case_091,4,2315529,67391136,73968792,47956128,523776,4100,3,1363.6400127000015,component_baseline,1,0,fixed_candidate_budget,2245340.0,0.031259853741526955,9186769,2315529,3.967460135459327,3.967460135459327,0.0
case_091,5,1874503,71279104,77856760,45365760,523776,4100,3,1301.001396599997,component_baseline,1,0,fixed_candidate_budget,1796272.0,0.0435518674231965,9186769,1874503,4.900909200998878,4.900909200998878,0.0
case_092,2,2374914,71498336,74755264,917504,524288,0,2,66.7683795999983,data_band_w2,1,0,fixed_candidate_budget,1857076.0,0.27884588460569204,4815554,2828252,2.0276751073933625,1.702660866146298,16.028911143702896
case_092,3,1815473,71511232,74768160,0,414272,0,2,45.23385850000341,data_band_w2,1,0,fixed_candidate_budget,1238050.6666666667,0.4663963671922957,4815554,2231804,2.652506536863947,2.157695747476033,18.65446069636939
case_092,4,1580222,72441632,75698560,0,315968,0,3,70.96309900000051,data_band_w2,0,0,fixed_candidate_budget,928538.0,0.7018388046585062,4815554,1927728,3.047390809645733,2.4980464048869964,18.02671331225152
case_092,5,1278737,57740672,60997600,0,258624,0,3,80.12913780000235,data_band_w3,0,0,fixed_candidate_budget,742830.4,0.7214387025625231,4815554,1661234,3.7658674144878894,2.89878126741928,23.024871872355124
case_093,2,37827,8192,722944,0,20480,0,1,0.3936409000016283,component_baseline,0,0,certified_gap,36984.0,0.02279364049318633,74205,37827,1.9616940280751844,1.9616940280751844,0.0
case_093,3,25103,16384,731136,0,20480,0,1,0.37206049999804236,component_baseline,0,0,certified_gap,24656.0,0.018129461388708634,74205,25103,2.956021192686133,2.956021192686133,0.0
case_093,4,19779,24576,739328,0,20480,0,2,0.4865429999990738,component_baseline,2,0,fixed_candidate_budget,18492.0,0.06959766385463984,74205,19779,3.751706355225239,3.751706355225239,0.0
case_093,5,15876,32768,747520,0,20480,0,1,0.4122136000005412,component_baseline,3,0,fixed_candidate_budget,14793.6,0.07316677482154432,74205,15876,4.674036281179139,4.674036281179139,0.0
case_094,2,53614,106272,632964,0,133632,40960,3,0.6199226999960956,component_baseline,1,0,fixed_candidate_budget,35472.0,0.5114456472710871,94892,53614,1.7699108441824896,1.7699108441824896,0.0
case_094,3,39889,212544,739236,0,129024,40960,3,0.6341552000012598,component_baseline,1,0,fixed_candidate_budget,23648.0,0.6867811231393774,94892,39889,2.37890145152799,2.37890145152799,0.0
case_094,4,30709,318816,845508,0,75776,40960,3,0.6464255999962916,component_baseline,1,0,fixed_candidate_budget,17736.0,0.7314501578709969,94892,30709,3.090038750854798,3.090038750854798,0.0
case_094,5,25530,259200,785892,0,80640,40960,3,0.7000536000050488,component_baseline,1,0,fixed_candidate_budget,14188.8,0.7993064952638702,94892,25530,3.716882099490795,3.716882099490795,0.0
case_095,2,1042890,0,11355036,0,36864,37056,2,5.765766700002132,component_baseline,1,0,fixed_candidate_budget,534996.0,0.949341677320952,2084853,1042890,1.9991111238960964,1.9991111238960964,0.0
case_095,3,695775,0,11355036,0,36864,37056,2,5.954723599999852,component_baseline,1,0,fixed_candidate_budget,356664.0,0.9507856133503803,2084853,695775,2.9964471273040854,2.9964471273040854,0.0
case_095,4,524422,0,11355036,0,36864,37056,2,4.503473500000837,component_baseline,1,0,fixed_candidate_budget,267498.0,0.9604707324914579,2084853,524422,3.9755254356224565,3.9755254356224565,0.0
case_095,5,420852,0,11355036,0,36864,37056,2,3.858645300002536,component_baseline,1,0,fixed_candidate_budget,213998.4,0.9666128344884821,2084853,420852,4.953886401870491,4.953886401870491,0.0
case_096,2,47175,67392,286950,0,72576,20480,2,0.827128899996751,component_baseline,1,0,fixed_candidate_budget,26565.0,0.7758328627893845,84194,47175,1.7847164811870695,1.7847164811870695,0.0
case_096,3,33662,67392,286950,0,72576,20480,3,1.0584359999993467,component_baseline,0,0,fixed_candidate_budget,17710.0,0.9007340485601356,84194,33662,2.5011585764363375,2.5011585764363375,0.0
case_096,4,26984,78336,297894,0,72576,20480,3,1.037946499993268,component_baseline,0,0,fixed_candidate_budget,13282.5,1.0315452663278752,84194,26984,3.120145271271865,3.120145271271865,0.0
case_096,5,27053,134784,354342,0,72576,20480,2,0.8486281000004965,component_baseline,1,0,fixed_candidate_budget,10626.0,1.5459250894033505,84194,27053,3.112187188112224,3.112187188112224,0.0
case_097,2,5617602,11796480,16842752,9240576,524288,0,2,17.461418500002765,component_baseline,1,0,fixed_candidate_budget,5151744.0,0.09042724172629701,11491509,5617602,2.045625339780212,2.045625339780212,0.0
case_097,3,3660459,16031744,21078016,7512064,524288,0,2,29.69378589999542,component_baseline,1,0,fixed_candidate_budget,3434496.0,0.0657921861024151,11491509,3660459,3.1393628503966307,3.1393628503966307,0.0
case_097,4,2626908,14221312,19267584,6553600,524288,0,1,5.186008899996523,component_baseline,0,0,certified_gap,2575872.0,0.01981309630292194,11491509,2626908,4.37453805005733,4.37453805005733,0.0
case_097,5,2102348,21311488,26357760,4272128,524288,0,1,14.33834940000088,component_baseline,0,0,certified_gap,2060697.6,0.020211796238322366,11491509,2102348,5.466035594487687,5.466035594487687,0.0
case_098,2,89756,0,697994,0,229376,110620,1,0.6903978999980609,component_baseline,3,0,fixed_candidate_budget,81350.5,0.1033245032298511,177430,89756,1.9768037791345425,1.9768037791345425,0.0
case_098,3,89756,0,697994,0,229376,110620,3,1.319281600000977,reuse_pack_k2,1,0,fixed_candidate_budget,54233.666666666664,0.6549867548447768,177430,89825,1.9768037791345425,1.9752852769273588,0.07681603117172253
case_098,4,89756,0,697994,0,229376,110620,3,1.2997056000021985,reuse_pack_k2,1,0,fixed_candidate_budget,40675.25,1.2066490064597022,177430,89894,1.9768037791345425,1.973769105835762,0.15351413887467746
case_098,5,83535,1487074,2185068,0,49152,49164,3,1.241258599999128,greedy_coarsen,3,0,fixed_candidate_budget,32540.2,1.5671323470660905,177430,90168,2.1240198719099777,1.9677712714044895,7.356268299174873
case_099,2,811392,7303168,9837204,5398528,524288,6144,1,11.550286500001675,component_baseline,0,0,certified_gap,797742.0,0.01711079521950709,1622999,811392,2.0002649767313456,2.0002649767313456,0.0
case_099,3,539533,8011776,10545812,4202496,524288,6144,1,10.843036300000676,component_baseline,0,0,certified_gap,531828.0,0.014487766721571704,1622999,539533,3.008155200886693,3.008155200886693,0.0
case_099,4,406807,9322496,11856532,3608576,524288,6144,1,10.286226399999578,component_baseline,0,0,certified_gap,398871.0,0.019896156902858397,1622999,406807,3.989604407003813,3.989604407003813,0.0
case_099,5,337221,10698752,13232788,3080192,524288,6144,1,10.943753400002606,component_baseline,2,0,fixed_candidate_budget,319096.8,0.056798438592928546,1622999,337221,4.81286456062938,4.81286456062938,0.0
case_100,2,83633,41024,495622,0,229376,81920,5,2.077009900000121,greedy_schedule,1,0,fixed_candidate_budget,51003.5,0.6397502132206614,151223,90243,1.8081738069900637,1.6757310816351407,7.324667841273003
case_100,3,57811,72192,526790,0,229376,81920,2,1.1626971000005142,component_baseline,2,0,fixed_candidate_budget,34002.333333333336,0.7002068485496091,151223,57811,2.6158170590372074,2.6158170590372074,0.0
case_100,4,57811,72192,526790,0,229376,81920,3,1.5862934999968274,reuse_pack_k3,1,0,fixed_candidate_budget,25501.75,1.2669424647328125,151223,58086,2.6158170590372074,2.603432840959956,0.4734359398133825
case_100,5,57811,72192,526790,0,229376,81920,3,1.5189654999994673,reuse_pack_k3,1,0,fixed_candidate_budget,20401.4,1.8336780809160156,151223,58085,2.6158170590372074,2.603477662047,0.4717224756821903
