case,cores,status,no_l2_cycles,l2_cycles,no_l2_added_bytes,l2_added_bytes,cache_hit_rate,hit_bytes,miss_bytes,cache_gain,seconds,plan_sha256,error
case_037,3,ok,73521,73521,1310720,1310720,0.5859188544152745,1005568,710656,1.0,0.33348160000014104,cc01d40e7c472ce5f7b21c73ee3c9e8af4c48fe4a7ce3497918de02144b2a928,
case_037,4,ok,53320,53320,614400,614400,0.0,0,1146880,1.0,0.2642194999998537,4d24bd054771944e36e861948a03a253392ba949ba60895e107c389e3a2e7163,
case_038,1,ok,1364555,1363312,5627904,5627904,0.1736168151396097,1462272,6960138,1.0009117502083162,3.1219559000001027,b996ca9563f8b4725262fa865cfb53cdb4a432f1f919f7865925088b1ecc5fdc,
case_038,2,ok,683459,683271,6094848,6094848,0.2215180090701754,1969152,6920202,1.000275147049999,2.8865341000000626,bf19ca8e2fe24ca92070b01686d2a8f88dd4fc7bced8487f3d7d38037bdd6dc9,
case_038,3,ok,462076,461382,7942656,7942656,0.3343185098632208,3589632,7147530,1.001504176582528,3.013864800000192,1b0bbb4a427c9a7486ec4e678bcd0ae9dc6a19ad6d797de86bd79126c91e2f09,
case_038,4,ok,348315,347778,8252564,8252564,0.41579611851839265,4306432,6050644,1.001544088470231,3.2363210000003164,74a900811fa19abf7e4d2b645025e1dba64401fcafe8b1863c04b16241504294,
case_039,1,ok,1435262,1435262,7929856,7929856,0.0,0,12132352,1.0,3.605857200000173,f035f4fc44399d261736f9db40e95c0b99431c914e1d1837c21aedfd4b96e3ed,
case_039,2,ok,701993,701993,9576448,9576448,0.326397146254459,4497408,9281536,1.0,2.5163164000000506,52b3f7dba411a45b0493685c86ed18868e4598ed1c109af8d2bdbf07cae3edaf,
case_039,3,ok,479997,478645,11153408,11153408,0.1891170978927714,2904064,12451840,1.002824640391104,2.4821107000002485,332b9c2b0320d857f2772d999c9752474fe6ccb6977876e7fc84268bb46187e3,
case_039,4,ok,369494,367082,13955072,13955072,0.30678998420933906,5570560,12587008,1.0065707389629566,2.528075799999897,5757579bf3873b0950070a51ee42b838a9e61f8e113165279128753fc8ef75ca,
case_040,1,ok,253454,253454,0,0,0.0,0,911174,1.0,0.9997809999999845,a484af7f1aad58be9a7cd3c14513b27ce33fe4aec507d7bf26460948c3cd2634,
case_040,2,ok,144215,144059,12288,12288,0.013306448993028408,12288,911174,1.0010828896493797,0.9406849000001785,689361fbe5238e12e8b34c66adf8598a6e69fa188cf1c01cc400ff5a38153533,
case_040,3,ok,110105,110105,0,0,0.0,0,911174,1.0,1.0552428000000873,9fc2c058fd63f818676217252253dff4922afc5ffe9218815718552327c7cc93,
case_040,4,ok,110202,110202,53760,53760,0.05571365502718321,53760,911174,1.0,0.8947987000001376,100a3bc6be11947298e2fa956da2cd11a43738724fbb78141b73d559a76e61aa,
case_041,1,ok,6003957,6001575,30898176,30898176,0.10163681549404405,3643392,32203776,1.0003968958148486,14.188565299999937,3508f697135884600cc5e0db3cb44e7ba50bf44e4d6e6b14adfed58a148e6543,
case_041,2,ok,2967445,2967445,8973312,8973312,0.1650485436893204,2297856,11624448,1.0,8.912511900000027,4f8b1f11e8b96b97249bd01a9f51cd3d88900cbd85f53bbc0734441d7df933c4,
case_041,3,ok,1983137,1983137,10779648,10779648,0.337890625,5314560,10414080,1.0,9.436133100000006,6b2243b2047a653b519b40ab72a8f09a8454cf30ede8655c57cde1ff35fb167d,
case_041,4,ok,1490106,1489719,15003648,15003648,0.3913779830638953,7809024,12143616,1.0002597805357922,9.590412300000025,665cc6204c2e5b6b0261499b17b49afc0dbcb8c4c2c1970f9215c323561ae5ce,
case_042,1,ok,1686740,1675633,6629376,6629376,0.3186917583766532,2866176,6127392,1.0066285397816825,2.4374588000000585,bb944ac48966c775a60348a2e40415292d503474ae429a239b7b355a98ce7058,
case_042,2,ok,840934,840934,3566880,3566880,0.455278236379528,2700288,3230784,1.0,1.8802857999999105,e4381fb167f6ae88fff41c98ab19418ab375431ed84f9cc5f876576977e21bda,
case_042,3,ok,571990,571990,4482336,4482336,0.32803780251829834,2245920,4600608,1.0,1.8680613000001358,3f6fc5f6a423f8f36fa11527fcdd148a90a6167d8e03dc4b4bad46412daaef19,
case_042,4,ok,433763,433754,5769504,5769504,0.4309420956967165,3505152,4628544,1.000020749088193,1.9837898999999197,e0a67114e1691e942ef50f9619cd7c78f9ecc6d62c5f1ba85cfad9a8428bce68,
case_043,1,ok,677656,677656,49160,49160,0.03320740032104811,49152,1431000,1.0,3.9793993000002956,40c6061a8b3440ba8b55977d0383371c9739a9ddcccbcb0a98c0c68bb7b2f2e8,
case_043,2,ok,356298,356298,368640,368640,0.17923624555187828,322560,1477076,1.0,3.425771799999893,606ca3f860063cf41643e34187bc7944578496bcf88be24771c50f1fae7216fe,
case_043,3,ok,286490,285942,4486308,4486308,0.4223690656873549,1901824,2600930,1.0019164725713605,5.645829500000218,802963d05242a097df63a6af5e1bd94969e88ec3bbbc286c5235dbfdb57cd64d,
case_043,4,ok,237551,235005,5442332,5442332,0.4707936814460065,2437958,2740442,1.010833812046552,5.465569899999991,c9c9c3ad3faa7b60a244e35abedd9f5b9fde4fcacb61043727c8fc6779b0297e,
case_044,1,ok,154407,107814,4438112,4438112,0.8199885718367201,4408416,967776,1.4321609438477378,0.4957008000001224,23ff15f4d33ebef334c184eabbbe1bad485c6dce8f4f8b56fbbf4a24cce1f304,
case_044,2,ok,47521,47085,930400,930400,0.049019607843137254,92320,1791008,1.0092598492088776,0.41843350000044666,cd9c76f3840b92ffe801ddec8251eddcf978097216f9c7cb62885cb5e37c49a6,
case_044,3,ok,55668,55572,1860800,1860800,0.003366352397957443,9472,2804256,1.0017274886633556,0.39677930000016204,699e24894b7ae76cb8e463e61489e5b1a93851ad800c030e598983cea7e8a6d4,
case_044,4,ok,68165,67846,2791200,2791200,0.005743393388260231,21504,3722624,1.004701824720691,0.3807553999999982,03c3f73d883cf557d2e47784584fcbeff463ef26723ef61660b8580a404dd2bf,
case_045,1,ok,125614,125614,0,0,0.0,0,278528,1.0,0.4743680999999924,6ff4399c84008696e1bc0b0f870dbf2ed77883b7cbba223feca59e73f78f852d,
case_045,2,ok,63059,63059,0,0,0.0,0,278528,1.0,0.39401889999999185,fd8a41237af35939cf7fc007017968c5630e206b0a9d13f0a2a3789f2afc6162,
case_045,3,ok,42601,42601,0,0,0.0,0,278528,1.0,0.4440088999999716,0eb6b7af74988a025bde49f4851ea0c80e7c7376111fbbec34cab9a2ebbf6e81,
case_045,4,ok,31878,31878,0,0,0.0,0,278528,1.0,0.4337858000003507,ecd749215e7197ecc8e0b63da20682d7e83a77823fbe809d5a12a3d4b4c737d3,
case_046,1,ok,276455,244994,3176288,3176288,0.7530304668077024,3120992,1023584,1.1284153897646474,0.31332249999968553,084db12ce8f03f46de12b3e65eeae8a14aacea773e697fe01da843a047c0d723,
case_046,2,ok,112356,112356,930400,930400,0.0,0,1926336,1.0,0.30051670000011654,e356cf4fa425364ec06f45bd25b16c8c5b6ed053c8a3ecc94e52df16f9a2b31f,
case_046,3,ok,84540,84540,1860800,1860800,0.6314115129994511,1803776,1052960,1.0,0.3020448000002034,ad2613481fc6a736086c8263cdeb5feb84d618de5fbbe42c8231f1070494b4d3,
case_046,4,ok,80168,80168,2791200,2791200,0.0,0,3787136,1.0,0.3367296000001261,7aada3983c968ea15cdf0b3e1b072e83da4adc2d267ec23183ee84714eee7943,
case_047,1,ok,326508,326508,0,0,0.0,0,457286,1.0,10.32673849999992,021a719b24d258db7e8627918283acbe232f47b3270512d39fbda89af1e4c8e7,
case_047,2,ok,197819,197819,1539654,1539654,0.09536484896646562,122886,1165702,1.0,10.831868799999938,e9ad457cb786310cb7180018b1146921d7dac1ac0b0c689c83dc8d32823f3457,
case_047,3,ok,128024,127524,1353740,1353740,0.3866469339800245,503180,798214,1.003920830588752,7.637015400000109,f773632b9cdf6cf73841aae589bd8716523742793d9950c9a501ad09110d0485,
case_047,4,ok,104182,103932,1173970,1173970,0.31854889298283845,385936,825608,1.0024054189277605,6.810435499999585,d40d99c09d2281c389bb4b0c9c66f4b4c7dea9322d55632beeb7bad744d5c005,
case_048,1,ok,222220,222220,0,0,0.0,0,410182,1.0,0.6004172000002654,6927517506735ff4c11d1c83a7b399eb4ec5f9fb31c30a9391a34d45d8d6c1de,
case_048,2,ok,139780,139780,767654,767654,0.0217086208114536,18438,830902,1.0,0.9234769000004235,559ada955ab218d0b48e0dacd244dbe173dedf8bf2cc822800b755ff53c5c491,
case_048,3,ok,122292,121677,1094892,1094892,0.25291904075532295,261450,772280,1.0050543652456914,0.9548010999997132,1c7ae6d5542434b28e429becfb5213942d43370b487f6a8f1d9ee7c41e5835bf,
case_048,4,ok,111344,111329,1120402,1120402,0.2301857585139319,240894,805626,1.0001347357831294,0.924664600000142,4f1f85841100ec2941a6a50b46ba2d925b73f67da9a527e62439fa635e8b5776,
case_049,1,ok,196276,196276,0,0,0.0,0,152504,1.0,1.5927787999999055,59600ac44c57711966e0707983e647162c5ce2f62f50748409ef8d2ba3810987,
case_049,2,ok,132212,132211,795798,795798,0.05011283003227258,28292,536274,1.0000075636671684,1.7804424000000836,08890f9adbd0410b361e00474319eded3a8f63d3e551daa34a8736904b1ed368,
case_049,3,ok,104604,104567,1559248,1559248,0.07087350289809098,67472,884534,1.0003538401216445,1.879628700000012,55cb28b8c09a52d197202642e34a1c2fd672d3f081a768f34acea5174cf7f0eb,
case_049,4,ok,88796,88693,1726822,1726822,0.11878649792261005,124082,920498,1.0011613092352272,2.002041300000201,ca621bac3487b120cc791c37a228f2f80df0f744446132ffc051ce99b8f9eda1,
case_050,1,ok,149690,149690,0,0,0.0,0,319300,1.0,1.8464960999999676,3ae6d344e47cb50f3ae792f5c369afb4d76ed7a1b667cd8f87e5077bb1b1a982,
case_050,2,ok,75386,75386,597958,597958,0.19219267313297672,132006,554836,1.0,2.007970699999987,448fd606e76f57a11ae7dd2393fc9363fdac839cd4aa6beca0d4153075a64516,
case_050,3,ok,60423,60369,919320,919320,0.2700328250911235,235440,636454,1.0008944988321822,2.1013293999999405,82ef3c705a26f4cf10d9358b3f173dba7e3bdba6573790e44f123ec428438eff,
case_050,4,ok,49215,48481,1303162,1303162,0.36883782385976327,403648,690730,1.0151399517336688,2.147771400000238,403cb490188b8110586297a28b75f7186cfda632736da0e1d8066a50d34b7dc0,
case_051,1,ok,607628,607628,0,0,0.0,0,393216,1.0,0.353012900000067,d106c8225c552029b8245b91de642aaa533b7e08a727dc48a1265fe1f7024d00,
case_051,2,ok,327449,327449,668,668,0.0,0,393550,1.0,0.5051493999999366,aa937ea6fa3297b6fd50c3f21160057f9ea893b9abb42e031e78909096413840,
case_051,3,ok,228013,228013,376,376,0.00011692814511291192,46,393358,1.0,0.3908512999996674,496a298c7f7c37a28368c295d600ef35aec7f9485978d69ee18b6ef7f9f2e453,
case_051,4,ok,178135,178135,1140,1140,0.00023362943324546835,92,393694,1.0,0.5197671999999329,89e436f94bd5983cebd47194a64e3fc8fcdb7f9f7098999fd71d01e86b31c7b1,
case_052,1,ok,180301,180301,0,0,0.0,0,810044,1.0,0.31501499999967564,b8bb2cd3db276700812744c2c435fa26053213465c30f4a9e05fb2996a330fc1,
case_052,2,ok,86544,86544,268488,268488,0.061449831973115696,61440,938400,1.0,0.365786300000309,685bbd46fe56ef9d8abe76c6f6d5c2043ed6b23975df722fa90b608a76b7c4ca,
case_052,3,ok,62667,62667,640376,640376,0.15773105134474327,193536,1033464,1.0,0.40921300000036354,f83a40767bb0d074e0033c85f62da8357bc7a567e415cbad221fa061e7451913,
case_052,4,ok,45722,45076,651248,651248,0.1988269960366399,253440,1021236,1.0143313514952526,0.39712009999993825,6394cceaa0bc8bc2867ac510b85797cfb88b3ce698106bc8538c4d99ce5665eb,
case_053,1,ok,1472686,1428109,5405536,5405536,0.6248708378144704,5155968,3095286,1.0312140039730862,7.918261699999675,cf1e7920597114bd4db330d2634728512ab6c83ced7d2b75b26f56856ffe5f7b,
case_053,2,ok,718971,717639,4639598,4639598,0.15779165627464595,936342,4997698,1.001856086416708,8.908160199999656,c5d08458592b906767881d30b3cbfb2afd335a0c099459d6c0177acd74324fdb,
case_053,3,ok,501536,497346,6877352,6877352,0.1919509451873865,1488188,6264772,1.0084247184052952,8.863362499999766,54ff83a16e3837cdb17d591549194a6ee0ddef21b7de3cb0073519007287618d,
case_053,4,ok,412060,401644,10218514,10218514,0.2026694839100248,2056878,8092050,1.025933413669817,9.712153099999796,2b3ddded4165ef6138f018cd7e3af2ce851a2ac812c40873fa3160095acbae22,
case_054,1,ok,815051,815051,0,0,0.0,0,1606214,1.0,12.333925500000078,1c9f22c955565dbec481aaf9dd1e21eee9ff632c82918c3a68255e8ef56e2089,
case_054,2,ok,435929,435929,661958,661958,0.05447576592282893,108614,1885190,1.0,9.909043699999984,6eaf212fce5eb177491a0f3fc0cfb205d0aa5028ec4b31a973e67085480f8467,
case_054,3,ok,295182,295132,1733776,1733776,0.22216597454689144,595978,2086602,1.0001694157190681,8.969390799999928,af01a314360fbf80ed5dbabaacd98dcd785d549dabcd5356e3f0ec8b6c22daad,
case_054,4,ok,231708,230893,1766610,1766610,0.2213748611942524,596874,2099340,1.0035297735314626,8.068080499999724,3aa929376c23ac63bba428053d465652bb3dc9c10a9f44eededc2f3c450e1e09,
case_055,1,ok,118835,118835,69632,69632,0.10014324257468461,69632,625692,1.0,0.3287828000002264,50e8c508e994261f5f8932836ff74c53da41585f0b3d194b92eed09232a8e956,
case_055,2,ok,53535,53430,16384,16384,0.025517228490085284,16384,625692,1.001965188096575,0.33708359999991444,8cc447225f0062023ee27f88a80933874c6272ab37578fbbd609e1c70a48cea8,
case_055,3,ok,36456,36456,74240,74240,0.10606744655195076,74240,625692,1.0,0.4052707000000737,7a2f54e19f036edc1fc673069bb1db6259c03d159c89e353c3da227c03bd01c1,
case_055,4,ok,31297,31297,115712,115712,0.15607145362042826,115712,625692,1.0,0.4002989000000525,055850912e46e787a6c2bd488cfb83f901dc6eb101c91c5c3d6de526e782876f,
case_056,1,ok,277285,277285,0,0,0.0,0,221526,1.0,3.9736864999999852,06cd715d5dc996fab3c43e3272f58b7058d85def7a43f7aacb7ef58b19e0d983,
case_056,2,ok,153175,153175,2656954,2656954,0.04420484564017097,70182,1517472,1.0,4.628027600000223,abccff44eea16e3bb1295a68bd7cd4d40af62a4729e32587d0a5331674274b38,
case_056,3,ok,102094,101498,2598576,2598576,0.16286245677979855,260948,1341312,1.0058720368874263,4.169405500000266,6f81a0f922fa34fb9a95cccd8fb3dde3364a1ca718fc97f3a8d328decc6ee432,
case_056,4,ok,114358,111073,4252382,4252382,0.2861453806801828,693918,1731136,1.029575144274486,4.86409599999979,b92d12d15566356dda9e64a86a1bcd0acbf9523ffffbd568fa00b0a41217502d,
case_057,1,ok,59726,59726,94216,94216,0.21868152274837513,94208,336592,1.0,0.2505476000001181,bfcb5ca0791df41c0ee0440fe80b6c92900c9e7f9158d2947bbebc3da1bdbde6,
case_057,2,ok,33620,33620,327740,327740,0.18651640606598663,102944,448986,1.0,0.28219199999966804,ebc263d1db951fee418a61588f7459daa8b7e6c68f85199b6badb0d41547e135,
case_057,3,ok,25250,25250,288,288,0.0008549139742813379,288,336588,1.0,0.2387007000002086,acf61b387762714380990b4d4a1255b0de2ae88731c2575c48a4d43652d60b22,
case_057,4,ok,20957,20957,288,288,0.0008549139742813379,288,336588,1.0,0.2351690000000417,f0a9788f2c00f36bdb738a684f5b9ae664c101094fe5dc1c70c1325c3a33bf45,
case_058,1,ok,4539717,4539717,28696576,28696576,0.0,0,35319808,1.0,20.69012610000027,1902a0f2a2ac1a1f0db3b151ae0b2751905177deaf4a07b37c3937fa6d2d2b26,
case_058,2,ok,2192730,2192400,29540352,29540352,0.3187223921168875,11526144,24637440,1.0001505199781062,11.22440400000005,fdb1124b942bda09532a163ebf5fbbadc90b7bbc28583026cb12f2364b16c4bf,
case_058,3,ok,1468270,1466200,29638656,29638656,0.22365299898339547,8110080,28151808,1.001411812849543,12.016693900000064,e7687f9acb77bdd51b78feb90776143c95215c0e063ec36b5148cf42ee71bc54,
case_058,4,ok,1274373,1272300,27066368,27066368,0.02782462057335582,675840,23613440,1.001629332704551,11.273309500000323,b7c5f0b9fc2b701df3ed340b4df802866bf4c3434d606fc179d60fdeb4dd963b,
case_059,1,ok,829473,815938,1691648,1691648,0.6100443131462334,1691648,1081344,1.0165882701871956,1.0991188999996666,0d4f6098dae77de7b3f17912f2fc7ad972bd3a06721644b23bf7527884f87a57,
case_059,2,ok,369318,369318,360448,360448,0.0,0,1441792,1.0,0.8444911999999931,a4e6a96742cbcae03080b2d6c8b222dc903cf2f8614c8f6def699a7f720770de,
case_059,3,ok,254073,254073,1171456,1171456,0.4,901120,1351680,1.0,0.9056660999999622,cf0c73d172cf9614b873c66b7e7244cd30925d8bf56218ffad2e2a0d7dd7faeb,
case_059,4,ok,185216,185216,1081344,1081344,0.0,0,2162688,1.0,0.8765475999998671,7a7c67cc5070dad2699e61bab51db2ea511a33c24b1dc94e9d306ffcef0b492f,
case_060,1,ok,888789,887801,2068520,2068520,0.4231432279268349,1763336,2403896,1.001112862003985,2.1933289999997214,74da768a6ecd33351d86916e06c9ca44f35b76d683f04cda1bb9acbf90a50b68,
case_060,2,ok,451811,451376,2879584,2879584,0.34063064452886466,1695752,3282520,1.0009637198255998,2.3129824000002372,5884f11454dc269d42c90d6b848d9cbaef848ec8f0c9050c01080cedec464b40,
case_060,3,ok,339158,338364,2414720,2414720,0.42380725334600067,1912832,2600616,1.0023465853341371,2.163292399999591,953ef2ee094b36deda5d92b5805cb224c8f3efac054caffd03c43f7e02577a27,
case_060,4,ok,229383,228970,3699968,3699968,0.513020168672405,2974848,2823848,1.001803729746255,2.213796099999854,3b1fab878d8311078f649190c886ea5e1c1c276161e004cbb3987513e8d4c8d8,
case_061,1,ok,77191,77191,0,0,0.0,0,544036,1.0,0.3508741000000555,6f944a476ed16d7e315e08d390aa81dffb7d9d879fb495aed9e81d855dcc4e7d,
case_061,2,ok,42541,42541,73544,73544,0.11897451841488217,73472,544072,1.0,0.40134219999981724,e418fae5087d9e5ed744e72dba87d2380aa5873e6b2378560edd72e16d24ce9e,
case_061,3,ok,30435,30435,97384,97384,0.13174339848573674,84496,556872,1.0,0.38383070000008956,2ec9403dc6a6c78c7fdb30df9413f33487ef81ee01828d215433d8c5a77b734a,
case_061,4,ok,23892,23892,62208,62208,0.07094173303158464,43008,563236,1.0,0.35707519999959914,6871e8c731587968296652d1a24a05c05da3d95f9ae947c82bcff637208a6bd5,
case_062,1,ok,2854809,2854809,0,0,0.0,0,13400064,1.0,12.331861899999694,357b61b3792c63074981b67bd39cb2eb722fc424be80a5343cf0628ea54f3152,
case_062,2,ok,1505864,1505864,6441984,6441984,0.0,0,16621056,1.0,17.013735200000156,98083dc456666bef4b591bc4857473d4b096ff3f6217f9a767bf6c5935233d98,
case_062,3,ok,1031153,1031153,6445056,6445056,0.0,0,16622592,1.0,15.489784900000359,6fe273e69319c5a20e5a7e657cc6bf7fd142900e3b7607e7b071ca0902d59235,
case_062,4,ok,885322,885322,14976000,14976000,0.00018518518518518518,4608,24878592,1.0,15.64809269999978,a3c3723248ccccc67b12831a70cb2b6656927b87f98a5300e4f07fcea4817f56,
case_063,1,ok,1070397,1070397,0,0,0.0,0,5019648,1.0,4.17336350000005,01550d52f82e8b8e22057604ee4d46c7a392e107419f1f7dc6e2c91b05b61295,
case_063,2,ok,564704,564704,2251776,2251776,0.0,0,6145536,1.0,4.557032199999867,0004b5ef1e268370a5ebc51ca22ef18f109c21773c358fb8f8dc9eb4d4661418,
case_063,3,ok,351019,350979,4792320,4792320,0.005816002819880155,50688,8664576,1.0001139669324945,4.312760499999968,95213bd40757de7cc3ac8e9dfa720a1c227ec1e07a11da844e5876600be33f13,
case_063,4,ok,263878,263878,5203968,5203968,0.004591836734693878,41472,8990208,1.0,4.120899199999712,4d808b41ce86f643b602cfd7d197202ff8ebe4babbdd4963f598ca80548e61a1,
case_064,1,ok,19116,19116,0,0,0.0,0,35622,1.0,0.2095595000000685,05a8f786c3f19190506f35dd668df254133d374df6019c0ef7b01c2e132a16a1,
case_064,2,ok,13194,13194,39718,39718,0.13809651654473454,8230,51366,1.0,0.2826231999997617,74a244d5b33fbaffa93509aafd1d437930ccfac0208769cc163d52845d2ad300,
case_064,3,ok,12908,12859,124780,124780,0.31903028986294424,35242,75224,1.0038105606967882,0.2977413999997225,24aa1c7f2847ea52d628b0f5ff28fa03db73d9c3f59e5073a18b0061dd9460f2,
case_064,4,ok,13292,13287,125810,125810,0.31830479578978577,34354,73574,1.0003763076691503,0.31283180000036737,05c1d596683a830f7fd98ac24f9a3e474cafba5202fc8ee80588acd9b82b7a6c,
case_065,1,ok,53068,53068,0,0,0.0,0,299720,1.0,0.1909153999999944,2941fd949ede9695459a75fa7adc32ba5e433612cfc154fedb0a82f98e997836,
case_065,2,ok,26242,26242,13968,13968,0.015148810282828797,4752,308936,1.0,0.19921679999970365,74d7d46fb4ae7e1ff2ba0aa6470e3f8ac4f664d196aa3ccdfa32963ef55f4b1f,
case_065,3,ok,18061,18061,27792,27792,0.05671853245071936,18576,308936,1.0,0.19790119999970557,3bcc62fc28acacff687808678aa68d7325b626603986ce1d19a02258e43a8a7c,
case_065,4,ok,14588,14588,41616,41616,0.10842102796071906,37008,304328,1.0,0.19840190000013536,4cfb403efd873e8ca2b683214fc9e6894d36433bd628d8eb21876d954ff1ce8a,
case_066,1,ok,359070,359070,0,0,0.0,0,1027116,1.0,1.7436063999998623,f5e5dc3adf20485b6740be9944e184a198e0572c9a69d1e2314ba3a8e9b4e908,
case_066,2,ok,187136,187136,962412,962412,0.1746767643029678,288682,1363982,1.0,2.704722700000275,3c755967e9b6bdf630d80c3f502d5099174acbfaa8b376868a0617873474bfd8,
case_066,3,ok,138900,138821,1875416,1875416,0.2773982761288381,649006,1690612,1.0005690781654073,2.639058400000067,118b06cd94192f122e949f936746ffc44c29ddd6d80b300f2e17a3c9a3830554,
case_066,4,ok,112071,111221,2276914,2276914,0.27067136917815887,686716,1850368,1.0076424416252328,2.7270809999999983,88cbf115810a4a1f460ef963968c1b61e2419e6caf4137ecd9daa58e57dc4827,
case_067,1,ok,63834834,63834834,264449408,264449408,0.0,0,267185920,1.0,7.260368100000051,1ca36ac1f51b6b09aa1ccc024a1dd51434f3e73bd6f5de956da8d53d310d28e9,
case_067,2,ok,32288466,31356535,181168512,181168512,0.8174267023993514,146095104,32630528,1.0297204713467225,5.367979000000105,005b6e6c1ead06d5b21567853bb5207bb1c315acd8f1a7907472429942d4419f,
case_067,3,ok,23277524,21390682,178494208,178494208,0.7332998363247024,130578432,47491200,1.0882085947516773,4.754039100000227,290b1102776725161c400d7c5f746cfe240136ac9aa7b7c4d218f86cf6fcd3da,
case_067,4,ok,18148768,16449722,176901248,176901248,0.6768248999473483,120443904,57510400,1.1032872166471872,4.247984199999792,76038a2611d422bd8bf238b8958993b273e5ced58f99c6ed368ec164042ae107,
case_068,1,ok,362095,362095,0,0,0.0,0,2739974,1.0,2.488058899999942,5175cd95e43bb1c6a89ce1273bce9e50053f6fa4c02884e32d33090086698bd1,
case_068,2,ok,192023,191907,1290782,1290782,0.16033677855390085,602958,3157614,1.0006044594517136,2.3037178999998105,96b91decba6d69581ee7ca0835563f1b3f5e4537bd3a5a1ce5637b775b6ee953,
case_068,3,ok,134975,134625,2190516,2190516,0.32570904441457105,1487166,3078768,1.0025998142989787,2.249587199999951,02b8b4946eca0582678e0ac09905c095764d8b9249e7932c995ce01646223489,
case_068,4,ok,122595,113379,3057330,3057330,0.2494500677171517,1272352,3828276,1.0812848940279947,2.4554619000000457,07e45339ee1775168349cef0878be804b6b251fb6da2f2b7e5ae20caf8b14eff,
case_069,1,ok,25144,25144,0,0,0.0,0,113766,1.0,0.2146453999998812,407ae99fff927befce19051055f319758ed26395692f903e61b85fe40b17d3ae,
case_069,2,ok,13742,13742,111846,111846,0.09797419382267288,18436,169736,1.0,0.24931440000000293,69d4dacb5b989f6c1fd6fa7987089b19ac970e83fa611b1e86f814412cc93733,
case_069,3,ok,10867,10389,293004,293004,0.40777120391113153,127780,185582,1.046010203099432,0.27879029999985505,9ec67522c9c2d0892b7134a3ff453b495be6b119b8e81c6d778c678287263d3a,
case_069,4,ok,10415,10267,273330,273330,0.2849524395559316,88912,223112,1.014415116392325,0.27272529999982,2e8f3663e26e20c5d658bd1ac21a6ac8e2a7b131807f70809a2e26064f6e4fc1,
case_070,1,ok,117300,117300,0,0,0.0,0,419858,1.0,0.32386929999984204,35ce7023ce09f4f259830a2b287d1f610f990f5e0c5df54380ad9a72d89fc08b,
case_070,2,ok,58525,58525,129536,129536,0.235779786455622,129536,419858,1.0,0.3255189000001337,0a4682dc7509a24a0d28a236791ed5b83ab405debaa2ff2380162c4c7f605832,
case_070,3,ok,41388,41388,259072,259072,0.14630079684208977,99328,579602,1.0,0.33645030000025145,13b2303f89ccf825b17476c35876791cbf2c106504b76af5c4b11909b5d61792,
case_070,4,ok,32437,32437,347136,347136,0.13083805088436154,100352,666642,1.0,0.3417163999997683,2021b76b16145758d58045098141ad8e9edc6f9e2871b37373cc46fdcbcae123,
case_071,1,ok,18919,18919,0,0,0.0,0,111462,1.0,0.152886700000181,a7c073cf325d95737aeb07d2a60a98d91a29202419d62a1be4965e019039c4f1,
case_071,2,ok,12223,12223,84100,84100,0.19425264371331444,33028,136998,1.0,0.18783710000025167,0f16f89bc2c3b24b8bf7cace439a744b1cd58d557477d194195e2b7e1ee2e3d9,
case_071,3,ok,9654,9654,181832,181832,0.3612094311656124,89192,157734,1.0,0.20906809999996767,583e1ec24328c096e0f3e7a141f34938945dc728272811da7b767b68c0039ba0,
case_071,4,ok,8966,8884,198732,198732,0.2999480030702949,72684,169638,1.009230076542098,0.208828899999844,f6ac94af8c495206bf345c9f4474e901c04011dfb6bc148eb73fa0b8626e2434,
case_072,1,ok,23897828,23890756,108613680,108613680,0.026210198484652728,3137536,116569150,1.000296014073393,41.841429699999935,37c06b0e48200c61307762f2dcc1c88e96c3f935c6e17eab4b29797a85ee5161,
case_072,2,ok,11775417,11771317,76696352,76696352,0.1427293727333101,12530120,75259238,1.0003483042721557,31.63755839999976,546210eb108e644ea0ea91597c600a59cc5ef0d83562e0f30e6d4fd8ce82b187,
case_072,3,ok,7847572,7840667,76991264,76991264,0.12167393792330912,10717560,77366710,1.0008806648720063,25.136682599999858,308ed609b43db7d6cc76a935673231c4bbff3d2ee2a42661914d7b7aa87fdd44,
case_072,4,ok,5955979,5948021,78629664,78629664,0.1513813175644461,13582336,76140334,1.0013379239918623,22.59302519999983,3035df7bc947a2bb37e20241a75a727e97411ee1b2b0055462d1c0b47d179954,
case_073,1,ok,10081626,10081626,141570432,141570432,0.0,0,145160448,1.0,2.941906800000197,3d2046d0044f93d10f04fec7c73b216ead6dc688936ebed47eca937db385dc8c,
case_073,2,ok,5329133,4661261,91771264,91771264,0.8299822391560778,79076352,16198400,1.1432813996040985,2.364471599999888,a1c829dd4ac62b5ea3e6c03dff15cef8132864111d2d715350f56418c8d5796a,
case_073,3,ok,4365877,3288649,93132032,93132032,0.8789105806713106,84934656,11701632,1.3275594324599553,2.1225217999999586,3fcfcae236fd3f88044966f78b1c8d437685aa31b2f25567c7b9786d0a696dfc,
case_073,4,ok,3670429,2708423,94492800,94492800,0.7192401333319401,70483968,27513856,1.3551904558482926,2.0791583000000173,55f05e51c5819b8a911d31433372e2c57bb50105ce6d69de0d6cf6b85b3855f1,
