case,cores,strategy,status,makespan_cycles,added_copy_bytes,scheduled_copy_bytes,subgraphs,wall_seconds,error
case_003,4,valley_merge_40_heft,ok,213063,3189486,4473750,48,4.556,
case_043,2,valley_merge_40_heft,ok,346415,2248218,3679340,16,6.358,
case_043,3,valley_merge_40_heft,ok,248521,3276150,4707272,24,5.478,
case_043,4,valley_merge_40_heft,ok,196266,3836302,5267424,32,4.97,
case_050,2,valley_merge_40_heft,ok,81231,406870,726246,16,1.409,
case_050,3,valley_merge_40_heft,ok,59129,503858,823234,24,1.382,
case_050,4,valley_merge_40_heft,ok,47911,592722,912098,32,1.351,
case_056,2,valley_merge_40_heft,ok,152979,640558,862158,24,2.628,
case_056,3,valley_merge_40_heft,ok,104740,807572,1029172,36,2.424,
case_056,4,valley_merge_40_heft,ok,85671,897874,1119474,48,2.491,
case_066,2,valley_merge_40_heft,ok,192471,1023986,2131020,12,2.904,
case_066,3,valley_merge_40_heft,ok,144642,1786680,2893714,18,2.447,
case_066,4,valley_merge_40_heft,ok,116659,1829470,2936504,24,2.318,
case_068,2,valley_merge_40_heft,ok,202361,1622266,4393516,24,1.812,
case_068,3,valley_merge_40_heft,ok,162542,2777022,5548272,36,1.811,
case_068,4,valley_merge_40_heft,ok,126754,2830514,5601764,48,1.926,
case_082,2,valley_merge_8_heft,ok,379437,1237914,1829920,22,0.896,
case_082,3,valley_merge_8_heft,ok,267490,1844266,2436272,33,0.791,
case_082,4,valley_merge_8_heft,ok,216839,1693882,2285888,44,0.792,
case_085,2,valley_merge_8_heft,ok,1649858,4875082,6564816,58,8.457,
case_085,3,valley_merge_8_heft,ok,1190106,7265394,8955128,87,6.591,
case_085,4,valley_merge_8_heft,ok,891818,6393754,8083488,116,7.261,
case_098,2,valley_merge_8_heft,ok,107705,1372344,2070338,10,0.409,
case_098,3,valley_merge_8_heft,ok,94129,1441994,2139988,13,0.374,
case_098,4,valley_merge_8_heft,ok,86201,1441998,2139992,16,0.362,
case_040,2,valley_mode_heft,ok,157372,1096300,2007538,54,0.813,
case_040,3,valley_mode_heft,ok,109266,1260994,2172232,81,0.896,
case_040,4,valley_mode_heft,ok,95092,1480856,2392094,108,1.052,
case_028,2,valley_split,ok,22065328,231418944,237327552,18,56.337,
case_028,3,valley_split,ok,16697261,232113888,238022496,27,23.325,
case_028,4,valley_split,ok,13045632,236235240,242143848,36,27.933,
case_052,2,valley_split,ok,95951,250472,1060676,6,0.345,
case_052,3,valley_split,ok,64487,337008,1147212,9,0.329,
case_052,4,valley_split,ok,55941,407144,1217348,12,0.363,
case_044,5,data_band_8,ok,92751,4059520,5034976,70,0.244,
case_044,5,data_band_12,ok,91544,3938432,4913888,50,0.221,
case_044,5,data_band_16,ok,99275,4327296,5302752,40,0.241,
case_044,5,data_band_24,ok,115141,5201024,6176480,30,0.208,
case_044,5,data_band_32,ok,115440,5269120,6244576,20,0.202,
case_046,5,data_band_8,ok,120144,4704640,5766112,70,0.194,
case_046,5,data_band_12,ok,116275,4352384,5413856,50,0.172,
case_046,5,data_band_16,ok,118257,4417920,5479392,40,0.175,
case_046,5,data_band_24,ok,125920,4825472,5886944,30,0.162,
case_046,5,data_band_32,ok,123775,4759936,5821408,20,0.155,
case_083,5,data_band_8,ok,260237,7530880,8969184,70,0.724,
case_083,5,data_band_12,ok,253366,6165888,7604192,50,0.811,
case_083,5,data_band_16,ok,285981,7479680,8917984,40,0.992,
case_083,5,data_band_24,ok,355076,11171200,12609504,30,0.888,
case_083,5,data_band_32,ok,365401,11531648,12969952,20,0.875,
case_054,5,data_band_8,ok,350898,5200636,6806912,186,7.784,
case_054,5,data_band_12,ok,352035,4185852,5792128,116,6.45,
case_054,5,data_band_16,ok,472213,1415420,3021696,81,7.544,
case_054,5,data_band_24,ok,478191,1002714,2608990,46,6.17,
case_054,5,data_band_32,ok,510311,805822,2412098,26,6.74,
case_056,5,data_band_8,ok,161574,2584876,2806476,135,2.655,
case_056,5,data_band_12,ok,163331,2308046,2529646,105,2.215,
case_056,5,data_band_16,ok,224112,596420,818020,65,2.271,
case_056,5,data_band_24,ok,234212,335760,557360,40,1.988,
case_056,5,data_band_32,ok,247721,245490,467090,20,1.928,
case_043,5,data_band_8,ok,266252,6736242,8167364,106,3.117,
case_043,5,data_band_12,ok,254604,4627958,6059080,68,3.253,
case_043,5,data_band_16,ok,262982,3544534,4975656,40,3.819,
case_043,5,data_band_24,ok,276964,2407500,3838622,30,3.957,
case_043,5,data_band_32,ok,315441,1952690,3383812,20,3.649,
case_049,5,data_band_8,ok,111344,1548412,1700952,84,1.022,
case_049,5,data_band_12,ok,148235,547240,699780,54,1.094,
case_049,5,data_band_16,ok,153611,246490,399030,34,1.03,
case_049,5,data_band_24,ok,153452,208630,361170,24,1.125,
case_049,5,data_band_32,ok,160735,145862,298402,16,1.198,
case_035,5,data_band_8,ok,101722,1659714,2070568,140,1.408,
case_035,5,data_band_12,ok,105685,605044,1015898,83,0.992,
case_035,5,data_band_16,ok,107102,432808,843662,50,0.878,
case_035,5,data_band_24,ok,109257,248584,659438,33,0.891,
case_035,5,data_band_32,ok,109555,182378,593232,19,0.888,
case_098,5,data_band_8,ok,89060,1155252,1853246,18,0.286,
case_098,5,data_band_12,ok,88684,983204,1681198,17,0.281,
case_098,5,data_band_16,ok,88342,598064,1296058,12,0.31,
case_098,5,data_band_24,ok,88900,213056,911050,7,0.321,
case_098,5,data_band_32,ok,88756,262216,960210,8,0.308,
case_064,5,source_global,ok,21412,152286,189700,78,0.186,
case_064,5,source_band_16,ok,27069,186228,223642,98,0.221,
case_064,5,source_band_32,ok,24050,171374,208788,90,0.204,
case_064,5,source_stage_16,ok,26339,186230,223644,99,0.215,
case_064,5,source_stage_32,ok,23713,169324,206738,90,0.203,
case_048,5,source_global,ok,159735,940444,1355234,155,0.449,
case_048,5,source_band_16,ok,184741,1235266,1650056,207,0.565,
case_048,5,source_band_32,ok,171936,1105192,1519982,184,0.476,
case_048,5,source_stage_16,ok,180131,1236302,1651092,225,0.641,
case_048,5,source_stage_32,ok,176515,1095460,1510250,192,0.617,
case_044,5,source_global,ok,175986,9304000,10279456,11,0.296,
case_044,5,source_band_16,ok,180441,9537728,10513184,88,0.423,
case_044,5,source_band_32,ok,177806,9439168,10414624,44,0.366,
case_044,5,source_stage_16,ok,185264,9537728,10513184,88,0.359,
case_044,5,source_stage_32,ok,181046,9439168,10414624,44,0.318,
case_049,5,source_global,ok,116914,1560562,1713102,240,1.576,
case_049,5,source_band_16,ok,126127,2004918,2157458,290,1.943,
case_049,5,source_band_32,ok,124322,1793146,1945686,262,1.728,
case_049,5,source_stage_16,ok,121581,2032514,2185054,302,1.837,
case_049,5,source_stage_32,ok,116545,1805442,1957982,270,1.855,
case_056,5,source_global,ok,156137,2260766,2482366,347,3.387,
case_056,5,source_band_16,ok,179856,3764008,3985608,474,4.674,
case_056,5,source_band_32,ok,165060,3040104,3261704,410,4.06,
case_056,5,source_stage_16,ok,167860,3830080,4051680,497,4.518,
case_056,5,source_stage_32,ok,159098,3080556,3302156,413,3.773,
case_054,5,source_global,ok,442863,9132078,10738354,614,10.109,
case_054,5,source_band_16,ok,451912,11034606,12640882,690,11.787,
case_054,5,source_band_32,ok,434759,10085508,11691784,664,10.111,
case_054,5,source_stage_16,ok,425890,11216486,12822762,780,12.408,
case_054,5,source_stage_32,ok,429810,10195222,11801498,694,11.247,
case_088,5,source_global,ok,137379,2046228,3876026,159,1.086,
case_088,5,source_band_16,ok,145677,2651440,4481238,191,1.24,
case_088,5,source_band_32,ok,139235,2362496,4192294,177,1.146,
case_088,5,source_stage_16,ok,146468,2606202,4436000,204,1.291,
case_088,5,source_stage_32,ok,134706,2372748,4202546,185,1.148,
case_009,5,source_global,ok,104051,1621622,2116954,483,3.12,
case_009,5,source_band_16,ok,126393,1901572,2396904,616,3.724,
case_009,5,source_band_32,ok,115578,1753548,2248880,540,3.209,
case_009,5,source_stage_16,ok,109137,1901092,2396424,648,3.882,
case_009,5,source_stage_32,ok,105912,1752776,2248108,567,3.425,
case_044,2,data_band_12,ok,65130,1147232,2122688,20,0.182,
case_044,3,data_band_12,ok,68814,2077632,3053088,30,0.184,
case_044,4,data_band_12,ok,78188,3008032,3983488,40,0.186,
case_046,2,data_band_12,ok,138890,1561184,2622656,20,0.121,
case_046,3,data_band_12,ok,118466,2491584,3553056,30,0.135,
case_046,4,data_band_12,ok,113490,3421984,4483456,40,0.131,
case_083,2,data_band_12,ok,468351,3374688,4812992,20,0.648,
case_083,3,data_band_12,ok,333034,4305088,5743392,30,0.591,
case_083,4,data_band_12,ok,278022,5235488,6673792,40,0.566,
