case,cores,singlecore_cycles,q1_cycles,q2_cycles,q3_cycles,q1_speedup,q2_speedup,q3_speedup,q3_cache_hit_rate,q3_cache_hit_bytes
case_050,1,149690.0,,149690.0,149690.0,,1.0,1.0,0.0,0
case_050,2,149690.0,108121.0,108121.0,108121.0,1.3844674022622803,1.3844674022622803,1.0,0.010707779251199048,3456
case_050,3,149690.0,108134.0,108134.0,108134.0,1.384300959920099,1.384300959920099,1.0,0.021188674849484383,6912
case_050,4,149690.0,108147.0,108147.0,108147.0,1.384134557592906,1.384134557592906,1.0,0.031449822245410534,10368
case_050,5,149690.0,108160.0,108160.0,108160.0,1.3839681952662721,1.3839681952662721,1.0,0.041498060782171206,13824
case_051,1,607628.0,,607628.0,607628.0,,1.0,1.0,0.0,0
case_051,2,607628.0,607628.0,607628.0,607628.0,1.0,1.0,1.0,0.0,0
case_051,3,607628.0,607628.0,607628.0,607628.0,1.0,1.0,1.0,0.0,0
case_051,4,607628.0,607628.0,607628.0,607628.0,1.0,1.0,1.0,0.0,0
case_051,5,607628.0,607628.0,607628.0,607628.0,1.0,1.0,1.0,0.0,0
case_052,1,180301.0,,180301.0,180301.0,,1.0,1.0,0.0,0
case_052,2,180301.0,91254.0,91254.0,91254.0,1.9758147588050934,1.9758147588050934,1.0,0.09253457997975806,84480
case_052,3,180301.0,63361.0,63361.0,63361.0,2.845614810372311,2.845614810372311,1.0,0.14100386162704834,139776
case_052,4,180301.0,47721.0,47721.0,47721.0,3.778231805703988,3.778231805703988,1.0,0.199605844274832,213504
case_052,5,180301.0,51670.0,51670.0,51670.0,3.4894716469905167,3.4894716469905167,1.0,0.2522349106211383,287232
case_053,1,1472686.0,,1472686.0,1428109.0,,1.0,1.0312140039730862,0.6248708378144704,5155968
case_053,2,1472686.0,774929.0,774929.0,768202.0,1.900414102453257,1.900414102453257,1.0087568113595122,0.46215482633271693,4073184
case_053,3,1472686.0,546106.0,546106.0,546106.0,2.6967035703691224,2.6967035703691224,1.0,0.3854930749481028,3384576
case_053,4,1472686.0,492232.0,492232.0,492232.0,2.991853434965626,2.991853434965626,1.0,0.2851408147195209,2639808
case_053,5,1472686.0,492699.0,492699.0,492699.0,2.9890176355137723,2.9890176355137723,1.0,0.2515446987162573,2469120
case_054,1,815051.0,,815051.0,815051.0,,1.0,1.0,0.0,0
case_054,2,815051.0,517960.0,517960.0,517960.0,1.5735790408525754,1.5735790408525754,1.0,0.0,0
case_054,3,815051.0,517986.0,517986.0,517986.0,1.573500055986069,1.573500055986069,1.0,0.0,0
case_054,4,815051.0,518015.0,518015.0,518015.0,1.5734119668349371,1.5734119668349371,1.0,0.0,0
case_054,5,815051.0,518133.0,518133.0,518133.0,1.5730536368075378,1.5730536368075378,1.0,0.0,0
case_055,1,118835.0,,118835.0,118835.0,,1.0,1.0,0.10014324257468461,69632
case_055,2,118835.0,65764.0,65764.0,65764.0,1.8069916671735295,1.8069916671735295,1.0,0.08464072749828834,57856
case_055,3,118835.0,43687.0,43687.0,43687.0,2.7201455810653057,2.7201455810653057,1.0,0.15607145362042826,115712
case_055,4,118835.0,31367.0,31367.0,31367.0,3.788535722255874,3.788535722255874,1.0,0.15607145362042826,115712
case_055,5,118835.0,26781.0,26781.0,26781.0,4.437287629289422,4.437287629289422,1.0,0.24098560316759426,198656
case_056,1,277285.0,,277285.0,277285.0,,1.0,1.0,0.0,0
case_056,2,277285.0,265710.0,265710.0,265710.0,1.0435625305784502,1.0435625305784502,1.0,0.0,0
case_056,3,277285.0,265728.0,265728.0,265728.0,1.0434918412813101,1.0434918412813101,1.0,0.0,0
case_056,4,277285.0,265746.0,265746.0,265746.0,1.0434211615602869,1.0434211615602869,1.0,0.0,0
case_056,5,277285.0,265764.0,265764.0,265764.0,1.0433504914134344,1.0433504914134344,1.0,0.0,0
case_057,1,59726.0,,59726.0,59726.0,,1.0,1.0,0.21868152274837513,94208
case_057,2,59726.0,33730.0,33730.0,33730.0,1.7707085680403203,1.7707085680403203,1.0,0.0008549139742813379,288
case_057,3,59726.0,25250.0,25250.0,25250.0,2.3653861386138613,2.3653861386138613,1.0,0.0008549139742813379,288
case_057,4,59726.0,20957.0,20957.0,20957.0,2.8499308107076393,2.8499308107076393,1.0,0.0008549139742813379,288
case_057,5,59726.0,16538.0,16538.0,16538.0,3.6114403192647235,3.6114403192647235,1.0,0.07663692925568687,27936
case_058,1,4539717.0,,4539717.0,4539717.0,,1.0,1.0,0.0,0
case_058,2,4539717.0,2271316.0,2271316.0,2270206.0,1.9987166030618373,1.9987166030618373,1.0004889424131556,0.09919214643624093,3973120
case_058,3,4539717.0,1554831.0,1554831.0,1554831.0,2.9197494775959574,2.9197494775959574,1.0,0.0,0
case_058,4,4539717.0,1154519.0,1154519.0,1142629.0,3.9321284448328697,3.9321284448328697,1.0104058272632674,0.2689844464775846,13246464
case_058,5,4539717.0,1004819.0,1004819.0,1004819.0,4.517945022934478,4.517945022934478,1.0,0.0,0
case_059,1,829473.0,,829473.0,815938.0,,1.0,1.0165882701871956,0.6100443131462334,1691648
case_059,2,829473.0,369318.0,369318.0,369318.0,2.2459587672412393,2.2459587672412393,1.0,0.0,0
case_059,3,829473.0,266217.0,266217.0,262333.0,3.1157777301975456,3.1157777301975456,1.014805609664053,0.6832329317269076,2787328
case_059,4,829473.0,185216.0,185216.0,185216.0,4.478408992743607,4.478408992743607,1.0,0.0,0
case_059,5,829473.0,150782.0,150782.0,150736.0,5.501140719714555,5.501140719714555,1.0003051693026217,0.7378787878787879,3989504
case_060,1,888789.0,,888789.0,887801.0,,1.0,1.001112862003985,0.4231432279268349,1763336
case_060,2,888789.0,469437.0,469437.0,469051.0,1.8933083672569482,1.8933083672569482,1.0008229382305975,0.4001222771154434,1947648
case_060,3,888789.0,334622.0,334622.0,334146.0,2.656098523109658,2.656098523109658,1.0014245270031663,0.42727695226016965,2366464
case_060,4,888789.0,229383.0,229383.0,228970.0,3.8746942885915696,3.8746942885915696,1.001803729746255,0.513020168672405,2974848
case_060,5,888789.0,183272.0,183272.0,182846.0,4.849562399057139,4.849562399057139,1.0023298294739835,0.5288935018886729,3379456
case_061,1,77191.0,,77191.0,77191.0,,1.0,1.0,0.0,0
case_061,2,77191.0,39299.0,39299.0,39273.0,1.9641975622789385,1.9641975622789385,1.0006620324395896,0.05973079661802017,34560
case_061,3,77191.0,28409.0,28409.0,28368.0,2.7171318948220633,2.7171318948220633,1.001445290468133,0.06977330489707756,40960
case_061,4,77191.0,27166.0,27166.0,27166.0,2.8414562320547745,2.8414562320547745,1.0,0.10261214956354207,62208
case_061,5,77191.0,22283.0,22283.0,22283.0,3.46412063007674,3.46412063007674,1.0,0.12315770022365663,77312
case_062,1,2854809.0,,2854809.0,2854809.0,,1.0,1.0,0.0,0
case_062,2,2854809.0,2854809.0,2854809.0,2854809.0,1.0,1.0,1.0,0.0,0
case_062,3,2854809.0,2854809.0,2854809.0,2854809.0,1.0,1.0,1.0,0.0,0
case_062,4,2854809.0,2854809.0,2854809.0,2854809.0,1.0,1.0,1.0,0.0,0
case_062,5,2854809.0,2854809.0,2854809.0,2854809.0,1.0,1.0,1.0,0.0,0
case_063,1,1070397.0,,1070397.0,1070397.0,,1.0,1.0,0.0,0
case_063,2,1070397.0,1070397.0,1070397.0,1070397.0,1.0,1.0,1.0,0.0,0
case_063,3,1070397.0,1070397.0,1070397.0,1070397.0,1.0,1.0,1.0,0.0,0
case_063,4,1070397.0,1070397.0,1070397.0,1070397.0,1.0,1.0,1.0,0.0,0
case_063,5,1070397.0,1070397.0,1070397.0,1070397.0,1.0,1.0,1.0,0.0,0
case_064,1,19116.0,,19116.0,19116.0,,1.0,1.0,0.0,0
case_064,2,19116.0,19116.0,19116.0,19116.0,1.0,1.0,1.0,0.0,0
case_064,3,19116.0,19116.0,19116.0,19116.0,1.0,1.0,1.0,0.0,0
case_064,4,19116.0,19116.0,19116.0,19116.0,1.0,1.0,1.0,0.0,0
case_064,5,19116.0,19116.0,19116.0,19116.0,1.0,1.0,1.0,0.0,0
case_065,1,53068.0,,53068.0,53068.0,,1.0,1.0,0.0,0
case_065,2,53068.0,26928.0,26928.0,26928.0,1.970736779560309,1.970736779560309,1.0,0.044528321134375555,13968
case_065,3,53068.0,18165.0,18165.0,18165.0,2.921442334159097,2.921442334159097,1.0,0.04264881897457192,13968
case_065,4,53068.0,14502.0,14502.0,14502.0,3.659357330023445,3.659357330023445,1.0,0.12192092249279303,41616
case_065,5,53068.0,12156.0,12156.0,12156.0,4.365580783152352,4.365580783152352,1.0,0.156440681782361,55584
case_066,1,359070.0,,359070.0,359070.0,,1.0,1.0,0.0,0
case_066,2,359070.0,248146.0,248146.0,248146.0,1.44701103382686,1.44701103382686,1.0,0.0,0
case_066,3,359070.0,248976.0,248976.0,248976.0,1.442187198766146,1.442187198766146,1.0,0.011822159622245056,12288
case_066,4,359070.0,249811.0,249811.0,249809.0,1.4373666491867851,1.4373666491867851,1.0000080061166732,0.01323790438018895,13872
case_066,5,359070.0,250449.0,250449.0,250421.0,1.4337050657019992,1.4337050657019992,1.000111811709082,0.013131439346608658,13872
case_067,1,63834834.0,,63834834.0,63834834.0,,1.0,1.0,0.0,0
case_067,2,63834834.0,33768704.0,33768704.0,33768704.0,1.890354868223548,1.890354868223548,1.0,0.0,0
case_067,3,63834834.0,23568859.0,23568859.0,23568859.0,2.7084397254869232,2.7084397254869232,1.0,0.0,0
case_067,4,63834834.0,18473155.0,18473155.0,18473155.0,3.4555458447677183,3.4555458447677183,1.0,0.0,0
case_067,5,63834834.0,15931687.0,15931687.0,15931687.0,4.006784341168641,4.006784341168641,1.0,0.0,0
case_068,1,362095.0,,362095.0,362095.0,,1.0,1.0,0.0,0
case_068,2,362095.0,302408.0,302408.0,302408.0,1.1973724240099468,1.1973724240099468,1.0,0.0,0
case_068,3,362095.0,303144.0,303144.0,303144.0,1.1944653366057056,1.1944653366057056,1.0,0.00023644267615161813,648
case_068,4,362095.0,303921.0,303921.0,303921.0,1.1914115839313506,1.1914115839313506,1.0,0.00047277356845549693,1296
case_068,5,362095.0,304058.0,304058.0,304058.0,1.1908747673141309,1.1908747673141309,1.0,0.0007089927561655746,1944
case_069,1,25144.0,,25144.0,25144.0,,1.0,1.0,0.0,0
case_069,2,25144.0,25144.0,25144.0,25144.0,1.0,1.0,1.0,0.0,0
case_069,3,25144.0,25144.0,25144.0,25144.0,1.0,1.0,1.0,0.0,0
case_069,4,25144.0,25144.0,25144.0,25144.0,1.0,1.0,1.0,0.0,0
case_069,5,25144.0,25144.0,25144.0,25144.0,1.0,1.0,1.0,0.0,0
case_070,1,117300.0,,117300.0,117300.0,,1.0,1.0,0.0,0
case_070,2,117300.0,58525.0,58525.0,58525.0,2.0042716787697565,2.0042716787697565,1.0,0.235779786455622,129536
case_070,3,117300.0,45661.0,45661.0,45661.0,2.568931911259061,2.568931911259061,1.0,0.2383043907324761,161792
case_070,4,117300.0,36336.0,36336.0,36336.0,3.228203434610304,3.228203434610304,1.0,0.243273080282473,189952
case_070,5,117300.0,27664.0,27664.0,27664.0,4.240167727009832,4.240167727009832,1.0,0.27377631963530324,241664
case_071,1,18919.0,,18919.0,18919.0,,1.0,1.0,0.0,0
case_071,2,18919.0,18919.0,18919.0,18919.0,1.0,1.0,1.0,0.0,0
case_071,3,18919.0,18919.0,18919.0,18919.0,1.0,1.0,1.0,0.0,0
case_071,4,18919.0,18919.0,18919.0,18919.0,1.0,1.0,1.0,0.0,0
case_071,5,18919.0,18919.0,18919.0,18919.0,1.0,1.0,1.0,0.0,0
case_072,1,23897828.0,,23897828.0,23890756.0,,1.0,1.000296014073393,0.026210198484652728,3137536
case_072,2,23897828.0,11833111.0,11833111.0,11819724.0,2.0195727057745,2.0195727057745,1.0011325983584727,0.08667751314952236,10838016
case_072,3,23897828.0,7945629.0,7945629.0,7937690.0,3.007669751507401,3.007669751507401,1.0010001650354197,0.0996039784764509,12460032
case_072,4,23897828.0,5994354.0,5994354.0,5985478.0,3.9867228395253265,3.9867228395253265,1.001482922500091,0.10029188214088088,13377536
case_072,5,23897828.0,4863110.0,4863110.0,4854207.0,4.9141039376037146,4.9141039376037146,1.0018340791812133,0.11863414511699387,15728640
case_073,1,10081626.0,,10081626.0,10081626.0,,1.0,1.0,0.0,0
case_073,2,10081626.0,5980423.0,5980423.0,5980423.0,1.6857713910872192,1.6857713910872192,1.0,0.0,0
case_073,3,10081626.0,4515227.0,4515227.0,4515227.0,2.232806013961203,2.232806013961203,1.0,0.0,0
case_073,4,10081626.0,3903787.0,3903787.0,3903787.0,2.5825246100773427,2.5825246100773427,1.0,0.0,0
case_073,5,10081626.0,3517515.0,3517515.0,3517515.0,2.8661216796516857,2.8661216796516857,1.0,0.0,0
case_074,1,1682239.0,,1682239.0,1678120.0,,1.0,1.002454532452983,0.16680485013829857,1642496
case_074,2,1682239.0,822510.0,822510.0,820789.0,2.0452505136715664,2.0452505136715664,1.0020967629926814,0.26188621340017676,2842624
case_074,3,1682239.0,553814.0,553814.0,550231.0,3.0375523190096314,3.0375523190096314,1.006511810494138,0.25530330963041,2908160
case_074,4,1682239.0,423088.0,423088.0,416795.0,3.9760971712740614,3.9760971712740614,1.0150985496467089,0.3389255080900507,4136960
case_074,5,1682239.0,347042.0,347042.0,341696.0,4.847364295964177,4.847364295964177,1.015645486046076,0.35230113035024435,4513792
case_075,1,1441809.0,,1441809.0,1441809.0,,1.0,1.0,0.0,0
case_075,2,1441809.0,1441809.0,1441809.0,1441809.0,1.0,1.0,1.0,0.0,0
case_075,3,1441809.0,1441809.0,1441809.0,1441809.0,1.0,1.0,1.0,0.0,0
case_075,4,1441809.0,1441809.0,1441809.0,1441809.0,1.0,1.0,1.0,0.0,0
case_075,5,1441809.0,1441809.0,1441809.0,1441809.0,1.0,1.0,1.0,0.0,0
case_076,1,6185113.0,,6185113.0,6183098.0,,1.0,1.0003258884138664,0.13357661937269952,4347904
case_076,2,6185113.0,3069464.0,3069464.0,3067211.0,2.015046600970072,2.015046600970072,1.0007345435315667,0.2583862194016319,9047040
case_076,3,6185113.0,2061609.0,2061609.0,2057661.0,3.0001387265965564,3.0001387265965564,1.0019186833982858,0.3286015131425006,12942336
case_076,4,6185113.0,1550155.0,1550155.0,1543830.0,3.9899964842225453,3.9899964842225453,1.0040969536801332,0.3255456501690747,13012992
case_076,5,6185113.0,1238120.0,1238120.0,1232145.0,4.995568280942074,4.995568280942074,1.0048492669288112,0.3573792354045244,14818304
case_077,1,495320.0,,495320.0,495320.0,,1.0,1.0,0.0,0
case_077,2,495320.0,250735.0,250735.0,250735.0,1.9754721119907472,1.9754721119907472,1.0,0.026082004763022353,57344
case_077,3,495320.0,178739.0,178739.0,178739.0,2.771191513883372,2.771191513883372,1.0,0.025419025615838663,57344
case_077,4,495320.0,144734.0,144734.0,144734.0,3.4222781101883455,3.4222781101883455,1.0,0.04957783107363878,114688
case_077,5,495320.0,121081.0,121081.0,121081.0,4.090815239385205,4.090815239385205,1.0,0.0,0
case_078,1,2296143.0,,2296143.0,2296143.0,,1.0,1.0,0.0,0
case_078,2,2296143.0,1260358.0,1260358.0,1260358.0,1.8218180866071385,1.8218180866071385,1.0,0.0,0
case_078,3,2296143.0,993959.0,993959.0,938948.0,2.3100983038535796,2.3100983038535796,1.058587909021586,0.22457137066484797,3350736
case_078,4,2296143.0,690924.0,690924.0,690924.0,3.3232931552529656,3.3232931552529656,1.0,0.0,0
case_078,5,2296143.0,663941.0,663941.0,578013.0,3.458353980248245,3.458353980248245,1.1486610162747204,0.34361391402732044,5452056
case_079,1,31052251.0,,31052251.0,31052251.0,,1.0,1.0,0.0,0
case_079,2,31052251.0,15446486.0,15446486.0,15446486.0,2.010311665708304,2.010311665708304,1.0,0.0,0
case_079,3,31052251.0,10181692.0,10181692.0,10175315.0,3.049812447675691,3.049812447675691,1.000626712784813,0.13731543624161074,6285312
case_079,4,31052251.0,7635624.0,7635624.0,7635624.0,4.066760097144647,4.066760097144647,1.0,0.0,0
case_079,5,31052251.0,6075976.0,6075976.0,6075472.0,5.110660575354478,5.110660575354478,1.000082956517617,0.2441611149398882,13060096
case_080,1,292138.0,,292138.0,291826.0,,1.0,1.0010691302351402,0.1686143572621035,413696
case_080,2,292138.0,145926.0,145926.0,145674.0,2.0019598974822856,2.0019598974822856,1.0017298900284197,0.436,1785856
case_080,3,292138.0,100325.0,100325.0,100325.0,2.9119162721156244,2.9119162721156244,1.0,0.0,0
case_080,4,292138.0,111314.0,111314.0,90584.0,2.6244497547478303,2.6244497547478303,1.228848361741588,0.478494623655914,2916352
case_080,5,292138.0,113455.0,113455.0,90408.0,2.574923978669957,2.574923978669957,1.2549221307848863,0.34408602150537637,2228224
case_081,1,151795.0,,151795.0,151795.0,,1.0,1.0,0.0,0
case_081,2,151795.0,76860.0,76860.0,76860.0,1.9749544626593807,1.9749544626593807,1.0,0.0,0
case_081,3,151795.0,51943.0,51943.0,51943.0,2.9223379473653814,2.9223379473653814,1.0,0.0,0
case_081,4,151795.0,39588.0,39588.0,39588.0,3.834369000707285,3.834369000707285,1.0,0.0,0
case_081,5,151795.0,30943.0,30943.0,30943.0,4.905632937982743,4.905632937982743,1.0,0.0,0
case_082,1,721041.0,,721041.0,721041.0,,1.0,1.0,0.0,0
case_082,2,721041.0,721041.0,721041.0,721041.0,1.0,1.0,1.0,0.0,0
case_082,3,721041.0,721041.0,721041.0,721041.0,1.0,1.0,1.0,0.0,0
case_082,4,721041.0,721041.0,721041.0,721041.0,1.0,1.0,1.0,0.0,0
case_082,5,721041.0,721041.0,721041.0,721041.0,1.0,1.0,1.0,0.0,0
case_083,1,1057993.0,,1057993.0,946145.0,,1.0,1.1182144385902795,0.7958684091545202,11829024
case_083,2,1057993.0,644672.0,644672.0,535329.0,1.6411337858631987,1.6411337858631987,1.2042538326898038,0.7076181170611782,10776288
case_083,3,1057993.0,512623.0,512623.0,402691.0,2.0638812538649263,2.0638812538649263,1.272993436654904,0.6590289066365114,10443552
case_083,4,1057993.0,450029.0,450029.0,333151.0,2.350944050272316,2.350944050272316,1.3508259017682673,0.6425764561777388,10324096
case_083,5,1057993.0,442480.0,442480.0,310731.0,2.3910527029470257,2.3910527029470257,1.4239969620025037,0.6756744500592479,10966272
case_084,1,2507412.0,,2507412.0,2507412.0,,1.0,1.0,0.0,0
case_084,2,2507412.0,1255052.0,1255052.0,1255052.0,1.9978550689533183,1.9978550689533183,1.0,0.0,0
case_084,3,2507412.0,836220.0,836220.0,836220.0,2.998507569778288,2.998507569778288,1.0,0.0,0
case_084,4,2507412.0,629028.0,629028.0,629028.0,3.986169137144928,3.986169137144928,1.0,0.0,0
case_084,5,2507412.0,503472.0,503472.0,503472.0,4.98024120507198,4.98024120507198,1.0,0.0,0
case_085,1,3187899.0,,3187899.0,3187899.0,,1.0,1.0,0.0,0
case_085,2,3187899.0,3187899.0,3187899.0,3187899.0,1.0,1.0,1.0,0.0,0
case_085,3,3187899.0,3187899.0,3187899.0,3187899.0,1.0,1.0,1.0,0.0,0
case_085,4,3187899.0,3187899.0,3187899.0,3187899.0,1.0,1.0,1.0,0.0,0
case_085,5,3187899.0,3187899.0,3187899.0,3187899.0,1.0,1.0,1.0,0.0,0
case_086,1,118403.0,,118403.0,118403.0,,1.0,1.0,0.0,0
case_086,2,118403.0,118403.0,118403.0,118403.0,1.0,1.0,1.0,0.0,0
case_086,3,118403.0,118403.0,118403.0,118403.0,1.0,1.0,1.0,0.0,0
case_086,4,118403.0,118403.0,118403.0,118403.0,1.0,1.0,1.0,0.0,0
case_086,5,118403.0,118403.0,118403.0,118403.0,1.0,1.0,1.0,0.0,0
case_087,1,3974071.0,,3974071.0,3969779.0,,1.0,1.0010811684982968,0.18336776784760794,2534400
case_087,2,3974071.0,1985234.0,1985234.0,1984074.0,2.0018148994022873,2.0018148994022873,1.0005846556126434,0.26835055864904006,4271616
case_087,3,3974071.0,1385253.0,1385253.0,1383483.0,2.8688412874760063,2.8688412874760063,1.0012793796526593,0.22511816843433585,3746304
case_087,4,3974071.0,1069661.0,1069661.0,1069661.0,3.715262125103187,3.715262125103187,1.0,0.31265959490976203,5538816
case_087,5,3974071.0,888504.0,888504.0,888460.0,4.472766582930409,4.472766582930409,1.0000495238952796,0.27790535494777224,4916736
case_088,1,243623.0,,243623.0,243623.0,,1.0,1.0,0.0,0
case_088,2,243623.0,202290.0,202290.0,202290.0,1.2043254733303672,1.2043254733303672,1.0,0.0,0
case_088,3,243623.0,202428.0,202428.0,202428.0,1.2035044559053096,1.2035044559053096,1.0,0.012911238388238669,24576
case_088,4,243623.0,202670.0,202670.0,202670.0,1.2020674002072333,1.2020674002072333,1.0,0.03728935972639903,73728
case_088,5,243623.0,202791.0,202791.0,202791.0,1.2013501585376076,1.2013501585376076,1.0,0.0,0
case_089,1,693092.0,,693092.0,693092.0,,1.0,1.0,0.0,0
case_089,2,693092.0,346832.0,346832.0,346832.0,1.998350786547954,1.998350786547954,1.0,0.0,0
case_089,3,693092.0,243614.0,243614.0,243614.0,2.8450417463692563,2.8450417463692563,1.0,0.0,0
case_089,4,693092.0,178160.0,178160.0,178160.0,3.8902784014369107,3.8902784014369107,1.0,0.0,0
case_089,5,693092.0,147432.0,147432.0,147432.0,4.701096098540344,4.701096098540344,1.0,0.0,0
case_090,1,1178363.0,,1178363.0,1178363.0,,1.0,1.0,0.0,0
case_090,2,1178363.0,769224.0,769224.0,763401.0,1.5318853805913493,1.5318853805913493,1.0076277081114644,0.020732303907339482,490248
case_090,3,1178363.0,657430.0,657430.0,653823.0,1.7923778957455547,1.7923778957455547,1.0055167835943366,0.003916644212731127,92448
case_090,4,1178363.0,608275.0,608275.0,604430.0,1.9372208293945994,1.9372208293945994,1.0063613652532137,0.004547569285022748,107208
case_090,5,1178363.0,542638.0,542638.0,509924.0,2.171545302761694,2.171545302761694,1.064154658341243,0.08141171039161765,1946808
case_091,1,9186769.0,,9186769.0,9168820.0,,1.0,1.001957612866214,0.10538579237748164,6374016
case_091,2,9186769.0,4590046.0,4590046.0,4579927.0,2.0014546695174733,2.0014546695174733,1.002209423861996,0.1906278541253282,12269376
case_091,3,9186769.0,3070809.0,3070809.0,3054105.0,2.9916445470884057,2.9916445470884057,1.0054693600907632,0.19650749739211154,13683776
case_091,4,9186769.0,2315529.0,2315529.0,2305508.0,3.967460135459327,3.967460135459327,1.0043465474854132,0.21136449323071077,15625504
case_091,5,9186769.0,1874503.0,1874503.0,1865837.0,4.900909200998878,4.900909200998878,1.0046445643429731,0.23456067165848588,18252288
case_092,1,4815554.0,,4815554.0,4333631.0,,1.0,1.111205361047122,0.7935495964003455,52970464
case_092,2,4815554.0,2828252.0,2828252.0,2358868.0,1.702660866146298,1.702660866146298,1.1989869717169421,0.7591771943849205,50993920
case_092,3,4815554.0,2231804.0,2231804.0,1792534.0,2.157695747476033,2.157695747476033,1.2450553239157527,0.6541586932458932,44215392
case_092,4,4815554.0,1927728.0,1927728.0,1470508.0,2.4980464048869964,2.4980464048869964,1.3109265641533403,0.6479121478881523,44066112
case_092,5,4815554.0,1661234.0,1649430.0,1351088.0,2.89878126741928,2.919526139332982,1.220816112644032,0.580675424788359,39473888
case_093,1,74205.0,,74205.0,74205.0,,1.0,1.0,0.0,0
case_093,2,74205.0,37827.0,37827.0,37827.0,1.9616940280751844,1.9616940280751844,1.0,0.0,0
case_093,3,74205.0,25103.0,25103.0,25103.0,2.956021192686133,2.956021192686133,1.0,0.0,0
case_093,4,74205.0,19779.0,19779.0,19779.0,3.751706355225239,3.751706355225239,1.0,0.0,0
case_093,5,74205.0,15876.0,15876.0,15876.0,4.674036281179139,4.674036281179139,1.0,0.0,0
case_094,1,94892.0,,94892.0,94892.0,,1.0,1.0,0.0,0
case_094,2,94892.0,53614.0,53614.0,53614.0,1.7699108441824896,1.7699108441824896,1.0,0.18398891966759004,106272
case_094,3,94892.0,39889.0,39889.0,39889.0,2.37890145152799,2.37890145152799,1.0,0.1558186327265921,106560
case_094,4,94892.0,30709.0,30709.0,30709.0,3.090038750854798,3.090038750854798,1.0,0.1818807710999514,143712
case_094,5,94892.0,25530.0,25530.0,25530.0,3.716882099490795,3.716882099490795,1.0,0.22865653335669542,167040
case_095,1,2084853.0,,2084853.0,2084853.0,,1.0,1.0,0.0,0
case_095,2,2084853.0,1042890.0,1042890.0,1042890.0,1.9991111238960964,1.9991111238960964,1.0,0.0,0
case_095,3,2084853.0,695775.0,695775.0,695775.0,2.9964471273040854,2.9964471273040854,1.0,0.0,0
case_095,4,2084853.0,524422.0,524422.0,524422.0,3.9755254356224565,3.9755254356224565,1.0,0.0,0
case_095,5,2084853.0,420852.0,420852.0,420852.0,4.953886401870491,4.953886401870491,1.0,0.0,0
case_096,1,84194.0,,84194.0,84194.0,,1.0,1.0,0.0,0
case_096,2,84194.0,47175.0,47175.0,47175.0,1.7847164811870695,1.7847164811870695,1.0,0.2427211041159437,67392
case_096,3,84194.0,33662.0,33662.0,33662.0,2.5011585764363375,2.5011585764363375,1.0,0.2427211041159437,67392
case_096,4,84194.0,26984.0,26984.0,26984.0,3.120145271271865,3.120145271271865,1.0,0.2714382735727453,78336
case_096,5,84194.0,27053.0,27053.0,27053.0,3.112187188112224,3.112187188112224,1.0,0.230370619399265,79488
case_097,1,11491509.0,,11491509.0,11491509.0,,1.0,1.0,0.0,0
case_097,2,11491509.0,5617602.0,5617602.0,5617602.0,2.045625339780212,2.045625339780212,1.0,0.0,0
case_097,3,11491509.0,3660459.0,3660459.0,3660338.0,3.1393628503966307,3.1393628503966307,1.0000330570564795,0.2197214372224465,4458496
case_097,4,11491509.0,2626908.0,2626908.0,2626908.0,4.37453805005733,4.37453805005733,1.0,0.041666666666666664,770048
case_097,5,11491509.0,2102348.0,2102348.0,2102250.0,5.466035594487687,5.466035594487687,1.0000466167201807,0.24523466282236103,6270976
case_098,1,177430.0,,177430.0,177430.0,,1.0,1.0,0.0,0
case_098,2,177430.0,89756.0,89756.0,89756.0,1.9768037791345425,1.9768037791345425,1.0,0.0,0
case_098,3,177430.0,89825.0,89825.0,89825.0,1.9752852769273588,1.9752852769273588,1.0,0.0,0
case_098,4,177430.0,89894.0,89894.0,89894.0,1.973769105835762,1.973769105835762,1.0,0.0,0
case_098,5,177430.0,90168.0,90168.0,90168.0,1.9677712714044895,1.9677712714044895,1.0,0.0,0
case_099,1,1622999.0,,1622999.0,1618902.0,,1.0,1.002530727616619,0.25235465023466686,2023424
case_099,2,1622999.0,811392.0,811392.0,807943.0,2.0002649767313456,2.0002649767313456,1.0042688655016505,0.406818477553676,4001792
case_099,3,1622999.0,539533.0,539533.0,538112.0,3.008155200886693,3.008155200886693,1.0026407142007612,0.4330832908503872,4567040
case_099,4,1622999.0,406807.0,406807.0,403575.0,3.989604407003813,3.989604407003813,1.0080084247042063,0.5268499125515514,6246400
case_099,5,1622999.0,337221.0,337221.0,326122.0,4.81286456062938,4.81286456062938,1.0340332758906177,0.5064133568070576,6701056
case_100,1,151223.0,,151223.0,151223.0,,1.0,1.0,0.0,0
case_100,2,151223.0,90243.0,90243.0,90243.0,1.6757310816351407,1.6757310816351407,1.0,0.02741058323332456,12288
case_100,3,151223.0,57811.0,57811.0,57811.0,2.6158170590372074,2.6158170590372074,1.0,0.01712718271224995,8704
case_100,4,151223.0,58086.0,58086.0,58086.0,2.603432840959956,2.603432840959956,1.0,0.24877065421526903,144384
case_100,5,151223.0,58085.0,58085.0,58085.0,2.603477662047,2.603477662047,1.0,0.327124236466278,211968
