case,cores,strategy,active_cores,band_width,data_aware,status,makespan_cycles,added_copy_bytes,partition_added_copy_bytes,spill_added_copy_bytes,peak_l1_bytes,peak_ub_bytes,wall_seconds,error
case_071,5,band_w12_k2,2,12,0,ok,13881,135394,135394,0,36096,30084,0.099,
case_071,5,band_w4_k3,3,4,0,ok,13524,258246,258246,0,36096,26244,0.117,
case_071,5,band_w8_k3,3,8,0,ok,12145,190790,190790,0,33792,43236,0.102,
case_071,5,band_w12_k3,3,12,0,ok,12077,182724,182724,0,36480,26628,0.097,
case_071,5,band_w4_k4,4,4,0,ok,13297,271782,271782,0,34560,22884,0.121,
case_071,5,band_w8_k4,4,8,0,ok,12982,232616,232616,0,30720,42020,0.108,
case_071,5,band_w12_k4,4,12,0,ok,11839,224454,224454,0,31104,19972,0.104,
case_071,5,band_w4_k5,5,4,0,ok,13492,330218,330218,0,34560,22660,0.127,
case_071,5,band_w8_k5,5,8,0,ok,12804,275914,275914,0,30720,42020,0.113,
case_071,5,band_w12_k5,5,12,0,ok,11909,267464,267464,0,31104,22276,0.105,
case_072,5,band_w4_k2,2,4,0,ok,13547022,181733012,90224004,91509008,524288,48180,19.706,
case_072,5,band_w8_k2,2,8,0,ok,11930682,91873186,16879362,74993824,524288,56980,17.129,
case_072,5,band_w12_k2,2,12,0,ok,12188734,101733532,10885412,90848120,524288,61604,16.686,
case_072,5,band_w4_k3,3,4,0,ok,9076990,146214420,87122500,59091920,524288,46916,18.243,
case_072,5,band_w8_k3,3,8,0,ok,8095304,85859188,31957844,53901344,524288,56998,14.394,
case_072,5,band_w12_k3,3,12,0,ok,8091395,81101642,16242970,64858672,524288,57972,15.025,
case_072,5,band_w4_k4,4,4,0,ok,7404613,208409224,131597624,76811600,524288,39284,19.936,
case_072,5,band_w8_k4,4,8,0,ok,6209667,96518110,37232158,59285952,524288,56676,14.039,
case_072,5,band_w12_k4,4,12,0,ok,6101115,108907478,31922726,76984752,524288,57428,14.671,
case_072,5,band_w4_k5,5,4,0,ok,6015159,159789934,134214590,25575344,524288,37668,19.777,
case_072,5,band_w8_k5,5,8,0,ok,4951565,74875158,48105046,26770112,524288,56628,14.582,
case_072,5,band_w12_k5,5,12,0,ok,4833667,71677410,29600210,42077200,524288,57428,10.211,
case_073,5,band_w4_k2,2,4,0,ok,5205564,69954176,3721600,66232576,453120,0,1.138,
case_073,5,band_w8_k2,2,8,0,ok,5605906,107804032,3721600,104082432,443648,0,1.081,
case_073,5,band_w12_k2,2,12,0,ok,5638712,107744128,3721600,104022528,443648,0,1.063,
case_073,5,band_w4_k3,3,4,0,ok,4031366,71902976,7443200,64459776,449536,0,1.08,
case_073,5,band_w8_k3,3,8,0,ok,4546282,108574976,7443200,101131776,443648,0,0.963,
case_073,5,band_w12_k3,3,12,0,ok,4553632,108515072,7443200,101071872,443648,0,0.916,
case_073,5,band_w4_k4,4,4,0,ok,3296322,73851776,11164800,62686976,448000,0,0.95,
case_073,5,band_w8_k4,4,8,0,ok,3820252,109345920,11164800,98181120,443648,0,0.981,
case_073,5,band_w12_k4,4,12,0,ok,3808894,109286016,11164800,98121216,443648,0,0.884,
case_073,5,band_w4_k5,5,4,0,ok,2888177,75800576,14886400,60914176,446976,0,0.902,
case_073,5,band_w8_k5,5,8,0,ok,3399934,110116864,14886400,95230464,443648,0,0.843,
case_073,5,band_w12_k5,5,12,0,ok,3397199,110056960,14886400,95170560,443648,0,0.824,
case_074,5,band_w4_k2,2,4,0,ok,917831,14164164,6865060,7299104,524288,131072,1.148,
case_074,5,band_w8_k2,2,8,0,ok,875143,11997292,4972624,7024668,524288,122890,1.138,
case_074,5,band_w12_k2,2,12,0,ok,880753,10944536,4694032,6250504,524288,131072,1.071,
case_074,5,band_w4_k3,3,4,0,ok,658501,18440412,14098652,4341760,524288,122894,1.187,
case_074,5,band_w8_k3,3,8,0,ok,599410,11124860,7741560,3383300,524288,122888,1.013,
case_074,5,band_w12_k3,3,12,0,ok,606020,13733916,9355272,4378644,524288,131072,0.994,
case_074,5,band_w4_k4,4,4,0,ok,528804,17617184,14180640,3436544,524288,73734,1.229,
case_074,5,band_w8_k4,4,8,0,ok,478928,13488236,10395748,3092488,524288,122890,1.024,
case_074,5,band_w12_k4,4,12,0,ok,466741,12406824,9953296,2453528,524288,122898,0.94,
case_074,5,band_w4_k5,5,4,0,ok,472246,21930272,20693280,1236992,524288,73732,1.281,
case_074,5,band_w8_k5,5,8,0,ok,390194,16851060,16556148,294912,524288,98306,1.121,
case_074,5,band_w12_k5,5,12,0,ok,401121,15491100,15024140,466960,524288,122898,1.082,
case_075,5,band_w4_k2,2,4,0,ok,864468,1923942,1923942,0,61568,69124,1.952,
case_075,5,band_w8_k2,2,8,0,ok,913262,1628486,1628486,0,58880,85156,1.877,
case_075,5,band_w12_k2,2,12,0,ok,969778,1681510,1681510,0,59904,85156,1.849,
case_075,5,band_w4_k3,3,4,0,ok,760153,4515308,4515308,0,63232,60164,2.043,
case_075,5,band_w8_k3,3,8,0,ok,822792,3343180,3343180,0,57344,81652,1.885,
case_075,5,band_w12_k3,3,12,0,ok,888036,3157196,3157196,0,59392,83060,1.847,
case_075,5,band_w4_k4,4,4,0,ok,594834,4784946,4784946,0,58240,45444,1.896,
case_075,5,band_w8_k4,4,8,0,ok,671318,3873042,3873042,0,55296,74420,1.799,
case_075,5,band_w12_k4,4,12,0,ok,752576,3709298,3709298,0,56320,80004,1.88,
case_075,5,band_w4_k5,5,4,0,ok,537846,6348536,6348536,0,58496,39428,2.312,
case_075,5,band_w8_k5,5,8,0,ok,616181,4607160,4607160,0,53760,74244,1.955,
case_075,5,band_w12_k5,5,12,0,ok,703801,4342200,4342200,0,55296,78836,2.409,
case_076,5,band_w4_k2,2,4,0,ok,3357434,41900296,16838920,25061376,524288,29072,16.365,
case_076,5,band_w8_k2,2,8,0,ok,3108994,29507108,4108836,25398272,524288,16164,15.916,
case_076,5,band_w12_k2,2,12,0,ok,3071433,30553180,4074588,26478592,524288,8220,18.061,
case_076,5,band_w4_k3,3,4,0,ok,2281391,43336528,20493136,22843392,524288,8298,18.972,
case_076,5,band_w8_k3,3,8,0,ok,2089788,31407208,8193128,23214080,524288,12454,20.604,
case_076,5,band_w12_k3,3,12,0,ok,2059036,35182704,8149104,27033600,524288,8210,19.263,
case_076,5,band_w4_k4,4,4,0,ok,1771768,47516344,28510904,19005440,524288,20480,21.577,
case_076,5,band_w8_k4,4,8,0,ok,1574679,34437332,12272852,22164480,524288,10522,14.936,
case_076,5,band_w12_k4,4,12,0,ok,1542300,36188320,12223648,23964672,524288,8202,12.668,
case_076,5,band_w4_k5,5,4,0,ok,1465513,51418316,34655436,16762880,524288,8192,14.081,
case_076,5,band_w8_k5,5,8,0,ok,1274287,36238856,16351752,19887104,524288,9464,13.625,
case_076,5,band_w12_k5,5,12,0,ok,1231409,37485724,16298140,21187584,524288,8198,12.244,
case_077,5,band_w4_k2,2,4,0,ok,256238,1771514,1633648,137866,146752,131072,1.061,
case_077,5,band_w8_k2,2,8,0,ok,260139,1184464,925056,259408,112112,127202,0.914,
case_077,5,band_w12_k2,2,12,0,ok,260463,864444,699162,165282,120320,130036,0.904,
case_077,5,band_w4_k3,3,4,0,ok,191760,2337916,2337916,0,139264,115366,1.066,
case_077,5,band_w8_k3,3,8,0,ok,189613,1774394,1523950,250444,109472,127172,0.903,
case_077,5,band_w12_k3,3,12,0,ok,186216,1354538,1157636,196902,118016,131072,0.863,
case_077,5,band_w4_k4,4,4,0,ok,146937,2690644,2690644,0,126816,104980,1.028,
case_077,5,band_w8_k4,4,8,0,ok,147279,1886880,1657020,229860,109472,127076,0.886,
case_077,5,band_w12_k4,4,12,0,ok,149033,1634866,1394828,240038,114944,131072,0.862,
case_077,5,band_w4_k5,5,4,0,ok,134924,2995386,2995386,0,124128,77826,1.076,
case_077,5,band_w8_k5,5,8,0,ok,135275,2143884,1930506,213378,109232,127168,0.912,
case_077,5,band_w12_k5,5,12,0,ok,127955,1694204,1508540,185664,114944,131072,0.873,
case_078,5,band_w4_k2,2,4,0,ok,1062052,2148480,2148480,0,431616,0,0.138,
case_078,5,band_w8_k2,2,8,0,ok,1077518,3779712,2148480,1631232,507648,0,0.156,
case_078,5,band_w12_k2,2,12,0,ok,1146508,7195776,2148480,5047296,501504,0,0.145,
case_078,5,band_w4_k3,3,4,0,ok,773858,5034240,5034240,0,337920,0,0.157,
case_078,5,band_w8_k3,3,8,0,ok,795386,5611776,4512000,1099776,503040,0,0.159,
case_078,5,band_w12_k3,3,12,0,ok,832576,8321280,4942080,3379200,500736,0,0.155,
case_078,5,band_w4_k4,4,4,0,ok,558888,6445440,6445440,0,382464,0,0.138,
case_078,5,band_w8_k4,4,8,0,ok,576812,7453056,6445440,1007616,504576,0,0.138,
case_078,5,band_w12_k4,4,12,0,ok,622120,9468288,6445440,3022848,500736,0,0.148,
case_078,5,band_w4_k5,5,4,0,ok,528099,9331200,9331200,0,336384,0,0.167,
case_078,5,band_w8_k5,5,8,0,ok,550975,9389472,8707488,681984,501504,0,0.163,
case_078,5,band_w12_k5,5,12,0,ok,552056,11156616,9165960,1990656,500736,0,0.158,
case_079,5,band_w4_k2,2,4,0,ok,16405866,77656064,28422144,49233920,524288,0,6.986,
case_079,5,band_w8_k2,2,8,0,ok,15446486,31780864,3649536,28131328,524288,0,8.019,
case_079,5,band_w12_k2,2,12,0,duplicate,,,,,,,0.084,
case_079,5,band_w4_k3,3,4,0,ok,10966818,95797248,49373184,46424064,524288,0,7.598,
case_079,5,band_w8_k3,3,8,0,ok,10181692,39960576,11624448,28336128,524288,0,7.25,
case_079,5,band_w12_k3,3,12,0,duplicate,,,,,,,0.09,
case_079,5,band_w4_k4,4,4,0,ok,7934044,67080192,42799104,24281088,524288,0,5.58,
case_079,5,band_w8_k4,4,8,0,ok,7635624,30445568,10948608,19496960,524288,0,5.224,
case_079,5,band_w12_k4,4,12,0,duplicate,,,,,,,0.077,
case_079,5,band_w4_k5,5,4,0,ok,6682644,104785920,68640768,36145152,524288,0,6.548,
case_079,5,band_w8_k5,5,8,0,duplicate,,,,,,,0.079,
case_079,5,band_w12_k5,5,12,0,duplicate,,,,,,,0.084,
case_080,5,band_w4_k2,2,4,0,ok,147504,2347008,2347008,0,503808,0,0.194,
case_080,5,band_w8_k2,2,8,0,ok,145926,2191360,1904640,286720,524288,0,0.177,
case_080,5,band_w12_k2,2,12,0,duplicate,,,,,,,0.005,
case_080,5,band_w4_k3,3,4,0,ok,100247,3637248,3637248,0,184320,0,0.188,
case_080,5,band_w8_k3,3,8,0,duplicate,,,,,,,0.005,
case_080,5,band_w12_k3,3,12,0,duplicate,,,,,,,0.004,
case_080,5,band_w4_k4,4,4,0,ok,115755,4919296,4919296,0,245760,0,0.221,
case_080,5,band_w8_k4,4,8,0,ok,111314,4190208,4190208,0,294912,0,0.201,
case_080,5,band_w12_k4,4,12,0,duplicate,,,,,,,0.005,
case_080,5,band_w4_k5,5,4,0,ok,126102,5533696,5533696,0,118784,0,0.266,
case_080,5,band_w8_k5,5,8,0,duplicate,,,,,,,0.005,
case_080,5,band_w12_k5,5,12,0,duplicate,,,,,,,0.005,
case_081,5,band_w4_k2,2,4,0,ok,87124,1364410,1053014,311396,0,129282,0.751,
case_081,5,band_w8_k2,2,8,0,ok,82214,901120,0,901120,0,129114,0.626,
case_081,5,band_w12_k2,2,12,0,ok,76860,0,0,0,0,14340,0.576,
case_081,5,band_w4_k3,3,4,0,ok,68964,2061154,1923922,137232,0,129142,0.819,
case_081,5,band_w8_k3,3,8,0,ok,57849,655360,0,655360,0,129086,0.598,
case_081,5,band_w12_k3,3,12,0,ok,51943,0,0,0,0,14340,0.527,
case_081,5,band_w4_k4,4,4,0,ok,68482,2094246,2094246,0,0,92250,0.774,
case_081,5,band_w8_k4,4,8,0,ok,45773,409600,0,409600,0,129072,0.548,
case_081,5,band_w12_k4,4,12,0,ok,39588,0,0,0,0,14340,0.499,
case_081,5,band_w4_k5,5,4,0,ok,62313,1672256,1672256,0,0,45090,0.699,
case_081,5,band_w8_k5,5,8,0,ok,36557,163840,0,163840,0,129062,0.506,
case_081,5,band_w12_k5,5,12,0,duplicate,,,,,,,0.014,
case_082,5,band_w4_k2,2,4,0,ok,457452,948582,948582,0,80256,121988,0.705,
case_082,5,band_w8_k2,2,8,0,ok,459110,799912,736038,63874,79360,129666,0.674,
case_082,5,band_w12_k2,2,12,0,ok,514328,1032552,846596,185956,80384,129744,0.728,
case_082,5,band_w4_k3,3,4,0,ok,369330,2012620,2012620,0,79744,100100,0.755,
case_082,5,band_w8_k3,3,8,0,ok,374506,1276206,1212332,63874,75776,129154,0.66,
case_082,5,band_w12_k3,3,12,0,ok,441137,1337866,1300998,36868,76288,129666,0.68,
case_082,5,band_w4_k4,4,4,0,ok,337817,2639218,2639218,0,81920,77956,0.779,
case_082,5,band_w8_k4,4,8,0,ok,346550,1995378,1935600,59778,75776,130946,0.718,
case_082,5,band_w12_k4,4,12,0,ok,416877,1986256,1953484,32772,75776,129042,0.727,
case_082,5,band_w4_k5,5,4,0,ok,322447,3423862,3423862,0,82432,78852,0.84,
case_082,5,band_w8_k5,5,8,0,ok,340095,2495608,2434166,61442,76288,129922,0.728,
case_082,5,band_w12_k5,5,12,0,ok,412137,2274222,2249644,24578,75776,130372,0.724,
case_083,5,band_w4_k2,2,4,0,ok,450528,930400,930400,0,410624,0,0.635,
case_083,5,band_w8_k2,2,8,0,ok,451399,930400,930400,0,519680,0,0.626,
case_083,5,band_w12_k2,2,12,0,ok,451436,1323616,930400,393216,517632,0,0.598,
case_083,5,band_w4_k3,3,4,0,ok,309715,1860800,1860800,0,328704,0,0.559,
case_083,5,band_w8_k3,3,8,0,ok,308675,1860800,1860800,0,437760,0,0.551,
case_083,5,band_w12_k3,3,12,0,ok,311028,1942720,1860800,81920,520192,0,0.533,
case_083,5,band_w4_k4,4,4,0,ok,225573,2791200,2791200,0,279552,0,0.522,
case_083,5,band_w8_k4,4,8,0,ok,232756,2791200,2791200,0,388608,0,0.529,
case_083,5,band_w12_k4,4,12,0,ok,241091,2791200,2791200,0,496640,0,0.523,
case_083,5,band_w4_k5,5,4,0,ok,199870,3721600,3721600,0,263168,0,0.508,
case_083,5,band_w8_k5,5,8,0,ok,206066,3721600,3721600,0,372224,0,0.498,
case_083,5,band_w12_k5,5,12,0,ok,207450,3721600,3721600,0,480768,0,0.504,
case_084,5,band_w4_k2,2,4,0,ok,686924,9427968,0,9427968,10752,129120,3.037,
case_084,5,band_w8_k2,2,8,0,ok,1255052,0,0,0,13824,9312,2.697,
case_084,5,band_w12_k2,2,12,0,duplicate,,,,,,,0.042,
case_084,5,band_w4_k3,3,4,0,ok,458172,9179136,0,9179136,10752,129120,2.706,
case_084,5,band_w8_k3,3,8,0,ok,836220,0,0,0,13824,9312,2.418,
case_084,5,band_w12_k3,3,12,0,duplicate,,,,,,,0.04,
case_084,5,band_w4_k4,4,4,0,ok,384788,8930304,0,8930304,10752,129120,2.511,
case_084,5,band_w8_k4,4,8,0,ok,629028,0,0,0,13824,9312,2.226,
case_084,5,band_w12_k4,4,12,0,duplicate,,,,,,,0.04,
case_084,5,band_w4_k5,5,4,0,ok,375094,8681472,0,8681472,10752,129120,2.401,
case_084,5,band_w8_k5,5,8,0,duplicate,,,,,,,0.043,
case_084,5,band_w12_k5,5,12,0,duplicate,,,,,,,0.04,
case_085,5,band_w4_k2,2,4,0,ok,1988072,8140264,6141126,1999138,181376,131072,7.796,
case_085,5,band_w8_k2,2,8,0,ok,2060876,6350730,4047622,2303108,165120,130768,8.024,
case_085,5,band_w12_k2,2,12,0,ok,2060114,5686188,3412710,2273478,164992,130752,7.901,
case_085,5,band_w4_k3,3,4,0,ok,1577585,10363582,9991852,371730,123392,131072,8.202,
case_085,5,band_w8_k3,3,8,0,ok,1731959,8634298,7220396,1413902,98816,130738,9.222,
case_085,5,band_w12_k3,3,12,0,ok,1736728,8339422,6588620,1750802,95744,131072,9.376,
case_085,5,band_w4_k4,4,4,0,ok,1369733,11579034,11542162,36872,103296,129794,10.061,
case_085,5,band_w8_k4,4,8,0,ok,1547984,8799292,7681298,1117994,96256,131072,8.638,
case_085,5,band_w12_k4,4,12,0,ok,1552015,8262812,6894194,1368618,93696,131072,8.586,
case_085,5,band_w4_k5,5,4,0,ok,1268754,15419768,15419768,0,105088,117764,10.352,
case_085,5,band_w8_k5,5,8,0,ok,1475428,11300578,10340568,960010,96768,130626,8.53,
case_085,5,band_w12_k5,5,12,0,ok,1482344,10856100,9595032,1261068,91648,130946,9.464,
case_086,5,band_w4_k2,2,4,0,ok,75253,737382,737382,0,56256,90756,1.664,
case_086,5,band_w8_k2,2,8,0,ok,73057,589382,589382,0,52224,123364,1.346,
case_086,5,band_w12_k2,2,12,0,ok,83165,688580,668612,19968,54912,130516,1.641,
case_086,5,band_w4_k3,3,4,0,ok,65507,1531404,1531404,0,57408,78372,1.552,
case_086,5,band_w8_k3,3,8,0,ok,61059,953228,953228,0,49920,122980,1.388,
case_086,5,band_w12_k3,3,12,0,ok,71652,993800,993800,0,52608,113572,1.403,
case_086,5,band_w4_k4,4,4,0,ok,58755,1668080,1668080,0,56544,60356,1.409,
case_086,5,band_w8_k4,4,8,0,ok,57507,1393522,1393522,0,48768,121636,0.974,
case_086,5,band_w12_k4,4,12,0,ok,67824,1432300,1432300,0,49536,96676,1.053,
case_086,5,band_w4_k5,5,4,0,ok,69786,2548598,2548598,0,55776,54532,1.183,
case_086,5,band_w8_k5,5,8,0,ok,60354,1803864,1803864,0,46464,120484,0.981,
case_086,5,band_w12_k5,5,12,0,ok,69625,1656908,1656908,0,47232,93924,1.033,
case_087,5,band_w4_k2,2,4,0,ok,2207918,30224332,19497100,10727232,524288,121960,13.527,
case_087,5,band_w8_k2,2,8,0,ok,2153292,25137668,13657860,11479808,522144,127100,12.545,
case_087,5,band_w12_k2,2,12,0,ok,2083449,17948670,9683358,8265312,523296,130966,12.141,
case_087,5,band_w4_k3,3,4,0,ok,1610375,36178840,29314872,6863968,521520,88486,12.53,
case_087,5,band_w8_k3,3,8,0,ok,1527164,26893886,21279196,5614690,520896,129986,11.277,
case_087,5,band_w12_k3,3,12,0,ok,1505234,20772100,14964914,5807186,524160,127682,10.942,
case_087,5,band_w4_k4,4,4,0,ok,1306776,40467104,35214304,5252800,521088,71734,12.447,
case_087,5,band_w8_k4,4,8,0,ok,1218778,29849264,25951808,3897456,521040,113218,10.775,
case_087,5,band_w12_k4,4,12,0,ok,1212136,23784556,19371244,4413312,523008,118164,13.068,
case_087,5,band_w4_k5,5,4,0,ok,1167841,46380708,42250820,4129888,523152,68134,16.615,
case_087,5,band_w8_k5,5,8,0,ok,1059377,34520380,30396892,4123488,521760,105284,12.812,
case_087,5,band_w12_k5,5,12,0,ok,1060501,26673014,23558982,3114032,520704,112900,11.996,
case_088,5,band_w4_k2,2,4,0,ok,147898,1201954,1201954,0,86400,112242,0.797,
case_088,5,band_w8_k2,2,8,0,ok,153264,1008662,1008662,0,87488,116228,0.703,
case_088,5,band_w12_k2,2,12,0,ok,150615,810130,810130,0,85248,108774,0.659,
case_088,5,band_w4_k3,3,4,0,ok,125772,2190472,2190472,0,83136,66690,0.709,
case_088,5,band_w8_k3,3,8,0,ok,130600,1711332,1711332,0,80128,71938,0.667,
case_088,5,band_w12_k3,3,12,0,ok,117134,1413604,1413604,0,86400,62796,0.681,
case_088,5,band_w4_k4,4,4,0,ok,114287,2343680,2343680,0,79104,57920,0.858,
case_088,5,band_w8_k4,4,8,0,ok,119402,2027716,2027716,0,51712,62400,0.738,
case_088,5,band_w12_k4,4,12,0,ok,104283,1740804,1740804,0,78400,69826,0.732,
case_088,5,band_w4_k5,5,4,0,ok,111958,2571140,2571140,0,58368,58244,0.858,
case_088,5,band_w8_k5,5,8,0,ok,118449,2159908,2159908,0,46080,46788,0.762,
case_088,5,band_w12_k5,5,12,0,ok,103647,1849354,1849354,0,51712,57730,0.72,
case_089,5,band_w4_k2,2,4,0,ok,342528,238720,238720,0,201216,0,1.084,
case_089,5,band_w8_k2,2,8,0,ok,337600,238720,238720,0,232960,0,1.159,
case_089,5,band_w12_k2,2,12,0,ok,341104,238720,238720,0,251392,0,0.983,
case_089,5,band_w4_k3,3,4,0,ok,237122,1706240,1706240,0,122952,0,1.027,
case_089,5,band_w8_k3,3,8,0,ok,234570,866560,866560,0,145408,0,0.953,
case_089,5,band_w12_k3,3,12,0,ok,234018,1644800,1644800,0,123024,0,1.025,
case_089,5,band_w4_k4,4,4,0,ok,171128,716160,716160,0,119296,0,0.879,
case_089,5,band_w8_k4,4,8,0,ok,169160,716160,716160,0,151040,0,0.9,
case_089,5,band_w12_k4,4,12,0,ok,170904,716160,716160,0,172032,0,0.816,
case_089,5,band_w4_k5,5,4,0,ok,136932,954880,954880,0,102912,0,0.819,
case_089,5,band_w8_k5,5,8,0,ok,135556,954880,954880,0,134656,0,0.725,
case_089,5,band_w12_k5,5,12,0,ok,136948,954880,954880,0,156160,0,0.96,
case_090,5,band_w4_k2,2,4,0,ok,482371,2171520,2171520,0,369408,0,0.273,
case_090,5,band_w8_k2,2,8,0,ok,510061,4516992,2163840,2353152,501312,0,0.311,
case_090,5,band_w12_k2,2,12,0,ok,590845,10776192,2401920,8374272,498432,0,0.298,
case_090,5,band_w4_k3,3,4,0,ok,345253,4596480,4596480,0,334080,0,0.381,
case_090,5,band_w8_k3,3,8,0,ok,381771,6491904,4381440,2110464,499776,0,0.387,
case_090,5,band_w12_k3,3,12,0,ok,472495,12301440,4550400,7751040,498432,0,0.295,
case_090,5,band_w4_k4,4,4,0,ok,297117,6744960,6744960,0,333696,0,0.295,
case_090,5,band_w8_k4,4,8,0,ok,327156,8211072,6514560,1696512,499776,0,0.281,
case_090,5,band_w12_k4,4,12,0,ok,406256,12886104,6620760,6265344,498816,0,0.31,
case_090,5,band_w4_k5,5,4,0,ok,285660,8893440,8893440,0,333312,0,0.26,
case_090,5,band_w8_k5,5,8,0,ok,304927,10125312,8693760,1431552,499008,0,0.291,
case_090,5,band_w12_k5,5,12,0,ok,379000,14150016,8778240,5371776,498816,0,0.315,
case_091,5,band_w4_k2,2,4,0,ok,4693856,45202968,9968664,35234304,523776,10394,13.911,
case_091,5,band_w8_k2,2,8,0,ok,4727214,47643152,6519824,41123328,523776,10242,17.814,
case_091,5,band_w12_k2,2,12,0,ok,4582868,56820340,6695540,50124800,523776,4104,14.527,
case_091,5,band_w4_k3,3,4,0,ok,3132891,28186912,10635040,17551872,523776,10248,12.556,
case_091,5,band_w8_k3,3,8,0,ok,3120881,50624076,13044300,37579776,523776,10240,15.808,
case_091,5,band_w12_k3,3,12,0,ok,3062335,60755672,13227224,47528448,523776,10244,13.173,
case_091,5,band_w4_k4,4,4,0,ok,2435068,51453348,26628516,24824832,523776,8194,13.994,
case_091,5,band_w8_k4,4,8,0,ok,2365381,53084908,19639276,33445632,523776,10240,14.375,
case_091,5,band_w12_k4,4,12,0,ok,2321895,66556728,19772216,46784512,523776,10244,12.713,
case_091,5,band_w4_k5,5,4,0,ok,1974406,60915592,36643720,24271872,523776,8218,14.184,
case_091,5,band_w8_k5,5,8,0,ok,1883815,58322276,25914212,32408064,523776,10240,14.02,
case_091,5,band_w12_k5,5,12,0,ok,1859555,71533068,26109964,45423104,523776,10240,11.923,
case_092,5,band_w4_k2,2,4,0,ok,2099564,16200288,930400,15269888,524288,0,7.064,
case_092,5,band_w8_k2,2,8,0,ok,2027226,10728032,930400,9797632,524288,0,6.633,
case_092,5,band_w12_k2,2,12,0,ok,2022314,7950944,930400,7020544,523776,0,6.511,
case_092,5,band_w4_k3,3,4,0,ok,1394723,10699968,1860800,8839168,521216,0,5.936,
case_092,5,band_w8_k3,3,8,0,ok,1361251,8127680,1860800,6266880,523776,0,5.73,
case_092,5,band_w12_k3,3,12,0,ok,1354532,7050432,1860800,5189632,523776,0,5.728,
case_092,5,band_w4_k4,4,4,0,ok,1041221,6854432,2791200,4063232,517120,0,5.998,
case_092,5,band_w8_k4,4,8,0,ok,1024935,6493984,2791200,3702784,523776,0,5.451,
case_092,5,band_w12_k4,4,12,0,ok,1024174,6657824,2791200,3866624,523776,0,4.708,
case_092,5,band_w4_k5,5,4,0,ok,830506,4688256,3721600,966656,517120,0,4.939,
case_092,5,band_w8_k5,5,8,0,ok,824695,5753216,3721600,2031616,519680,0,4.535,
case_092,5,band_w12_k5,5,12,0,duplicate,,,,,,,0.092,
case_093,5,band_w4_k2,2,4,0,ok,37827,8192,8192,0,20480,0,0.103,
case_093,5,band_w8_k2,2,8,0,duplicate,,,,,,,0.003,
case_093,5,band_w12_k2,2,12,0,duplicate,,,,,,,0.002,
case_093,5,band_w4_k3,3,4,0,ok,25103,16384,16384,0,20480,0,0.087,
case_093,5,band_w8_k3,3,8,0,duplicate,,,,,,,0.003,
case_093,5,band_w12_k3,3,12,0,duplicate,,,,,,,0.002,
case_093,5,band_w4_k4,4,4,0,ok,19779,24576,24576,0,20480,0,0.09,
case_093,5,band_w8_k4,4,8,0,duplicate,,,,,,,0.005,
case_093,5,band_w12_k4,4,12,0,duplicate,,,,,,,0.004,
case_093,5,band_w4_k5,5,4,0,duplicate,,,,,,,0.004,
case_093,5,band_w8_k5,5,8,0,duplicate,,,,,,,0.004,
case_093,5,band_w12_k5,5,12,0,duplicate,,,,,,,0.004,
case_094,5,band_w4_k2,2,4,0,ok,46571,337724,337724,0,74496,104448,0.107,
case_094,5,band_w8_k2,2,8,0,ok,47611,319288,319288,0,129024,102406,0.095,
case_094,5,band_w12_k2,2,12,0,ok,52259,294692,245540,49152,133632,131072,0.087,
case_094,5,band_w4_k3,3,4,0,ok,35881,619628,619628,0,95744,116736,0.107,
case_094,5,band_w8_k3,3,8,0,ok,38898,679536,654956,24580,80640,131072,0.099,
case_094,5,band_w12_k3,3,12,0,ok,33436,368192,368192,0,129024,90112,0.092,
case_094,5,band_w4_k4,4,4,0,ok,29330,982412,982412,0,61696,73728,0.114,
case_094,5,band_w8_k4,4,8,0,ok,30252,871232,871232,0,77568,77832,0.112,
case_094,5,band_w12_k4,4,12,0,ok,35313,646500,572772,73728,77568,131072,0.1,
case_094,5,band_w4_k5,5,4,0,ok,27525,1081180,1081180,0,60416,70656,0.14,
case_094,5,band_w8_k5,5,8,0,ok,27258,799632,799632,0,62208,73730,0.11,
case_094,5,band_w12_k5,5,12,0,ok,28342,496772,496772,0,101376,126976,0.096,
case_095,5,band_w4_k2,2,4,0,ok,573788,16588800,0,16588800,30720,129216,1.107,
case_095,5,band_w8_k2,2,8,0,ok,1042890,0,0,0,36864,37056,1.173,
case_095,5,band_w12_k2,2,12,0,duplicate,,,,,,,0.031,
case_095,5,band_w4_k3,3,4,0,ok,474501,16367616,0,16367616,30720,129216,1.232,
case_095,5,band_w8_k3,3,8,0,ok,695775,0,0,0,36864,37056,1.073,
case_095,5,band_w12_k3,3,12,0,duplicate,,,,,,,0.02,
case_095,5,band_w4_k4,4,4,0,ok,468207,16146432,0,16146432,30720,129216,1.252,
case_095,5,band_w8_k4,4,8,0,ok,524422,0,0,0,36864,37056,1.096,
case_095,5,band_w12_k4,4,12,0,duplicate,,,,,,,0.017,
case_095,5,band_w4_k5,5,4,0,ok,462400,15925248,0,15925248,30720,129216,1.182,
case_095,5,band_w8_k5,5,8,0,duplicate,,,,,,,0.028,
case_095,5,band_w12_k5,5,12,0,duplicate,,,,,,,0.021,
case_096,5,band_w4_k2,2,4,0,ok,46054,676784,676784,0,109312,86016,0.268,
case_096,5,band_w8_k2,2,8,0,ok,51066,222084,222084,0,103168,70656,0.252,
case_096,5,band_w12_k2,2,12,0,ok,51915,106312,106312,0,131968,90116,0.195,
