case,cores,singlecore_cycles,q1_makespan_cycles,q1_added_copy_bytes,q1_speedup,q2_makespan_cycles,q2_added_copy_bytes,q2_speedup
case_082,4,721041.0,218159,1693882,3.305116910143519,202367,1418386,3.56303646345501
case_082,5,721041.0,206645,2687818,3.4892738754869463,187739,2829592,3.840656443253666
case_083,2,1057993.0,644672,14241216,1.6411337858631987,447790,930400,2.3626990330288753
case_083,3,1057993.0,512623,14842752,2.0638812538649263,308067,1860800,3.4342951370968002
case_083,4,1057993.0,450029,14977600,2.350944050272316,224609,2791200,4.710376699063707
case_083,5,1057993.0,442480,15058048,2.3910527029470257,197034,3721600,5.369596110315986
case_084,2,2507412.0,1255052,0,1.9978550689533183,1255052,0,1.9978550689533183
case_084,3,2507412.0,836220,0,2.998507569778288,836220,0,2.998507569778288
case_084,4,2507412.0,629028,0,3.986169137144928,629028,0,3.986169137144928
case_084,5,2507412.0,503472,0,4.98024120507198,503472,0,4.98024120507198
case_085,2,3187899.0,1649858,4875082,1.9322262885654402,1662788,2148486,1.917201110424179
case_085,3,3187899.0,1190093,7265394,2.6786973791123887,1126371,5683212,2.83023888221554
case_085,4,3187899.0,892850,6393754,3.5704754438035504,838581,5003666,3.8015397439245584
case_085,5,3187899.0,799811,9685570,3.985815398887987,746292,10855448,4.271651042755383
case_086,2,118403.0,74350,867194,1.5925084061869537,62866,418278,1.8834187000922598
case_086,3,118403.0,56152,1233928,2.108615899700812,48546,1081164,2.4389857042804763
case_086,4,118403.0,47397,1201206,2.4981116948330064,38996,952434,3.0362857728997845
case_086,5,118403.0,48969,1602402,2.4179174579836222,42073,1934424,2.814227651938298
case_087,2,3974071.0,1985234,9999360,2.0018148994022873,1985234,9999360,2.0018148994022873
case_087,3,3974071.0,1385253,10722816,2.8688412874760063,1385253,10722816,2.8688412874760063
case_087,4,3974071.0,1069661,11796480,3.715262125103187,1069661,11796480,3.715262125103187
case_087,5,3974071.0,888504,11773440,4.472766582930409,888504,11773440,4.472766582930409
case_088,2,243623.0,146889,1265738,1.658551695497961,135849,850054,1.7933367194458554
case_088,3,243623.0,117618,1740380,2.071307112856876,96111,1473104,2.5348087107615154
case_088,4,243623.0,104484,2142060,2.331677577428123,87538,2048310,2.7830542164545684
case_088,5,243623.0,100511,2205234,2.423844156360995,86863,2220472,2.804680934344888
case_089,2,693092.0,346832,238720,1.998350786547954,346832,238720,1.998350786547954
case_089,3,693092.0,243614,477440,2.8450417463692563,243614,477440,2.8450417463692563
case_089,4,693092.0,178160,716160,3.8902784014369107,178160,716160,3.8902784014369107
case_089,5,693092.0,147432,954880,4.701096098540344,147432,954880,4.701096098540344
case_090,2,1178363.0,692990,19093104,1.7004040462344334,482371,2171520,2.442856224773048
case_090,3,1178363.0,565892,19430136,2.0823107589434025,345253,4596480,3.41304203004753
case_090,4,1178363.0,522811,19748184,2.253898636409716,297117,6744960,3.9659898289226128
case_090,5,1178363.0,529948,20254728,2.223544574184637,285660,8893440,4.125054260309459
case_091,2,9186769.0,4590046,57827296,2.0014546695174733,4590046,57827296,2.0014546695174733
case_091,3,9186769.0,3070809,63099200,2.9916445470884057,3070809,63099200,2.9916445470884057
case_091,4,9186769.0,2315529,67391136,3.967460135459327,2315529,67391136,3.967460135459327
case_091,5,9186769.0,1874503,71279104,4.900909200998878,1876536,69999104,4.895599658093423
case_092,2,4815554.0,2828252,66389088,1.702660866146298,2828252,66389088,1.702660866146298
case_092,3,4815554.0,2231804,66784736,2.157695747476033,1376516,10577088,3.4983639855984237
case_092,4,4815554.0,1927728,67180384,2.4980464048869964,1028889,6657824,4.680343555038493
case_092,5,4815554.0,1661234,66980256,2.89878126741928,819820,4524416,5.873916225512917
case_093,2,74205.0,37827,8192,1.9616940280751844,37827,8192,1.9616940280751844
case_093,3,74205.0,25103,16384,2.956021192686133,25103,16384,2.956021192686133
case_093,4,74205.0,19779,24576,3.751706355225239,19779,24576,3.751706355225239
case_093,5,74205.0,15876,32768,4.674036281179139,15876,32768,4.674036281179139
case_094,2,94892.0,53614,106272,1.7699108441824896,53614,106272,1.7699108441824896
case_094,3,94892.0,39889,212544,2.37890145152799,39889,212544,2.37890145152799
case_094,4,94892.0,30709,318816,3.090038750854798,30709,318816,3.090038750854798
case_094,5,94892.0,25530,259200,3.716882099490795,25530,259200,3.716882099490795
case_095,2,2084853.0,1042890,0,1.9991111238960964,1042890,0,1.9991111238960964
case_095,3,2084853.0,695775,0,2.9964471273040854,695775,0,2.9964471273040854
case_095,4,2084853.0,524422,0,3.9755254356224565,524422,0,3.9755254356224565
case_095,5,2084853.0,420852,0,4.953886401870491,420852,0,4.953886401870491
case_096,2,84194.0,47175,67392,1.7847164811870695,47175,67392,1.7847164811870695
case_096,3,84194.0,33662,67392,2.5011585764363375,33662,67392,2.5011585764363375
case_096,4,84194.0,26984,78336,3.120145271271865,26984,78336,3.120145271271865
case_096,5,84194.0,27053,134784,3.112187188112224,27053,134784,3.112187188112224
case_097,2,11491509.0,5617602,11796480,2.045625339780212,5617602,11796480,2.045625339780212
case_097,3,11491509.0,3660459,16031744,3.1393628503966307,3660459,16031744,3.1393628503966307
case_097,4,11491509.0,2626908,14221312,4.37453805005733,2626908,14221312,4.37453805005733
case_097,5,11491509.0,2102348,21311488,5.466035594487687,2102348,21311488,5.466035594487687
case_098,2,177430.0,89756,0,1.9768037791345425,89756,0,1.9768037791345425
case_098,3,177430.0,87452,3007272,2.028884416594246,85234,901280,2.0816810193115423
case_098,4,177430.0,77144,3007276,2.2999844446748936,78025,1020112,2.2740147388657483
case_098,5,177430.0,79943,3007280,2.219456362658394,70962,987336,2.5003523012316453
case_099,2,1622999.0,811392,7303168,2.0002649767313456,811392,7303168,2.0002649767313456
case_099,3,1622999.0,539533,8011776,3.008155200886693,560542,7594740,2.895410156598435
case_099,4,1622999.0,406807,9322496,3.989604407003813,427540,7745504,3.796133695092857
case_099,5,1622999.0,337221,10698752,4.81286456062938,337221,10698752,4.81286456062938
case_100,2,151223.0,90243,12288,1.6757310816351407,90243,12288,1.6757310816351407
case_100,3,151223.0,57811,72192,2.6158170590372074,57811,72192,2.6158170590372074
case_100,4,151223.0,76715,2934762,1.9712311803428273,58086,144384,2.603432840959956
case_100,5,151223.0,58085,211968,2.603477662047,58085,211968,2.603477662047
