returncode,process_wall_s,case,cores,makespan_cycles,initial_cycles,singlecore_cycles,speedup,component_baseline_cycles,baseline_speedup,selected,evaluations,added_copy_bytes
0,1.3769354000032763,case_059,2,369318,369318,829473,2.2459587672412393,369318,2.2459587672412393,component_baseline,1,360448
0,2.036521599999105,case_059,3,266217,266217,829473,3.1157777301975456,266217,3.1157777301975456,component_baseline,1,2998272
0,1.196718499995768,case_059,4,185216,185216,829473,4.478408992743607,185216,4.478408992743607,component_baseline,1,1081344
0,1.8307786000004853,case_059,5,150782,150782,829473,5.501140719714555,150782,5.501140719714555,component_baseline,1,4325376
0,18.321354599996994,case_060,2,469437,469437,888789,1.8933083672569482,469437,1.8933083672569482,component_baseline,3,2768912
0,17.967835399998876,case_060,3,334622,334622,888789,2.656098523109658,334622,2.656098523109658,component_baseline,3,3439756
0,13.412434899997606,case_060,4,229383,229383,888789,3.8746942885915696,229383,3.8746942885915696,component_baseline,2,3699968
0,19.954977299996244,case_060,5,183272,183272,888789,4.849562399057139,183272,4.849562399057139,component_baseline,3,4290944
0,1.143703400004597,case_061,2,39299,39299,77191,1.9641975622789385,39299,1.9641975622789385,component_baseline,3,34560
0,1.292443500002264,case_061,3,28409,28409,77191,2.7171318948220633,28409,2.7171318948220633,component_baseline,3,43008
0,1.4286212000006344,case_061,4,27166,27166,77191,2.8414562320547745,27166,2.8414562320547745,component_baseline,4,62208
0,1.5124734999990324,case_061,5,22283,22283,77191,3.46412063007674,22283,3.46412063007674,component_baseline,4,83712
0,181.90197459999763,case_062,2,1349562,1350612,2854809,2.115359650019784,2854809,1.0,greedy_coarsen,3,54114816
0,83.3383343999958,case_062,3,1140581,1140739,2854809,2.502942798450965,2854809,1.0,greedy_coarsen,3,54114816
0,102.95875230000092,case_062,4,1139851,1140348,2854809,2.5045457695786553,2854809,1.0,greedy_coarsen,3,54117888
0,83.14609470000141,case_062,5,1139999,1140264,2854809,2.504220617737384,2854809,1.0,greedy_coarsen,3,54117888
0,26.567311799997697,case_063,2,508752,509093,1070397,2.1039661760543447,1070397,1.0,greedy_coarsen,3,20295168
0,20.814844799999264,case_063,3,430451,430482,1070397,2.4866872187542834,1070397,1.0,greedy_schedule,3,20298240
0,16.67565140000079,case_063,4,430997,430997,1070397,2.4835370083782484,1070397,1.0,data_band_w2,3,20298240
0,14.262299100002565,case_063,5,431150,431150,1070397,2.482655688275542,1070397,1.0,data_band_w2,3,20298240
0,0.6995443999985582,case_064,2,17589,17589,19116,1.0868156234009894,19116,1.0,terminal_w11,3,21128
0,0.8615812999996706,case_064,3,13388,16689,19116,1.4278458320884375,19116,1.0,greedy_coarsen,4,105128
0,0.708282199993846,case_064,4,14389,14474,19116,1.3285148377232607,19116,1.0,greedy_schedule,3,105390
0,0.7368774000060512,case_064,5,10775,11263,19116,1.774106728538283,19116,1.0,greedy_coarsen,3,104444
0,0.6982334999993327,case_065,2,26928,26928,53068,1.970736779560309,26928,1.970736779560309,component_baseline,3,13968
0,0.8245058999964385,case_065,3,18165,18165,53068,2.921442334159097,18165,2.921442334159097,component_baseline,4,27792
0,0.7036274999991292,case_065,4,14502,14502,53068,3.659357330023445,14502,3.659357330023445,component_baseline,3,41616
0,0.7594953999941936,case_065,5,12156,12156,53068,4.365580783152352,12156,4.365580783152352,component_baseline,3,55584
0,5.9793390999984695,case_066,2,193711,193711,359070,1.8536376354466189,248146,1.44701103382686,valley_w2,3,1513292
0,7.686885100003565,case_066,3,147531,149910,359070,2.433861357951888,248976,1.442187198766146,greedy_coarsen,4,2038660
0,7.580287700002373,case_066,4,129142,129828,359070,2.7804277462018554,249811,1.4373666491867851,greedy_coarsen,4,2220988
0,5.987388500005181,case_066,5,112718,120969,359070,3.1855604251317446,250449,1.4337050657019992,greedy_schedule,3,2342666
0,18.643679400003748,case_067,2,30388702,33768704,63834834,2.100610746717645,33768704,1.890354868223548,data_band_w2,2,74518912
0,13.580394700002216,case_067,3,20383899,23568859,63834834,3.131630214612033,23568859,2.7084397254869232,data_band_w2,2,77093632
0,11.953882000001613,case_067,4,15452799,18473155,63834834,4.130956081160442,18473155,3.4555458447677183,data_band_w2,2,80815232
0,9.439419199996337,case_067,5,13395817,15931687,63834834,4.765281132162376,15931687,4.006784341168641,data_band_w3,2,107833856
0,3.8908129000046756,case_068,2,210904,210904,362095,1.716871183097523,302408,1.1973724240099468,valley_w3,2,1983226
0,5.044658999999228,case_068,3,168253,168562,362095,2.152086441252162,303144,1.1944653366057056,greedy_schedule,3,2646462
0,5.309307899995474,case_068,4,144691,145322,362095,2.5025398953632223,303921,1.1914115839313506,greedy_schedule,3,3266738
0,6.450835000003281,case_068,5,142558,148067,362095,2.539983725922081,304058,1.1908747673141309,greedy_schedule,4,3419686
0,0.6193503999966197,case_069,2,15079,15079,25144,1.6674845812056502,25144,1.0,terminal_w3,2,166470
0,0.6524381000053836,case_069,3,11285,11285,25144,2.2280903854674348,25144,1.0,terminal_w5,2,218794
0,0.6392899000056786,case_069,4,11326,11326,25144,2.220024721878863,25144,1.0,terminal_w6,2,271118
0,0.9701662999941618,case_069,5,9133,11254,25144,2.75309317858316,25144,1.0,greedy_schedule,4,267954
0,1.4553409000000102,case_070,2,58525,58525,117300,2.0042716787697565,58525,2.0042716787697565,component_baseline,4,129536
0,1.1831338000047253,case_070,3,45661,45661,117300,2.568931911259061,45661,2.568931911259061,component_baseline,3,259072
0,1.4595736999981455,case_070,4,36336,36336,117300,3.228203434610304,36336,3.228203434610304,component_baseline,4,360960
0,1.5869560999999521,case_070,5,27664,27664,117300,4.240167727009832,27664,4.240167727009832,component_baseline,4,462848
0,0.722343200002797,case_071,2,11671,12639,18919,1.6210264758803872,18919,1.0,greedy_schedule,4,117990
0,0.4955296000043745,case_071,3,10106,10106,18919,1.8720562042351079,18919,1.0,terminal_w6,2,193450
0,0.763180599999032,case_071,4,8078,9190,18919,2.342040108937856,18919,1.0,greedy_schedule,4,185678
0,0.6413385999985621,case_071,5,7854,7854,18919,2.4088362617774384,18919,1.0,terminal_w10,3,233394
0,1411.235754100002,case_072,2,11833111,11833111,23897828,2.0195727057745,11833111,2.0195727057745,component_baseline,4,113945376
0,1199.9639966000032,case_072,3,7945629,7945629,23897828,3.007669751507401,7945629,3.007669751507401,component_baseline,4,114002720
0,1200.6978865000056,case_072,4,5994354,5994354,23897828,3.9867228395253265,5994354,3.9867228395253265,component_baseline,4,122293024
0,1447.1235895999998,case_072,5,4834146,4863110,23897828,4.943547009130465,4863110,4.9141039376037146,terminal_w5,5,127210712
0,6.327857700001914,case_073,2,4334657,5980423,10081626,2.3258186287865454,5980423,1.6857713910872192,data_band_w2,2,13286272
0,5.047956399997929,case_073,3,2982076,4515227,10081626,3.3807407993625915,4515227,2.232806013961203,data_band_w2,2,17007872
0,4.550828500003263,case_073,4,2351066,3903787,10081626,4.288108458035632,3903787,2.5825246100773427,data_band_w2,2,20729472
0,6.130141700006789,case_073,5,2297647,3517515,10081626,4.387804567020086,3517515,2.8661216796516857,data_band_w3,3,42358528
0,13.931625699995493,case_074,2,822510,822510,1682239,2.0452505136715664,822510,2.0452505136715664,component_baseline,4,7077888
0,13.003086999997322,case_074,3,553814,553814,1682239,3.0375523190096314,553814,3.0375523190096314,component_baseline,4,7614464
0,10.686064800000167,case_074,4,423088,423088,1682239,3.9760971712740614,423088,3.9760971712740614,component_baseline,3,8429568
0,9.551607699999295,case_074,5,347042,347042,1682239,4.847364295964177,347042,4.847364295964177,component_baseline,3,9035776
0,4.328097600002366,case_075,2,781291,781291,1441809,1.845418672428071,1441809,1.0,valley_w4,2,2960082
0,4.440462200000184,case_075,3,621902,622899,1441809,2.3183861766001717,1441809,1.0,greedy_schedule,2,4795646
0,4.546206599996367,case_075,4,457594,457594,1441809,3.1508476946813113,1441809,1.0,valley_w8,2,4319402
0,5.13587820000248,case_075,5,395938,403575,1441809,3.641501952325869,1441809,1.0,greedy_schedule,2,6346198
0,698.6261068000022,case_076,2,3069464,3069464,6185113,2.015046600970072,3069464,2.015046600970072,component_baseline,1,30744576
0,638.4398807999969,case_076,3,2061609,2061609,6185113,3.0001387265965564,2061609,3.0001387265965564,component_baseline,1,35117056
0,569.9508016999971,case_076,4,1550155,1550155,6185113,3.9899964842225453,1550155,3.9899964842225453,component_baseline,1,35703808
0,516.033127900002,case_076,5,1238120,1238120,6185113,4.995568280942074,1238120,4.995568280942074,component_baseline,1,37194752
0,8.331012100003136,case_077,2,250735,250735,495320,1.9754721119907472,250735,1.9754721119907472,component_baseline,4,57344
0,4.798317400003725,case_077,3,178739,178739,495320,2.771191513883372,178739,2.771191513883372,component_baseline,2,114688
0,7.3202163000023575,case_077,4,144734,144734,495320,3.4222781101883455,144734,3.4222781101883455,component_baseline,3,172032
0,7.369457600005262,case_077,5,121081,121081,495320,4.090815239385205,121081,4.090815239385205,component_baseline,3,172032
0,0.9725226999944425,case_078,2,1151684,1260358,2296143,1.993726577776543,1260358,1.8218180866071385,data_band_w2,3,8034432
0,1.0498857999991742,case_078,3,893942,932672,2296143,2.568559257759452,993959,2.3100983038535796,data_band_w2,3,10182912
0,0.9285868999941158,case_078,4,690924,690924,2296143,3.3232931552529656,690924,3.3232931552529656,component_baseline,3,13146912
0,1.1422305000014603,case_078,5,663941,681261,2296143,3.458353980248245,663941,3.458353980248245,component_baseline,4,13620024
0,148.0543514000019,case_079,2,15446486,15446486,31052251,2.010311665708304,15446486,2.010311665708304,component_baseline,2,31780864
0,235.84013620000042,case_079,3,10181692,10181692,31052251,3.049812447675691,10181692,3.049812447675691,component_baseline,2,39960576
0,61.369057600000815,case_079,4,7635624,7635624,31052251,4.066760097144647,7635624,4.066760097144647,component_baseline,2,30445568
0,281.16250549999677,case_079,5,6075976,6075976,31052251,5.110660575354478,6075976,5.110660575354478,component_baseline,2,47677440
0,0.7407592000017758,case_080,2,145926,145926,292138,2.0019598974822856,145926,2.0019598974822856,component_baseline,1,2191360
0,0.6933105999996769,case_080,3,100325,100325,292138,2.9119162721156244,100325,2.9119162721156244,component_baseline,1,3047424
0,0.8855611999970279,case_080,4,100325,101166,292138,2.9119162721156244,111314,2.6244497547478303,reuse_pack_k3,2,3047424
0,0.6172039000011864,case_080,5,100325,100325,292138,2.9119162721156244,113455,2.574923978669957,reuse_pack_k3,1,3047424
0,2.468657899997197,case_081,2,76860,76860,151795,1.9749544626593807,76860,1.9749544626593807,component_baseline,1,0
0,1.9335320000027423,case_081,3,51943,51943,151795,2.9223379473653814,51943,2.9223379473653814,component_baseline,1,0
0,1.81474739999976,case_081,4,39588,39588,151795,3.834369000707285,39588,3.834369000707285,component_baseline,1,0
0,1.6703111000024364,case_081,5,30943,30943,151795,4.905632937982743,30943,4.905632937982743,component_baseline,1,0
0,3.7728375000006054,case_082,2,381109,381109,721041,1.8919547950848707,721041,1.0,valley_w2,3,1291290
0,3.743706300003396,case_082,3,270408,270613,721041,2.666492855240969,721041,1.0,greedy_schedule,3,1897770
0,3.682570199998736,case_082,4,216662,218159,721041,3.3279532174539144,721041,1.0,greedy_schedule,3,1693882
0,3.7065342999994755,case_082,5,206645,207263,721041,3.4892738754869463,721041,1.0,greedy_schedule,3,2687818
0,3.9931607999969856,case_083,2,519948,644672,1057993,2.034805403617285,644672,1.6411337858631987,data_band_w2,2,16135776
0,5.467251900001429,case_083,3,424902,512623,1057993,2.4899694517794693,512623,2.0638812538649263,data_band_w2,3,17066176
0,4.525390299997525,case_083,4,400514,450029,1057993,2.6415880593437433,450029,2.350944050272316,data_band_w2,3,17996576
0,3.8165690999958315,case_083,5,347213,442480,1057993,3.0471007709964777,442480,2.3910527029470257,data_band_w3,3,15514496
0,33.151377199996205,case_084,2,1255052,1255052,2507412,1.9978550689533183,1255052,1.9978550689533183,component_baseline,2,0
0,36.65149800000654,case_084,3,836220,836220,2507412,2.998507569778288,836220,2.998507569778288,component_baseline,3,0
0,21.317659399996046,case_084,4,629028,629028,2507412,3.986169137144928,629028,3.986169137144928,component_baseline,2,0
0,17.31821879999916,case_084,5,503472,503472,2507412,4.98024120507198,503472,4.98024120507198,component_baseline,2,0
0,16.07908710000629,case_085,2,1649858,1650478,3187899,1.9322262885654402,3187899,1.0,greedy_schedule,2,4875082
0,14.242118699999992,case_085,3,1188808,1188808,3187899,2.681592822390159,3187899,1.0,valley_w6,2,7265394
0,14.196932499995455,case_085,4,891725,892850,3187899,3.5749799545824104,3187899,1.0,greedy_schedule,2,6393754
0,14.369676100002835,case_085,5,799811,814800,3187899,3.985815398887987,3187899,1.0,greedy_schedule,2,9685570
0,4.21433529999922,case_086,2,76068,76068,118403,1.556541515486144,118403,1.0,valley_w2,2,902522
0,3.157327200002328,case_086,3,58291,60293,118403,2.0312398140364722,118403,1.0,greedy_schedule,2,1300650
0,1.7936581000030856,case_086,4,49131,49131,118403,2.4099448413425333,118403,1.0,valley_w4,1,1191514
0,4.332825600002252,case_086,5,51776,52519,118403,2.28683173671199,118403,1.0,greedy_schedule,3,1808714
0,290.3337434999994,case_087,2,1985234,1985234,3974071,2.0018148994022873,1985234,2.0018148994022873,component_baseline,3,9999360
0,299.4704944999976,case_087,3,1385253,1385253,3974071,2.8688412874760063,1385253,2.8688412874760063,component_baseline,3,10722816
0,246.07180060000246,case_087,4,1069661,1069661,3974071,3.715262125103187,1069661,3.715262125103187,component_baseline,3,11796480
0,229.73630779999803,case_087,5,888504,888504,3974071,4.472766582930409,888504,4.472766582930409,component_baseline,3,11773440
0,2.1030481999987387,case_088,2,146889,148590,243623,1.658551695497961,202290,1.2043254733303672,greedy_schedule,2,1265738
0,3.006045499998436,case_088,3,117618,120388,243623,2.071307112856876,202428,1.2035044559053096,greedy_schedule,3,1740380
0,3.2525749999986147,case_088,4,104484,104492,243623,2.331677577428123,202670,1.2020674002072333,greedy_schedule,3,2142060
0,2.97357799999736,case_088,5,99239,100511,243623,2.454911879402251,202791,1.2013501585376076,greedy_schedule,3,2205234
0,5.690163300001586,case_089,2,344500,346832,693092,2.011878084179971,346832,1.998350786547954,valley_w2,3,1426560
0,5.007391200000711,case_089,3,243614,243614,693092,2.8450417463692563,243614,2.8450417463692563,component_baseline,3,477440
0,3.0250700999968103,case_089,4,178160,178160,693092,3.8902784014369107,178160,3.8902784014369107,component_baseline,2,716160
0,4.174556999998458,case_089,5,147432,147432,693092,4.701096098540344,147432,4.701096098540344,component_baseline,3,954880
0,1.9742379000017536,case_090,2,518935,697210,1178363,2.2707333288369447,769224,1.5318853805913493,data_band_w2,3,4539648
0,1.5719938999973238,case_090,3,405128,633807,1178363,2.908619004364053,657430,1.7923778957455547,data_band_w2,3,6688128
0,2.1048993000003975,case_090,4,366328,544126,1178363,3.21668832303291,608275,1.9372208293945994,data_band_w2,4,8836608
0,1.8444690000033006,case_090,5,353945,529948,1178363,3.3292262922205427,542638,2.171545302761694,data_band_w3,4,10448448
0,754.0141788000037,case_091,2,4590046,4590046,9186769,2.0014546695174733,4590046,2.0014546695174733,component_baseline,1,57827296
0,700.5422012999989,case_091,3,3070809,3070809,9186769,2.9916445470884057,3070809,2.9916445470884057,component_baseline,1,63099200
0,1363.6400127000015,case_091,4,2315529,2315529,9186769,3.967460135459327,2315529,3.967460135459327,component_baseline,3,67391136
0,1301.001396599997,case_091,5,1874503,1874503,9186769,4.900909200998878,1874503,4.900909200998878,component_baseline,3,71279104
0,66.7683795999983,case_092,2,2374914,2828252,4815554,2.0276751073933625,2828252,1.702660866146298,data_band_w2,2,71498336
0,45.23385850000341,case_092,3,1815473,2231804,4815554,2.652506536863947,2231804,2.157695747476033,data_band_w2,2,71511232
0,70.96309900000051,case_092,4,1580222,1927728,4815554,3.047390809645733,1927728,2.4980464048869964,data_band_w2,3,72441632
0,80.12913780000235,case_092,5,1278737,1661234,4815554,3.7658674144878894,1661234,2.89878126741928,data_band_w3,3,57740672
0,0.3936409000016283,case_093,2,37827,37827,74205,1.9616940280751844,37827,1.9616940280751844,component_baseline,1,8192
0,0.37206049999804236,case_093,3,25103,25103,74205,2.956021192686133,25103,2.956021192686133,component_baseline,1,16384
0,0.4865429999990738,case_093,4,19779,19779,74205,3.751706355225239,19779,3.751706355225239,component_baseline,2,24576
0,0.4122136000005412,case_093,5,15876,15876,74205,4.674036281179139,15876,4.674036281179139,component_baseline,1,32768
0,0.6199226999960956,case_094,2,53614,53614,94892,1.7699108441824896,53614,1.7699108441824896,component_baseline,3,106272
0,0.6341552000012598,case_094,3,39889,39889,94892,2.37890145152799,39889,2.37890145152799,component_baseline,3,212544
0,0.6464255999962916,case_094,4,30709,30709,94892,3.090038750854798,30709,3.090038750854798,component_baseline,3,318816
0,0.7000536000050488,case_094,5,25530,25530,94892,3.716882099490795,25530,3.716882099490795,component_baseline,3,259200
0,5.765766700002132,case_095,2,1042890,1042890,2084853,1.9991111238960964,1042890,1.9991111238960964,component_baseline,2,0
0,5.954723599999852,case_095,3,695775,695775,2084853,2.9964471273040854,695775,2.9964471273040854,component_baseline,2,0
0,4.503473500000837,case_095,4,524422,524422,2084853,3.9755254356224565,524422,3.9755254356224565,component_baseline,2,0
0,3.858645300002536,case_095,5,420852,420852,2084853,4.953886401870491,420852,4.953886401870491,component_baseline,2,0
0,0.827128899996751,case_096,2,47175,47175,84194,1.7847164811870695,47175,1.7847164811870695,component_baseline,2,67392
0,1.0584359999993467,case_096,3,33662,33662,84194,2.5011585764363375,33662,2.5011585764363375,component_baseline,3,67392
0,1.037946499993268,case_096,4,26984,26984,84194,3.120145271271865,26984,3.120145271271865,component_baseline,3,78336
0,0.8486281000004965,case_096,5,27053,27053,84194,3.112187188112224,27053,3.112187188112224,component_baseline,2,134784
0,17.461418500002765,case_097,2,5617602,5617602,11491509,2.045625339780212,5617602,2.045625339780212,component_baseline,2,11796480
0,29.69378589999542,case_097,3,3660459,3660459,11491509,3.1393628503966307,3660459,3.1393628503966307,component_baseline,2,16031744
0,5.186008899996523,case_097,4,2626908,2626908,11491509,4.37453805005733,2626908,4.37453805005733,component_baseline,1,14221312
0,14.33834940000088,case_097,5,2102348,2102348,11491509,5.466035594487687,2102348,5.466035594487687,component_baseline,1,21311488
0,0.6903978999980609,case_098,2,89756,89756,177430,1.9768037791345425,89756,1.9768037791345425,component_baseline,1,0
0,1.319281600000977,case_098,3,89756,98125,177430,1.9768037791345425,89825,1.9752852769273588,reuse_pack_k2,3,0
0,1.2997056000021985,case_098,4,89756,91047,177430,1.9768037791345425,89894,1.973769105835762,reuse_pack_k2,3,0
0,1.241258599999128,case_098,5,83535,86044,177430,2.1240198719099777,90168,1.9677712714044895,greedy_coarsen,3,1487074
0,11.550286500001675,case_099,2,811392,811392,1622999,2.0002649767313456,811392,2.0002649767313456,component_baseline,1,7303168
0,10.843036300000676,case_099,3,539533,539533,1622999,3.008155200886693,539533,3.008155200886693,component_baseline,1,8011776
0,10.286226399999578,case_099,4,406807,406807,1622999,3.989604407003813,406807,3.989604407003813,component_baseline,1,9322496
0,10.943753400002606,case_099,5,337221,337221,1622999,4.81286456062938,337221,4.81286456062938,component_baseline,1,10698752
0,2.077009900000121,case_100,2,83633,90243,151223,1.8081738069900637,90243,1.6757310816351407,greedy_schedule,5,41024
0,1.1626971000005142,case_100,3,57811,57811,151223,2.6158170590372074,57811,2.6158170590372074,component_baseline,2,72192
0,1.5862934999968274,case_100,4,57811,77006,151223,2.6158170590372074,58086,2.603432840959956,reuse_pack_k3,3,72192
0,1.5189654999994673,case_100,5,57811,58085,151223,2.6158170590372074,58085,2.603477662047,reuse_pack_k3,3,72192
