case,cores,strategy,component_rank,cut_level,source_core,target_core,status,makespan_cycles,added_copy_bytes,spill_added_copy_bytes,peak_l1_bytes,peak_ub_bytes,wall_seconds,error
case_071,5,component0_cut24_to4,0,24,0,4,ok,18005,117442,0,38784,16178,0.097,
case_071,5,component0_cut28_to1,0,28,0,1,ok,18813,31746,0,27648,16226,0.088,
case_071,5,component0_cut28_to2,0,28,0,2,ok,18813,31746,0,27648,16226,0.084,
case_071,5,component0_cut28_to3,0,28,0,3,ok,18813,31746,0,27648,16226,0.109,
case_071,5,component0_cut28_to4,0,28,0,4,ok,18813,31746,0,27648,16226,0.098,
case_071,5,component0_cut35_to1,0,35,0,1,ok,18109,40898,0,48480,16418,0.089,
case_071,5,component0_cut35_to2,0,35,0,2,ok,18109,40898,0,48480,16418,0.097,
case_071,5,component0_cut35_to3,0,35,0,3,ok,18109,40898,0,48480,16418,0.089,
case_071,5,component0_cut35_to4,0,35,0,4,ok,18109,40898,0,48480,16418,0.086,
case_086,5,component0_cut35_to1,0,35,0,1,ok,117287,76036,0,77664,49396,0.866,
case_086,5,component0_cut35_to2,0,35,0,2,ok,117287,76036,0,77664,49396,0.835,
case_086,5,component0_cut35_to3,0,35,0,3,ok,117287,76036,0,77664,49396,0.817,
case_086,5,component0_cut35_to4,0,35,0,4,ok,117287,76036,0,77664,49396,0.85,
case_086,5,component0_cut56_to1,0,56,0,1,ok,117429,140164,0,89088,46324,0.821,
case_086,5,component0_cut56_to2,0,56,0,2,ok,117429,140164,0,89088,46324,0.811,
case_086,5,component0_cut56_to3,0,56,0,3,ok,117429,140164,0,89088,46324,0.837,
case_086,5,component0_cut56_to4,0,56,0,4,ok,117429,140164,0,89088,46324,0.787,
case_086,5,component0_cut70_to1,0,70,0,1,ok,117548,320388,0,89088,46582,0.84,
case_086,5,component0_cut70_to2,0,70,0,2,ok,117548,320388,0,89088,46582,0.85,
case_086,5,component0_cut70_to3,0,70,0,3,ok,117548,320388,0,89088,46582,0.892,
case_086,5,component0_cut70_to4,0,70,0,4,ok,117548,320388,0,89088,46582,0.874,
case_086,5,component0_cut83_to1,0,83,0,1,ok,118341,73284,0,89088,46582,0.802,
case_086,5,component0_cut83_to2,0,83,0,2,ok,118341,73284,0,89088,46582,0.803,
case_086,5,component0_cut83_to3,0,83,0,3,ok,118341,73284,0,89088,46582,0.784,
case_086,5,component0_cut83_to4,0,83,0,4,ok,118341,73284,0,89088,46582,0.791,
case_086,5,component0_cut104_to1,0,104,0,1,ok,118327,316930,0,89088,46582,0.886,
case_086,5,component0_cut104_to2,0,104,0,2,ok,118327,316930,0,89088,46582,0.862,
case_086,5,component0_cut104_to3,0,104,0,3,ok,118327,316930,0,89088,46582,0.859,
case_086,5,component0_cut104_to4,0,104,0,4,ok,118327,316930,0,89088,46582,0.898,
case_088,5,component0_cut45_to1,0,45,0,1,ok,202583,275720,0,153792,36864,0.502,
case_088,5,component0_cut45_to2,0,45,0,2,ok,202583,275720,0,153792,36864,0.479,
case_088,5,component0_cut45_to3,0,45,0,3,ok,202583,275720,0,153792,36864,0.494,
case_088,5,component0_cut45_to4,0,45,0,4,ok,202583,275720,0,153792,36864,0.469,
case_088,5,component0_cut71_to1,0,71,0,1,ok,202702,273416,0,162048,36864,0.456,
case_088,5,component0_cut71_to2,0,71,0,2,ok,202702,273416,0,162048,36864,0.512,
case_088,5,component0_cut71_to3,0,71,0,3,ok,202702,273416,0,162048,36864,0.467,
case_088,5,component0_cut71_to4,0,71,0,4,ok,202702,273416,0,162048,36864,0.455,
case_088,5,component0_cut89_to1,0,89,0,1,ok,202431,293384,0,162048,36864,0.486,
case_088,5,component0_cut89_to2,0,89,0,2,ok,202431,293384,0,162048,36864,0.466,
case_088,5,component0_cut89_to3,0,89,0,3,ok,202431,293384,0,162048,36864,0.487,
case_088,5,component0_cut89_to4,0,89,0,4,ok,202431,293384,0,162048,36864,0.488,
case_088,5,component0_cut106_to1,0,106,0,1,ok,198653,307208,0,162048,36864,0.548,
case_088,5,component0_cut106_to2,0,106,0,2,ok,198653,307208,0,162048,36864,0.499,
case_088,5,component0_cut106_to3,0,106,0,3,ok,198653,307208,0,162048,36864,0.513,
case_088,5,component0_cut106_to4,0,106,0,4,ok,198653,307208,0,162048,36864,0.535,
case_088,5,component0_cut133_to1,0,133,0,1,ok,201872,268264,0,162048,36864,0.496,
case_088,5,component0_cut133_to2,0,133,0,2,ok,201872,268264,0,162048,36864,0.506,
case_088,5,component0_cut133_to3,0,133,0,3,ok,201872,268264,0,162048,36864,0.544,
case_088,5,component0_cut133_to4,0,133,0,4,ok,201872,268264,0,162048,36864,0.558,
case_088,5,component1_cut8_to0,1,8,1,0,ok,206132,249856,0,162048,32768,0.616,
case_088,5,component1_cut8_to2,1,8,1,2,ok,204156,249856,0,162048,32768,0.531,
case_088,5,component1_cut8_to3,1,8,1,3,ok,204156,249856,0,162048,32768,0.547,
case_088,5,component1_cut8_to4,1,8,1,4,ok,204156,249856,0,162048,32768,0.562,
case_088,5,component1_cut13_to0,1,13,1,0,ok,204479,241664,0,162048,32768,0.533,
case_088,5,component1_cut13_to2,1,13,1,2,ok,203035,241664,0,162048,32768,0.593,
case_088,5,component1_cut13_to3,1,13,1,3,ok,203035,241664,0,162048,32768,0.579,
case_088,5,component1_cut13_to4,1,13,1,4,ok,203035,241664,0,162048,32768,0.575,
case_088,5,component1_cut16_to0,1,16,1,0,ok,204180,249856,0,162048,40960,0.551,
case_088,5,component1_cut16_to2,1,16,1,2,ok,202964,249856,0,162048,40960,0.534,
case_088,5,component1_cut16_to3,1,16,1,3,ok,202964,249856,0,162048,40960,0.52,
case_088,5,component1_cut16_to4,1,16,1,4,ok,202964,249856,0,162048,40960,0.583,
case_088,5,component1_cut19_to0,1,19,1,0,ok,203876,249856,0,162048,36864,0.598,
case_088,5,component1_cut19_to2,1,19,1,2,ok,202964,249856,0,162048,36864,0.574,
case_088,5,component1_cut19_to3,1,19,1,3,ok,202964,249856,0,162048,36864,0.557,
case_088,5,component1_cut19_to4,1,19,1,4,ok,202964,249856,0,162048,36864,0.574,
case_088,5,component1_cut23_to0,1,23,1,0,ok,203572,258048,0,162048,40960,0.556,
case_088,5,component1_cut23_to2,1,23,1,2,ok,202964,258048,0,162048,40960,0.547,
case_088,5,component1_cut23_to3,1,23,1,3,ok,202964,258048,0,162048,40960,0.552,
case_088,5,component1_cut23_to4,1,23,1,4,ok,202964,258048,0,162048,40960,0.552,
case_098,5,component0_cut13_to1,0,13,0,1,ok,87454,213020,0,212992,57356,0.17,
case_098,5,component0_cut13_to2,0,13,0,2,ok,87454,213020,0,212992,57356,0.18,
case_098,5,component0_cut13_to3,0,13,0,3,ok,87454,213020,0,212992,57356,0.167,
case_098,5,component0_cut13_to4,0,13,0,4,ok,87454,213020,0,212992,57356,0.18,
case_098,5,component0_cut21_to1,0,21,0,1,ok,89259,213032,0,229376,57356,0.196,
case_098,5,component0_cut21_to2,0,21,0,2,ok,89259,213032,0,229376,57356,0.177,
case_098,5,component0_cut21_to3,0,21,0,3,ok,89259,213032,0,229376,57356,0.167,
case_098,5,component0_cut21_to4,0,21,0,4,ok,89259,213032,0,229376,57356,0.175,
case_098,5,component0_cut26_to1,0,26,0,1,ok,89062,213008,0,229376,57356,0.167,
case_098,5,component0_cut26_to2,0,26,0,2,ok,89062,213008,0,229376,57356,0.17,
case_098,5,component0_cut26_to3,0,26,0,3,ok,89062,213008,0,229376,57356,0.184,
case_098,5,component0_cut26_to4,0,26,0,4,ok,89062,213008,0,229376,57356,0.183,
case_098,5,component0_cut31_to1,0,31,0,1,ok,87265,638988,0,229376,57356,0.203,
case_098,5,component0_cut31_to2,0,31,0,2,ok,87265,638988,0,229376,57356,0.179,
case_098,5,component0_cut31_to3,0,31,0,3,ok,87265,638988,0,229376,57356,0.179,
case_098,5,component0_cut31_to4,0,31,0,4,ok,87265,638988,0,229376,57356,0.177,
case_098,5,component0_cut39_to1,0,39,0,1,ok,90670,212996,0,229376,57356,0.166,
case_098,5,component0_cut39_to2,0,39,0,2,ok,90670,212996,0,229376,57356,0.182,
case_098,5,component0_cut39_to3,0,39,0,3,ok,90670,212996,0,229376,57356,0.165,
case_098,5,component0_cut39_to4,0,39,0,4,ok,90670,212996,0,229376,57356,0.173,
case_098,5,component1_cut11_to0,1,11,1,0,ok,102596,147456,0,229376,57356,0.173,
case_098,5,component1_cut11_to2,1,11,1,2,ok,90168,147456,0,229376,57356,0.191,
case_098,5,component1_cut11_to3,1,11,1,3,ok,90168,147456,0,229376,57356,0.178,
case_098,5,component1_cut11_to4,1,11,1,4,ok,90168,147456,0,229376,57356,0.168,
case_098,5,component1_cut17_to0,1,17,1,0,ok,100629,147456,0,229376,57356,0.185,
case_098,5,component1_cut17_to2,1,17,1,2,ok,90168,147456,0,229376,57356,0.171,
case_098,5,component1_cut17_to3,1,17,1,3,ok,90168,147456,0,229376,57356,0.165,
case_098,5,component1_cut17_to4,1,17,1,4,ok,90168,147456,0,229376,57356,0.17,
case_098,5,component1_cut21_to0,1,21,1,0,ok,97815,49176,0,229376,57356,0.172,
case_098,5,component1_cut21_to2,1,21,1,2,ok,90168,49176,0,229376,57356,0.188,
case_098,5,component1_cut21_to3,1,21,1,3,ok,90168,49176,0,229376,57356,0.17,
case_098,5,component1_cut21_to4,1,21,1,4,ok,90168,49176,0,229376,57356,0.17,
case_098,5,component1_cut25_to0,1,25,1,0,ok,96838,147456,0,229376,57356,0.182,
case_098,5,component1_cut25_to2,1,25,1,2,ok,90168,147456,0,229376,57356,0.168,
case_098,5,component1_cut25_to3,1,25,1,3,ok,90168,147456,0,229376,57356,0.177,
case_098,5,component1_cut25_to4,1,25,1,4,ok,90168,147456,0,229376,57356,0.179,
case_098,5,component1_cut31_to0,1,31,1,0,ok,93972,49160,0,229376,57356,0.186,
case_098,5,component1_cut31_to2,1,31,1,2,ok,90168,49160,0,229376,57356,0.161,
case_098,5,component1_cut31_to3,1,31,1,3,ok,90168,49160,0,229376,57356,0.184,
case_098,5,component1_cut31_to4,1,31,1,4,ok,90168,49160,0,229376,57356,0.193,
case_100,5,component0_cut9_to1,0,9,0,1,ok,56236,900096,0,229376,81920,0.195,
case_100,5,component0_cut9_to2,0,9,0,2,ok,62658,900096,0,229376,81920,0.194,
case_100,5,component0_cut9_to3,0,9,0,3,ok,63426,900096,0,229376,81920,0.245,
case_100,5,component0_cut9_to4,0,9,0,4,ok,61879,900096,0,229376,81920,0.196,
case_100,5,component0_cut15_to1,0,15,0,1,ok,56013,900096,0,229376,81920,0.188,
case_100,5,component0_cut15_to2,0,15,0,2,ok,56013,900096,0,229376,81920,0.189,
case_100,5,component0_cut15_to3,0,15,0,3,ok,56013,900096,0,229376,81920,0.195,
case_100,5,component0_cut15_to4,0,15,0,4,ok,56013,900096,0,229376,81920,0.205,
case_100,5,component0_cut18_to1,0,18,0,1,ok,58783,441372,0,229376,81920,0.223,
case_100,5,component0_cut18_to2,0,18,0,2,ok,58783,441372,0,229376,81920,0.178,
case_100,5,component0_cut18_to3,0,18,0,3,ok,58783,441372,0,229376,81920,0.201,
case_100,5,component0_cut18_to4,0,18,0,4,ok,58783,441372,0,229376,81920,0.186,
case_100,5,component0_cut22_to1,0,22,0,1,ok,55955,900096,0,229376,81920,0.182,
case_100,5,component0_cut22_to2,0,22,0,2,ok,55955,900096,0,229376,81920,0.185,
case_100,5,component0_cut22_to3,0,22,0,3,ok,55955,900096,0,229376,81920,0.186,
case_100,5,component0_cut22_to4,0,22,0,4,ok,55955,900096,0,229376,81920,0.197,
case_100,5,component0_cut27_to1,0,27,0,1,ok,58848,441352,0,229376,81920,0.236,
case_100,5,component0_cut27_to2,0,27,0,2,ok,58848,441352,0,229376,81920,0.198,
case_100,5,component0_cut27_to3,0,27,0,3,ok,58848,441352,0,229376,81920,0.189,
case_100,5,component0_cut27_to4,0,27,0,4,ok,58848,441352,0,229376,81920,0.184,
case_100,5,component1_cut3_to0,1,3,1,0,ok,60130,269568,0,229376,81920,0.211,
case_100,5,component1_cut3_to2,1,3,1,2,ok,58085,251136,0,229376,81920,0.188,
case_100,5,component1_cut3_to3,1,3,1,3,ok,58085,251136,0,229376,81920,0.186,
case_100,5,component1_cut3_to4,1,3,1,4,ok,58085,251136,0,229376,81920,0.183,
case_100,5,component1_cut5_to0,1,5,1,0,ok,58234,218880,0,229376,81920,0.191,
case_100,5,component1_cut5_to2,1,5,1,2,ok,58085,218880,0,229376,81920,0.191,
case_100,5,component1_cut5_to3,1,5,1,3,ok,58085,218880,0,229376,81920,0.191,
case_100,5,component1_cut5_to4,1,5,1,4,ok,58085,218880,0,229376,81920,0.182,
case_100,5,component1_cut6_to0,1,6,1,0,ok,58186,216576,0,229376,81920,0.187,
case_100,5,component1_cut6_to2,1,6,1,2,ok,58085,216576,0,229376,81920,0.185,
case_100,5,component1_cut6_to3,1,6,1,3,ok,58085,216576,0,229376,81920,0.184,
case_100,5,component1_cut6_to4,1,6,1,4,ok,58085,216576,0,229376,81920,0.185,
case_100,5,component1_cut7_to0,1,7,1,0,ok,58138,212160,0,229376,81920,0.173,
case_100,5,component1_cut7_to2,1,7,1,2,ok,58085,212160,0,229376,81920,0.189,
case_100,5,component1_cut7_to3,1,7,1,3,ok,58085,212160,0,229376,81920,0.191,
case_100,5,component1_cut7_to4,1,7,1,4,ok,58085,212160,0,229376,81920,0.202,
case_100,5,component1_cut9_to0,1,9,1,0,ok,58111,211972,0,229376,81920,0.201,
case_100,5,component1_cut9_to2,1,9,1,2,ok,58085,211972,0,229376,81920,0.197,
case_100,5,component1_cut9_to3,1,9,1,3,ok,58085,211972,0,229376,81920,0.191,
case_100,5,component1_cut9_to4,1,9,1,4,ok,58085,211972,0,229376,81920,0.231,
